BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   403	4.030	      -9.3	       1.8	      -0.9	      -1.6	     -10.0	      -3.2	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.9	       0.2	      10.1	      -2.9	      -0.2	      10.1	       0.9	       5.6	      -7.6	      -0.9	      -5.6	      -7.6	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.1	       1.0	      -8.4	       4.0	
   404	4.040	      -9.3	       1.8	      -0.9	      -1.6	     -10.0	      -3.1	      -4.9	       0.9	      -4.4	       0.5	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.9	       0.2	      10.1	      -2.9	      -0.2	      10.1	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   405	4.050	      -9.3	       1.8	      -0.9	      -1.6	     -10.0	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.9	       0.2	      10.1	      -2.9	      -0.2	      10.1	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   406	4.060	      -9.3	       1.8	      -0.9	      -1.6	     -10.0	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.9	       0.2	      10.2	      -2.9	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.7	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   407	4.070	      -9.3	       1.8	      -0.8	      -1.6	     -10.0	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.9	       0.2	      10.2	      -2.9	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       3.9	
   408	4.080	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.9	       0.2	      10.2	      -2.9	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       3.9	
   409	4.090	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.9	       0.2	      10.2	      -2.9	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.7	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   410	4.100	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.2	      -2.8	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.7	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   411	4.110	      -9.3	       1.8	      -0.9	      -1.6	     -10.1	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.2	      -2.8	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.7	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   412	4.120	      -9.3	       1.8	      -0.9	      -1.6	     -10.1	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.2	      -2.8	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.7	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   413	4.130	      -9.4	       1.8	      -0.9	      -1.6	     -10.1	      -3.1	      -4.9	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.2	      -2.8	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.7	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   414	4.140	      -9.3	       1.8	      -0.9	      -1.6	     -10.1	      -3.1	      -4.9	       1.0	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.2	      -2.8	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.7	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   415	4.150	      -9.3	       1.8	      -0.9	      -1.6	     -10.1	      -3.1	      -4.9	       1.0	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.2	      -2.8	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.3	       4.0	
   416	4.160	      -9.3	       1.8	      -0.9	      -1.7	     -10.1	      -3.1	      -4.9	       0.9	      -4.4	       0.5	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.2	      -2.8	      -0.2	      10.2	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   417	4.170	      -9.3	       1.8	      -0.9	      -1.7	     -10.1	      -3.1	      -4.9	       0.9	      -4.4	       0.5	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.1	      -2.8	      -0.2	      10.1	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       4.0	
   418	4.180	      -9.3	       1.8	      -0.9	      -1.7	     -10.1	      -3.1	      -4.9	       0.9	      -4.4	       0.5	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.1	      -2.8	      -0.2	      10.1	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.1	       1.0	      -8.4	       4.0	
   419	4.190	      -9.3	       1.8	      -0.9	      -1.7	     -10.1	      -3.1	      -4.9	       0.9	      -4.4	       0.5	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.1	      -2.8	      -0.2	      10.1	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   420	4.200	      -9.2	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -4.8	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.1	      -2.8	      -0.2	      10.1	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   421	4.210	      -9.2	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -4.8	       0.9	      -4.5	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.5	      -2.3	      -5.8	       2.5	       2.8	       0.2	      10.1	      -2.8	      -0.2	      10.1	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   422	4.220	      -9.2	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -4.8	       0.9	      -4.5	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.4	      -2.3	      -5.8	       2.4	       2.8	       0.2	      10.1	      -2.8	      -0.2	      10.1	       0.8	       5.6	      -7.6	      -0.8	      -5.6	      -7.6	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   423	4.230	      -9.2	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -4.8	       0.9	      -4.5	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.4	      -2.3	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   424	4.240	      -9.1	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -4.8	       0.9	      -4.5	       0.4	       3.0	      -2.5	       2.3	       5.8	       2.4	      -2.3	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   425	4.250	      -9.2	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -4.8	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.5	       4.0	
   426	4.260	      -9.2	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -4.9	       0.9	      -4.5	       0.6	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.5	       4.0	
   427	4.270	      -9.2	       1.8	      -0.8	      -1.7	     -10.1	      -3.2	      -4.9	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   428	4.280	      -9.2	       1.8	      -0.8	      -1.7	     -10.1	      -3.2	      -4.8	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   429	4.290	      -9.1	       1.8	      -0.8	      -1.7	     -10.1	      -3.3	      -4.8	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.8	       5.6	      -7.5	      -0.8	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.3	       2.2	       1.0	      -8.4	       4.0	
   430	4.300	      -9.1	       1.8	      -0.8	      -1.7	     -10.1	      -3.3	      -4.8	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.3	       2.2	       1.0	      -8.4	       4.0	
   431	4.310	      -9.2	       1.8	      -0.8	      -1.7	     -10.1	      -3.3	      -4.8	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.3	       2.2	       1.0	      -8.4	       4.0	
   432	4.320	      -9.2	       1.8	      -0.8	      -1.7	     -10.0	      -3.3	      -4.8	       0.9	      -4.5	       0.4	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.3	       4.0	
   433	4.330	      -9.2	       1.8	      -0.8	      -1.7	     -10.0	      -3.3	      -4.8	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   434	4.340	      -9.2	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.5	       0.5	       3.0	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	       9.9	      -2.8	      -0.2	       9.9	       0.9	       5.6	      -7.4	      -0.9	      -5.6	      -7.4	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   435	4.350	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   436	4.360	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       3.0	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   437	4.370	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       3.0	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.4	      -0.9	      -5.6	      -7.4	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   438	4.380	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.4	       3.0	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.2	      10.0	      -2.8	      -0.2	      10.0	       0.9	       5.6	      -7.4	      -0.9	      -5.6	      -7.4	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.3	       4.0	
   439	4.390	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       3.0	      -2.5	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       3.9	
   440	4.400	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       3.0	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   441	4.410	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       3.0	      -2.4	       2.2	       5.8	       2.5	      -2.2	      -5.8	       2.5	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.3	       4.0	
   442	4.420	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.4	       3.0	      -2.4	       2.2	       5.8	       2.5	      -2.2	      -5.8	       2.5	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.6	      -7.5	      -0.9	      -5.6	      -7.5	     -24.7	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       3.9	
   443	4.430	      -9.3	       1.8	      -0.9	      -1.6	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.2	       5.8	       2.5	      -2.2	      -5.8	       2.5	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.8	       5.7	      -7.5	      -0.8	      -5.7	      -7.5	     -24.7	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       3.9	
   444	4.440	      -9.3	       1.8	      -0.8	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.4	       3.0	      -2.5	       2.2	       5.8	       2.5	      -2.2	      -5.8	       2.5	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.8	       5.7	      -7.5	      -0.8	      -5.7	      -7.5	     -24.7	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       3.9	
   445	4.450	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.2	      -4.8	       0.8	      -4.4	       0.5	       3.0	      -2.4	       2.2	       5.8	       2.5	      -2.2	      -5.8	       2.5	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.7	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   446	4.460	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.2	      -4.8	       0.8	      -4.4	       0.5	       3.0	      -2.4	       2.2	       5.8	       2.5	      -2.2	      -5.8	       2.5	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.7	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   447	4.470	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   448	4.480	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.4	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.3	       4.0	
   449	4.490	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   450	4.500	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.2	      -4.8	       0.9	      -4.4	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   451	4.510	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -4.8	       0.9	      -4.4	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.7	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   452	4.520	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -4.8	       0.8	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.1	      10.0	      -2.8	      -0.1	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   453	4.530	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -4.8	       0.8	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.0	      10.0	      -2.8	      -0.0	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   454	4.540	      -9.3	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -4.8	       0.9	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.0	      10.0	      -2.8	      -0.0	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.7	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   455	4.550	      -9.3	       1.8	      -0.9	      -1.7	      -9.9	      -3.3	      -4.8	       0.8	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.0	      10.0	      -2.8	      -0.0	      10.0	       0.9	       5.7	      -7.5	      -0.9	      -5.7	      -7.5	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   456	4.560	      -9.2	       1.8	      -0.9	      -1.7	      -9.9	      -3.3	      -4.8	       0.8	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.3	      -2.2	      -5.8	       2.3	       2.8	       0.0	      10.0	      -2.8	      -0.0	      10.0	       0.9	       5.7	      -7.6	      -0.9	      -5.7	      -7.6	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   457	4.570	      -9.2	       1.8	      -0.9	      -1.7	      -9.9	      -3.3	      -4.8	       0.8	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.4	      -2.2	      -5.8	       2.4	       2.8	       0.0	      10.0	      -2.8	      -0.0	      10.0	       0.9	       5.7	      -7.6	      -0.9	      -5.7	      -7.6	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   458	4.580	      -9.3	       1.8	      -0.9	      -1.7	      -9.9	      -3.3	      -4.8	       0.8	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.3	      -2.2	      -5.8	       2.3	       2.8	       0.0	      10.0	      -2.8	      -0.0	      10.0	       0.9	       5.7	      -7.6	      -0.9	      -5.7	      -7.6	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
   459	4.590	      -9.3	       1.8	      -0.9	      -1.7	      -9.9	      -3.3	      -4.8	       0.8	      -4.5	       0.5	       2.9	      -2.4	       2.2	       5.8	       2.3	      -2.2	      -5.8	       2.3	       2.8	       0.0	      10.0	      -2.8	      -0.0	      10.0	       0.9	       5.7	      -7.6	      -0.9	      -5.7	      -7.6	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.2	       1.0	      -8.4	       4.0	
