BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   301	3.010	  0.475375	  0.982731	  0.643432	  0.668969	  0.959810	  0.790645	  0.572276	  0.873317	  0.832010	  0.563413	  0.694558	  0.939541	  0.552568	  0.479679	  0.815787	  0.535912	  0.412711	  0.816420	  0.516844	  0.310092	  0.867486	  0.509393	  0.073285	  0.821018	  0.614324	  0.015199	  0.875179	  0.689576	  0.988492	  0.508850	  0.573467	  0.915511	  0.456099	  0.564659	  0.707257	  0.339473	  0.551007	  0.484190	  0.447354	  0.549591	  0.425963	  0.446072	  0.532581	  0.315687	  0.391803	  0.515317	  0.072374	  0.441022	  0.631327	  0.024833	  0.408631	  0.452524	  0.018031	  0.754421	  0.450835	  0.022610	  0.490221	  0.584853	  1.474904	  0.815878	  0.519624	  1.488072	  0.640087	  0.599936	  1.476286	  0.477508	
   302	3.020	  0.475443	  0.982735	  0.643443	  0.669009	  0.959819	  0.790684	  0.572330	  0.873334	  0.832017	  0.563465	  0.694589	  0.939555	  0.552651	  0.479658	  0.815807	  0.535938	  0.412721	  0.816415	  0.516890	  0.310103	  0.867493	  0.509382	  0.073305	  0.820998	  0.614321	  0.015211	  0.875181	  0.689591	  0.988486	  0.508839	  0.573478	  0.915507	  0.456093	  0.564732	  0.707265	  0.339478	  0.551049	  0.484199	  0.447351	  0.549611	  0.425978	  0.446071	  0.532563	  0.315698	  0.391786	  0.515299	  0.072383	  0.441021	  0.631331	  0.024835	  0.408614	  0.452559	  0.018048	  0.754402	  0.450844	  0.022619	  0.490221	  0.584877	  1.474936	  0.815847	  0.519717	  1.488085	  0.640079	  0.599993	  1.476277	  0.477474	
   303	3.030	  0.475539	  0.982743	  0.643430	  0.668918	  0.959808	  0.790719	  0.572358	  0.873334	  0.832030	  0.563497	  0.694642	  0.939568	  0.552744	  0.479664	  0.815845	  0.536014	  0.412718	  0.816410	  0.516914	  0.310117	  0.867492	  0.509364	  0.073310	  0.820993	  0.614270	  0.015227	  0.875164	  0.689637	  0.988476	  0.508864	  0.573510	  0.915528	  0.456115	  0.564757	  0.707260	  0.339486	  0.551058	  0.484227	  0.447369	  0.549589	  0.426011	  0.446066	  0.532557	  0.315715	  0.391799	  0.515295	  0.072419	  0.441031	  0.631362	  0.024838	  0.408612	  0.452588	  0.018043	  0.754394	  0.450779	  0.022642	  0.490189	  0.584921	  1.474959	  0.815819	  0.519774	  1.488090	  0.640054	  0.600041	  1.476256	  0.477434	
   304	3.040	  0.475608	  0.982739	  0.643434	  0.668963	  0.959811	  0.790730	  0.572371	  0.873361	  0.832037	  0.563532	  0.694670	  0.939595	  0.552804	  0.479662	  0.815866	  0.536017	  0.412731	  0.816427	  0.516948	  0.310131	  0.867476	  0.509344	  0.073304	  0.821002	  0.614282	  0.015236	  0.875142	  0.689705	  0.988477	  0.508899	  0.573590	  0.915531	  0.456117	  0.564751	  0.707253	  0.339486	  0.551079	  0.484221	  0.447363	  0.549598	  0.426023	  0.446067	  0.532582	  0.315718	  0.391815	  0.515337	  0.072434	  0.441008	  0.631396	  0.024864	  0.408590	  0.452607	  0.018051	  0.754380	  0.450824	  0.022641	  0.490190	  0.584963	  1.474980	  0.815793	  0.519784	  1.488097	  0.640025	  0.600090	  1.476257	  0.477408	
   305	3.050	  0.475637	  0.982735	  0.643473	  0.669038	  0.959827	  0.790717	  0.572374	  0.873381	  0.832032	  0.563606	  0.694680	  0.939614	  0.552795	  0.479668	  0.815861	  0.536028	  0.412740	  0.816431	  0.516953	  0.310145	  0.867465	  0.509314	  0.073329	  0.820993	  0.614284	  0.015232	  0.875150	  0.689787	  0.988482	  0.508922	  0.573622	  0.915507	  0.456115	  0.564714	  0.707268	  0.339485	  0.551117	  0.484211	  0.447375	  0.549613	  0.426017	  0.446086	  0.532600	  0.315708	  0.391796	  0.515298	  0.072447	  0.440991	  0.631441	  0.024892	  0.408603	  0.452634	  0.018083	  0.754362	  0.450831	  0.022631	  0.490208	  0.584998	  1.475009	  0.815766	  0.519749	  1.488110	  0.639991	  0.600131	  1.476265	  0.477395	
   306	3.060	  0.475637	  0.982745	  0.643492	  0.669034	  0.959831	  0.790729	  0.572445	  0.873390	  0.832024	  0.563660	  0.694678	  0.939622	  0.552813	  0.479692	  0.815875	  0.536018	  0.412748	  0.816408	  0.516944	  0.310138	  0.867484	  0.509320	  0.073363	  0.820985	  0.614297	  0.015254	  0.875153	  0.689731	  0.988503	  0.508914	  0.573650	  0.915488	  0.456131	  0.564699	  0.707289	  0.339487	  0.551136	  0.484233	  0.447375	  0.549688	  0.426020	  0.446103	  0.532638	  0.315713	  0.391807	  0.515263	  0.072458	  0.440999	  0.631500	  0.024928	  0.408623	  0.452604	  0.018096	  0.754371	  0.450838	  0.022600	  0.490217	  0.585007	  1.475036	  0.815726	  0.519737	  1.488127	  0.639983	  0.600097	  1.476276	  0.477398	
   307	3.070	  0.475676	  0.982758	  0.643515	  0.669080	  0.959866	  0.790728	  0.572458	  0.873386	  0.832021	  0.563728	  0.694667	  0.939616	  0.552851	  0.479725	  0.815905	  0.536086	  0.412759	  0.816411	  0.516926	  0.310155	  0.867478	  0.509312	  0.073376	  0.820967	  0.614254	  0.015270	  0.875146	  0.689665	  0.988516	  0.508902	  0.573603	  0.915504	  0.456137	  0.564639	  0.707311	  0.339492	  0.551084	  0.484243	  0.447377	  0.549672	  0.426057	  0.446096	  0.532611	  0.315730	  0.391796	  0.515249	  0.072471	  0.441010	  0.631466	  0.024945	  0.408628	  0.452605	  0.018087	  0.754372	  0.450804	  0.022622	  0.490219	  0.585058	  1.475053	  0.815711	  0.519887	  1.488160	  0.639981	  0.600142	  1.476279	  0.477371	
   308	3.080	  0.475671	  0.982760	  0.643525	  0.669094	  0.959873	  0.790698	  0.572444	  0.873408	  0.832031	  0.563830	  0.694649	  0.939616	  0.552836	  0.479742	  0.815905	  0.536108	  0.412770	  0.816418	  0.516940	  0.310168	  0.867478	  0.509283	  0.073391	  0.820958	  0.614257	  0.015273	  0.875139	  0.689676	  0.988531	  0.508900	  0.573550	  0.915529	  0.456116	  0.564638	  0.707311	  0.339503	  0.551092	  0.484240	  0.447376	  0.549650	  0.426071	  0.446088	  0.532573	  0.315731	  0.391791	  0.515285	  0.072481	  0.441005	  0.631415	  0.024950	  0.408588	  0.452567	  0.018081	  0.754359	  0.450776	  0.022634	  0.490221	  0.585143	  1.475077	  0.815691	  0.519922	  1.488194	  0.639953	  0.600218	  1.476269	  0.477336	
   309	3.090	  0.475694	  0.982749	  0.643550	  0.669260	  0.959917	  0.790710	  0.572524	  0.873406	  0.832020	  0.563905	  0.694650	  0.939615	  0.552836	  0.479752	  0.815898	  0.536085	  0.412795	  0.816422	  0.516965	  0.310181	  0.867484	  0.509253	  0.073397	  0.820941	  0.614289	  0.015279	  0.875141	  0.689602	  0.988522	  0.508872	  0.573522	  0.915536	  0.456137	  0.564674	  0.707318	  0.339534	  0.551074	  0.484248	  0.447367	  0.549650	  0.426080	  0.446081	  0.532553	  0.315747	  0.391803	  0.515229	  0.072496	  0.441005	  0.631433	  0.024967	  0.408588	  0.452579	  0.018077	  0.754345	  0.450838	  0.022597	  0.490205	  0.585229	  1.475089	  0.815671	  0.519897	  1.488203	  0.639943	  0.600249	  1.476263	  0.477301	
   310	3.100	  0.475755	  0.982743	  0.643576	  0.669317	  0.959945	  0.790684	  0.572607	  0.873398	  0.832030	  0.563943	  0.694685	  0.939620	  0.552850	  0.479756	  0.815916	  0.536083	  0.412798	  0.816449	  0.516990	  0.310170	  0.867495	  0.509246	  0.073403	  0.820952	  0.614245	  0.015289	  0.875156	  0.689570	  0.988540	  0.508848	  0.573528	  0.915556	  0.456173	  0.564580	  0.707346	  0.339518	  0.551060	  0.484259	  0.447383	  0.549601	  0.426092	  0.446070	  0.532518	  0.315756	  0.391816	  0.515168	  0.072500	  0.441013	  0.631434	  0.024944	  0.408591	  0.452628	  0.018071	  0.754345	  0.450860	  0.022572	  0.490200	  0.585224	  1.475127	  0.815666	  0.519953	  1.488193	  0.639939	  0.600223	  1.476261	  0.477286	
   311	3.110	  0.475822	  0.982708	  0.643587	  0.669377	  0.959953	  0.790706	  0.572585	  0.873387	  0.832039	  0.563960	  0.694699	  0.939606	  0.552855	  0.479765	  0.815918	  0.536132	  0.412796	  0.816480	  0.516957	  0.310186	  0.867507	  0.509191	  0.073425	  0.820952	  0.614222	  0.015299	  0.875173	  0.689573	  0.988570	  0.508837	  0.573492	  0.915559	  0.456179	  0.564550	  0.707356	  0.339507	  0.551055	  0.484276	  0.447377	  0.549514	  0.426102	  0.446077	  0.532473	  0.315773	  0.391816	  0.515139	  0.072520	  0.441002	  0.631450	  0.024953	  0.408595	  0.452628	  0.018076	  0.754362	  0.450821	  0.022594	  0.490196	  0.585258	  1.475140	  0.815666	  0.519981	  1.488168	  0.639938	  0.600267	  1.476269	  0.477292	
   312	3.120	  0.475908	  0.982695	  0.643625	  0.669455	  0.959965	  0.790701	  0.572572	  0.873394	  0.832050	  0.563991	  0.694713	  0.939619	  0.552875	  0.479787	  0.815934	  0.536120	  0.412815	  0.816501	  0.516969	  0.310210	  0.867512	  0.509155	  0.073430	  0.820946	  0.614157	  0.015320	  0.875154	  0.689571	  0.988579	  0.508820	  0.573448	  0.915569	  0.456175	  0.564513	  0.707370	  0.339495	  0.551036	  0.484281	  0.447379	  0.549496	  0.426091	  0.446085	  0.532433	  0.315795	  0.391797	  0.515193	  0.072537	  0.440999	  0.631420	  0.024985	  0.408595	  0.452624	  0.018060	  0.754375	  0.450774	  0.022611	  0.490201	  0.585404	  1.475131	  0.815657	  0.520032	  1.488140	  0.639947	  0.600293	  1.476260	  0.477286	
   313	3.130	  0.475955	  0.982686	  0.643649	  0.669462	  0.959967	  0.790670	  0.572625	  0.873401	  0.832069	  0.564023	  0.694717	  0.939632	  0.552885	  0.479807	  0.815943	  0.536176	  0.412805	  0.816528	  0.516973	  0.310209	  0.867528	  0.509137	  0.073425	  0.820953	  0.614135	  0.015318	  0.875142	  0.689538	  0.988566	  0.508783	  0.573461	  0.915569	  0.456184	  0.564441	  0.707376	  0.339509	  0.550988	  0.484282	  0.447381	  0.549516	  0.426088	  0.446097	  0.532431	  0.315797	  0.391801	  0.515152	  0.072557	  0.440996	  0.631399	  0.024989	  0.408571	  0.452610	  0.018059	  0.754381	  0.450770	  0.022587	  0.490233	  0.585464	  1.475143	  0.815646	  0.520047	  1.488182	  0.639939	  0.600290	  1.476251	  0.477282	
   314	3.140	  0.476007	  0.982658	  0.643669	  0.669432	  0.959970	  0.790653	  0.572685	  0.873419	  0.832076	  0.564027	  0.694716	  0.939610	  0.552945	  0.479798	  0.815944	  0.536180	  0.412787	  0.816533	  0.516984	  0.310212	  0.867554	  0.509115	  0.073425	  0.820952	  0.614129	  0.015328	  0.875132	  0.689547	  0.988571	  0.508765	  0.573477	  0.915569	  0.456190	  0.564388	  0.707376	  0.339515	  0.550913	  0.484300	  0.447372	  0.549483	  0.426083	  0.446097	  0.532452	  0.315789	  0.391805	  0.515084	  0.072538	  0.441022	  0.631382	  0.024990	  0.408560	  0.452652	  0.018042	  0.754377	  0.450737	  0.022580	  0.490250	  0.585481	  1.475163	  0.815640	  0.519987	  1.488164	  0.639943	  0.600288	  1.476271	  0.477284	
   315	3.150	  0.476029	  0.982664	  0.643665	  0.669448	  0.959987	  0.790645	  0.572673	  0.873428	  0.832072	  0.564085	  0.694718	  0.939626	  0.552903	  0.479797	  0.815949	  0.536263	  0.412782	  0.816529	  0.516990	  0.310214	  0.867579	  0.509074	  0.073456	  0.820973	  0.614079	  0.015329	  0.875135	  0.689430	  0.988579	  0.508741	  0.573433	  0.915556	  0.456171	  0.564382	  0.707371	  0.339519	  0.550886	  0.484291	  0.447365	  0.549465	  0.426098	  0.446094	  0.532387	  0.315787	  0.391809	  0.515048	  0.072542	  0.441041	  0.631362	  0.025008	  0.408567	  0.452632	  0.018037	  0.754393	  0.450740	  0.022585	  0.490244	  0.585563	  1.475152	  0.815650	  0.520079	  1.488142	  0.639968	  0.600316	  1.476277	  0.477276	
   316	3.160	  0.476009	  0.982667	  0.643681	  0.669453	  0.960002	  0.790612	  0.572649	  0.873443	  0.832061	  0.564153	  0.694726	  0.939643	  0.552950	  0.479802	  0.815944	  0.536308	  0.412781	  0.816532	  0.517016	  0.310198	  0.867593	  0.509062	  0.073458	  0.820978	  0.614053	  0.015314	  0.875148	  0.689298	  0.988591	  0.508685	  0.573394	  0.915539	  0.456160	  0.564339	  0.707364	  0.339524	  0.550876	  0.484297	  0.447369	  0.549453	  0.426114	  0.446103	  0.532306	  0.315817	  0.391820	  0.515005	  0.072540	  0.441047	  0.631280	  0.024993	  0.408558	  0.452628	  0.018026	  0.754400	  0.450791	  0.022554	  0.490239	  0.585691	  1.475137	  0.815671	  0.520221	  1.488125	  0.639982	  0.600341	  1.476277	  0.477273	
   317	3.170	  0.476026	  0.982651	  0.643702	  0.669522	  0.960014	  0.790594	  0.572661	  0.873440	  0.832047	  0.564175	  0.694744	  0.939661	  0.553043	  0.479786	  0.815944	  0.536299	  0.412756	  0.816535	  0.517058	  0.310184	  0.867603	  0.509000	  0.073440	  0.820996	  0.614047	  0.015333	  0.875147	  0.689371	  0.988593	  0.508685	  0.573401	  0.915541	  0.456150	  0.564276	  0.707355	  0.339526	  0.550904	  0.484291	  0.447374	  0.549420	  0.426106	  0.446092	  0.532334	  0.315804	  0.391813	  0.515022	  0.072526	  0.441036	  0.631230	  0.024979	  0.408580	  0.452721	  0.018006	  0.754410	  0.450845	  0.022511	  0.490243	  0.585791	  1.475132	  0.815692	  0.520260	  1.488143	  0.639992	  0.600354	  1.476281	  0.477265	
   318	3.180	  0.476045	  0.982631	  0.643727	  0.669559	  0.959998	  0.790606	  0.572748	  0.873431	  0.832060	  0.564228	  0.694736	  0.939656	  0.553045	  0.479789	  0.815926	  0.536359	  0.412750	  0.816553	  0.517108	  0.310182	  0.867607	  0.508965	  0.073423	  0.821005	  0.614063	  0.015324	  0.875152	  0.689437	  0.988593	  0.508688	  0.573318	  0.915564	  0.456159	  0.564242	  0.707368	  0.339519	  0.550900	  0.484280	  0.447395	  0.549431	  0.426102	  0.446085	  0.532320	  0.315806	  0.391802	  0.515048	  0.072524	  0.441025	  0.631238	  0.024960	  0.408578	  0.452679	  0.018001	  0.754422	  0.450852	  0.022501	  0.490256	  0.585826	  1.475113	  0.815696	  0.520289	  1.488161	  0.640003	  0.600369	  1.476275	  0.477267	
   319	3.190	  0.476074	  0.982618	  0.643761	  0.669619	  0.959996	  0.790563	  0.572789	  0.873399	  0.832040	  0.564276	  0.694731	  0.939657	  0.553020	  0.479796	  0.815914	  0.536345	  0.412744	  0.816550	  0.517125	  0.310177	  0.867608	  0.508950	  0.073414	  0.821013	  0.614078	  0.015298	  0.875157	  0.689378	  0.988565	  0.508660	  0.573313	  0.915530	  0.456158	  0.564240	  0.707363	  0.339512	  0.550865	  0.484269	  0.447386	  0.549458	  0.426085	  0.446092	  0.532340	  0.315795	  0.391806	  0.515025	  0.072508	  0.441027	  0.631231	  0.024946	  0.408558	  0.452640	  0.017995	  0.754419	  0.450778	  0.022530	  0.490262	  0.585848	  1.475103	  0.815706	  0.520315	  1.488162	  0.640016	  0.600400	  1.476277	  0.477289	
   320	3.200	  0.476128	  0.982602	  0.643795	  0.669644	  0.959978	  0.790546	  0.572824	  0.873370	  0.832052	  0.564315	  0.694712	  0.939660	  0.553018	  0.479780	  0.815915	  0.536394	  0.412738	  0.816561	  0.517117	  0.310165	  0.867606	  0.508954	  0.073403	  0.821019	  0.614039	  0.015287	  0.875148	  0.689289	  0.988571	  0.508646	  0.573254	  0.915530	  0.456171	  0.564243	  0.707349	  0.339520	  0.550865	  0.484253	  0.447386	  0.549434	  0.426081	  0.446107	  0.532374	  0.315771	  0.391819	  0.515003	  0.072493	  0.441023	  0.631161	  0.024949	  0.408571	  0.452604	  0.017999	  0.754410	  0.450785	  0.022529	  0.490267	  0.585954	  1.475104	  0.815709	  0.520381	  1.488149	  0.640042	  0.600394	  1.476279	  0.477303	
   321	3.210	  0.476125	  0.982599	  0.643799	  0.669675	  0.959952	  0.790516	  0.572925	  0.873356	  0.832075	  0.564391	  0.694669	  0.939679	  0.553051	  0.479770	  0.815928	  0.536420	  0.412726	  0.816583	  0.517112	  0.310150	  0.867615	  0.508952	  0.073374	  0.821029	  0.613994	  0.015295	  0.875151	  0.689239	  0.988579	  0.508599	  0.573215	  0.915540	  0.456167	  0.564244	  0.707335	  0.339535	  0.550811	  0.484233	  0.447391	  0.549417	  0.426064	  0.446101	  0.532330	  0.315754	  0.391825	  0.515021	  0.072484	  0.441043	  0.631189	  0.024937	  0.408588	  0.452593	  0.017988	  0.754432	  0.450811	  0.022516	  0.490261	  0.586005	  1.475079	  0.815719	  0.520446	  1.488133	  0.640061	  0.600430	  1.476269	  0.477299	
   322	3.220	  0.476141	  0.982581	  0.643803	  0.669654	  0.959935	  0.790484	  0.573055	  0.873325	  0.832070	  0.564423	  0.694642	  0.939663	  0.553071	  0.479752	  0.815910	  0.536404	  0.412724	  0.816592	  0.517154	  0.310143	  0.867632	  0.508979	  0.073368	  0.821036	  0.613980	  0.015277	  0.875163	  0.689182	  0.988547	  0.508544	  0.573232	  0.915529	  0.456156	  0.564222	  0.707333	  0.339522	  0.550855	  0.484235	  0.447371	  0.549405	  0.426036	  0.446094	  0.532304	  0.315737	  0.391828	  0.515035	  0.072483	  0.441049	  0.631249	  0.024913	  0.408569	  0.452550	  0.018001	  0.754422	  0.450793	  0.022489	  0.490263	  0.586064	  1.475064	  0.815727	  0.520477	  1.488149	  0.640085	  0.600454	  1.476278	  0.477315	
   323	3.230	  0.476186	  0.982565	  0.643818	  0.669690	  0.959923	  0.790471	  0.573087	  0.873317	  0.832059	  0.564406	  0.694630	  0.939634	  0.553105	  0.479758	  0.815904	  0.536397	  0.412707	  0.816594	  0.517171	  0.310136	  0.867634	  0.509019	  0.073377	  0.821012	  0.614004	  0.015261	  0.875183	  0.689159	  0.988531	  0.508526	  0.573255	  0.915511	  0.456148	  0.564208	  0.707331	  0.339511	  0.550850	  0.484228	  0.447365	  0.549386	  0.426046	  0.446081	  0.532314	  0.315713	  0.391814	  0.515011	  0.072474	  0.441043	  0.631245	  0.024899	  0.408554	  0.452553	  0.018018	  0.754414	  0.450812	  0.022469	  0.490276	  0.586164	  1.475031	  0.815748	  0.520461	  1.488165	  0.640119	  0.600470	  1.476275	  0.477317	
   324	3.240	  0.476136	  0.982590	  0.643827	  0.669775	  0.959877	  0.790456	  0.573072	  0.873324	  0.832039	  0.564447	  0.694610	  0.939608	  0.553093	  0.479746	  0.815904	  0.536391	  0.412700	  0.816587	  0.517163	  0.310134	  0.867625	  0.509020	  0.073358	  0.821015	  0.614048	  0.015254	  0.875195	  0.689226	  0.988528	  0.508539	  0.573263	  0.915509	  0.456135	  0.564173	  0.707320	  0.339496	  0.550861	  0.484215	  0.447346	  0.549404	  0.426027	  0.446076	  0.532297	  0.315734	  0.391817	  0.515032	  0.072443	  0.441044	  0.631267	  0.024899	  0.408567	  0.452536	  0.018034	  0.754453	  0.450780	  0.022480	  0.490281	  0.586306	  1.474997	  0.815800	  0.520495	  1.488159	  0.640133	  0.600493	  1.476300	  0.477320	
   325	3.250	  0.476113	  0.982615	  0.643809	  0.669748	  0.959828	  0.790429	  0.573020	  0.873333	  0.832004	  0.564531	  0.694619	  0.939602	  0.553083	  0.479739	  0.815893	  0.536412	  0.412686	  0.816571	  0.517175	  0.310134	  0.867623	  0.509058	  0.073323	  0.821040	  0.614040	  0.015232	  0.875177	  0.689264	  0.988515	  0.508527	  0.573248	  0.915529	  0.456149	  0.564137	  0.707310	  0.339484	  0.550899	  0.484219	  0.447351	  0.549437	  0.426003	  0.446070	  0.532326	  0.315729	  0.391836	  0.515080	  0.072407	  0.441051	  0.631260	  0.024891	  0.408589	  0.452482	  0.018049	  0.754482	  0.450800	  0.022484	  0.490282	  0.586375	  1.474977	  0.815817	  0.520539	  1.488153	  0.640157	  0.600484	  1.476301	  0.477338	
   326	3.260	  0.476209	  0.982602	  0.643799	  0.669913	  0.959832	  0.790426	  0.573094	  0.873328	  0.832031	  0.564534	  0.694640	  0.939608	  0.553128	  0.479726	  0.815853	  0.536458	  0.412673	  0.816581	  0.517212	  0.310120	  0.867618	  0.509126	  0.073311	  0.821040	  0.614080	  0.015222	  0.875176	  0.689199	  0.988499	  0.508501	  0.573221	  0.915537	  0.456149	  0.564169	  0.707302	  0.339475	  0.550918	  0.484210	  0.447363	  0.549456	  0.426000	  0.446086	  0.532374	  0.315713	  0.391819	  0.515074	  0.072413	  0.441056	  0.631200	  0.024858	  0.408590	  0.452451	  0.018041	  0.754498	  0.450796	  0.022503	  0.490285	  0.586370	  1.474937	  0.815839	  0.520599	  1.488149	  0.640204	  0.600545	  1.476315	  0.477368	
   327	3.270	  0.476264	  0.982606	  0.643807	  0.669928	  0.959822	  0.790412	  0.573223	  0.873280	  0.832032	  0.564582	  0.694656	  0.939611	  0.553123	  0.479720	  0.815833	  0.536550	  0.412677	  0.816593	  0.517219	  0.310112	  0.867598	  0.509131	  0.073285	  0.821050	  0.614087	  0.015221	  0.875200	  0.689227	  0.988479	  0.508476	  0.573227	  0.915541	  0.456134	  0.564212	  0.707293	  0.339447	  0.550906	  0.484185	  0.447359	  0.549443	  0.425999	  0.446085	  0.532369	  0.315703	  0.391809	  0.515089	  0.072405	  0.441063	  0.631199	  0.024839	  0.408572	  0.452528	  0.018002	  0.754482	  0.450759	  0.022515	  0.490296	  0.586439	  1.474912	  0.815876	  0.520669	  1.488179	  0.640229	  0.600600	  1.476340	  0.477384	
   328	3.280	  0.476256	  0.982637	  0.643803	  0.669818	  0.959757	  0.790384	  0.573308	  0.873277	  0.832017	  0.564579	  0.694634	  0.939588	  0.553204	  0.479722	  0.815825	  0.536599	  0.412679	  0.816581	  0.517231	  0.310101	  0.867595	  0.509139	  0.073286	  0.821053	  0.614118	  0.015201	  0.875195	  0.689318	  0.988491	  0.508474	  0.573206	  0.915531	  0.456111	  0.564202	  0.707289	  0.339456	  0.550877	  0.484183	  0.447343	  0.549480	  0.425984	  0.446068	  0.532337	  0.315686	  0.391799	  0.515066	  0.072409	  0.441054	  0.631219	  0.024832	  0.408595	  0.452497	  0.018054	  0.754468	  0.450765	  0.022517	  0.490286	  0.586500	  1.474898	  0.815883	  0.520729	  1.488233	  0.640285	  0.600593	  1.476344	  0.477403	
   329	3.290	  0.476216	  0.982684	  0.643784	  0.669798	  0.959726	  0.790367	  0.573328	  0.873286	  0.831972	  0.564600	  0.694619	  0.939587	  0.553252	  0.479709	  0.815807	  0.536601	  0.412661	  0.816565	  0.517255	  0.310098	  0.867596	  0.509209	  0.073290	  0.821062	  0.614131	  0.015198	  0.875180	  0.689361	  0.988492	  0.508449	  0.573181	  0.915540	  0.456080	  0.564224	  0.707293	  0.339447	  0.550887	  0.484182	  0.447318	  0.549520	  0.425974	  0.446064	  0.532355	  0.315677	  0.391787	  0.515076	  0.072404	  0.441063	  0.631287	  0.024806	  0.408610	  0.452551	  0.018023	  0.754457	  0.450811	  0.022501	  0.490271	  0.586543	  1.474860	  0.815886	  0.520718	  1.488268	  0.640292	  0.600611	  1.476346	  0.477414	
   330	3.300	  0.476232	  0.982698	  0.643771	  0.669845	  0.959728	  0.790323	  0.573360	  0.873291	  0.831937	  0.564681	  0.694614	  0.939583	  0.553222	  0.479705	  0.815798	  0.536589	  0.412666	  0.816555	  0.517250	  0.310099	  0.867603	  0.509250	  0.073290	  0.821051	  0.614171	  0.015197	  0.875185	  0.689393	  0.988453	  0.508453	  0.573239	  0.915552	  0.456066	  0.564188	  0.707293	  0.339415	  0.550914	  0.484186	  0.447309	  0.549528	  0.425976	  0.446061	  0.532390	  0.315673	  0.391778	  0.515080	  0.072397	  0.441065	  0.631262	  0.024804	  0.408578	  0.452554	  0.018008	  0.754453	  0.450827	  0.022507	  0.490279	  0.586590	  1.474837	  0.815906	  0.520821	  1.488236	  0.640290	  0.600621	  1.476365	  0.477423	
   331	3.310	  0.476281	  0.982708	  0.643755	  0.669894	  0.959700	  0.790313	  0.573378	  0.873274	  0.831949	  0.564707	  0.694612	  0.939568	  0.553236	  0.479693	  0.815782	  0.536570	  0.412678	  0.816537	  0.517252	  0.310100	  0.867606	  0.509287	  0.073283	  0.821045	  0.614209	  0.015195	  0.875179	  0.689417	  0.988443	  0.508451	  0.573315	  0.915529	  0.456031	  0.564188	  0.707287	  0.339409	  0.550977	  0.484194	  0.447306	  0.549589	  0.425973	  0.446040	  0.532441	  0.315676	  0.391785	  0.515127	  0.072392	  0.441040	  0.631286	  0.024799	  0.408590	  0.452592	  0.018014	  0.754455	  0.450807	  0.022552	  0.490290	  0.586691	  1.474800	  0.815939	  0.520825	  1.488223	  0.640314	  0.600666	  1.476369	  0.477450	
   332	3.320	  0.476328	  0.982727	  0.643746	  0.669834	  0.959649	  0.790298	  0.573408	  0.873265	  0.831930	  0.564754	  0.694617	  0.939562	  0.553255	  0.479693	  0.815775	  0.536610	  0.412661	  0.816536	  0.517299	  0.310094	  0.867587	  0.509382	  0.073288	  0.821043	  0.614208	  0.015202	  0.875166	  0.689455	  0.988446	  0.508444	  0.573353	  0.915536	  0.456001	  0.564217	  0.707287	  0.339407	  0.551010	  0.484187	  0.447280	  0.549605	  0.425979	  0.446021	  0.532461	  0.315673	  0.391769	  0.515224	  0.072384	  0.441044	  0.631319	  0.024780	  0.408590	  0.452574	  0.018041	  0.754439	  0.450801	  0.022559	  0.490284	  0.586692	  1.474788	  0.815961	  0.520838	  1.488255	  0.640357	  0.600691	  1.476384	  0.477472	
   333	3.330	  0.476294	  0.982760	  0.643730	  0.669816	  0.959605	  0.790286	  0.573527	  0.873261	  0.831932	  0.564721	  0.694619	  0.939556	  0.553258	  0.479704	  0.815775	  0.536603	  0.412658	  0.816541	  0.517323	  0.310099	  0.867585	  0.509384	  0.073294	  0.821037	  0.614259	  0.015185	  0.875192	  0.689428	  0.988439	  0.508431	  0.573382	  0.915548	  0.455989	  0.564247	  0.707303	  0.339373	  0.551018	  0.484194	  0.447275	  0.549667	  0.425980	  0.446023	  0.532495	  0.315659	  0.391721	  0.515232	  0.072377	  0.441041	  0.631341	  0.024781	  0.408605	  0.452589	  0.018032	  0.754438	  0.450845	  0.022532	  0.490267	  0.586720	  1.474790	  0.815968	  0.520946	  1.488286	  0.640388	  0.600679	  1.476404	  0.477483	
