BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	41
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	l asis 2.X	l asis 2.Y	l asis 2.Z	r asis 2.X	r asis 2.Y	r asis 2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     SHO.X	     SHO.Y	     SHO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	
   195	1.950	  0.469807	  0.981829	  0.644540	  0.663731	  0.961118	  0.791016	  0.568334	  0.873340	  0.832647	  0.561140	  0.694259	  0.939834	  0.550620	  0.479901	  0.815778	  0.533953	  0.412659	  0.816521	  0.515504	  0.309911	  0.867445	  0.509262	  0.073132	  0.821089	  0.614268	  0.015265	  0.875105	  0.682830	  0.989388	  0.508844	  0.567731	  0.915760	  0.457085	  0.560324	  0.707292	  0.340130	  0.548451	  0.484217	  0.447976	  0.547355	  0.425990	  0.446597	  0.530711	  0.315756	  0.392309	  0.515215	  0.072240	  0.441024	  0.631334	  0.024850	  0.408654	  0.452531	  0.017999	  0.754445	  0.450649	  0.022428	  0.490157	  0.572512	  1.474807	  0.816713	  0.507645	  1.487404	  0.641426	  0.587757	  1.476604	  0.478564	  0.673280	  0.975253	  0.649930	  0.682688	  0.989177	  0.510942	  0.663873	  0.961328	  0.788918	  0.518906	  0.071840	  0.777153	  0.623912	  0.013972	  0.831169	  0.550310	  0.482271	  0.760830	  0.537591	  0.316047	  0.767441	  0.673280	  0.975253	  0.649930	  0.580134	  1.475706	  0.647639	  0.586433	  0.861447	  0.734784	  0.569997	  0.688922	  0.746635	  0.592259	  0.881279	  0.539029	  0.547470	  0.483100	  0.502955	  0.571880	  0.700108	  0.522616	  0.520740	  0.071035	  0.485667	  0.536644	  0.316214	  0.495954	  0.636859	  0.023645	  0.453298	  0.528281	  0.016219	  0.788357	  0.532954	  0.022966	  0.473865	
   196	1.960	  0.469936	  0.981823	  0.644537	  0.663881	  0.961112	  0.791035	  0.568354	  0.873351	  0.832640	  0.561134	  0.694274	  0.939834	  0.550646	  0.479909	  0.815791	  0.533934	  0.412672	  0.816503	  0.515480	  0.309911	  0.867444	  0.509291	  0.073152	  0.821087	  0.614263	  0.015275	  0.875107	  0.682926	  0.989406	  0.508834	  0.567765	  0.915767	  0.457077	  0.560362	  0.707296	  0.340124	  0.548511	  0.484210	  0.447984	  0.547382	  0.425997	  0.446613	  0.530720	  0.315768	  0.392307	  0.515196	  0.072267	  0.441026	  0.631337	  0.024861	  0.408670	  0.452533	  0.018005	  0.754462	  0.450653	  0.022448	  0.490143	  0.572641	  1.474824	  0.816718	  0.507758	  1.487405	  0.641423	  0.587907	  1.476590	  0.478560	  0.673403	  0.975259	  0.649935	  0.682783	  0.989195	  0.510946	  0.664023	  0.961324	  0.788923	  0.518949	  0.071858	  0.777155	  0.623921	  0.013981	  0.831175	  0.550351	  0.482276	  0.760842	  0.537633	  0.316056	  0.767449	  0.673403	  0.975259	  0.649935	  0.580274	  1.475707	  0.647639	  0.586560	  0.861442	  0.734778	  0.570085	  0.688922	  0.746637	  0.592393	  0.881287	  0.539025	  0.547533	  0.483095	  0.502964	  0.571982	  0.700110	  0.522617	  0.520720	  0.071059	  0.485669	  0.536674	  0.316221	  0.495959	  0.636862	  0.023653	  0.453313	  0.528287	  0.016227	  0.788369	  0.532958	  0.022980	  0.473864	
   197	1.970	  0.470028	  0.981835	  0.644548	  0.663934	  0.961105	  0.791046	  0.568396	  0.873373	  0.832628	  0.561167	  0.694290	  0.939825	  0.550663	  0.479892	  0.815796	  0.534007	  0.412661	  0.816508	  0.515470	  0.309910	  0.867452	  0.509304	  0.073152	  0.821089	  0.614261	  0.015280	  0.875115	  0.682990	  0.989411	  0.508811	  0.567817	  0.915760	  0.457076	  0.560411	  0.707315	  0.340130	  0.548522	  0.484218	  0.447978	  0.547435	  0.425993	  0.446612	  0.530789	  0.315766	  0.392323	  0.515193	  0.072282	  0.441020	  0.631333	  0.024871	  0.408661	  0.452541	  0.018001	  0.754470	  0.450713	  0.022400	  0.490142	  0.572718	  1.474841	  0.816692	  0.507881	  1.487411	  0.641410	  0.588062	  1.476584	  0.478552	  0.673462	  0.975258	  0.649929	  0.682846	  0.989197	  0.510941	  0.664077	  0.961319	  0.788917	  0.519016	  0.071853	  0.777169	  0.623973	  0.013981	  0.831195	  0.550367	  0.482256	  0.760847	  0.537670	  0.316043	  0.767458	  0.673462	  0.975258	  0.649929	  0.580390	  1.475712	  0.647622	  0.586617	  0.861444	  0.734774	  0.570123	  0.688913	  0.746638	  0.592436	  0.881296	  0.539022	  0.547536	  0.483103	  0.502958	  0.572007	  0.700118	  0.522612	  0.520693	  0.071075	  0.485666	  0.536664	  0.316232	  0.495955	  0.636833	  0.023664	  0.453307	  0.528314	  0.016224	  0.788382	  0.532978	  0.022959	  0.473861	
   198	1.980	  0.469996	  0.981874	  0.644522	  0.663960	  0.961106	  0.791054	  0.568484	  0.873366	  0.832621	  0.561185	  0.694291	  0.939811	  0.550701	  0.479873	  0.815807	  0.534036	  0.412659	  0.816508	  0.515525	  0.309923	  0.867446	  0.509266	  0.073160	  0.821073	  0.614234	  0.015290	  0.875112	  0.683024	  0.989361	  0.508808	  0.567898	  0.915737	  0.457072	  0.560445	  0.707324	  0.340132	  0.548471	  0.484242	  0.447990	  0.547476	  0.425999	  0.446603	  0.530786	  0.315773	  0.392322	  0.515177	  0.072287	  0.441026	  0.631332	  0.024884	  0.408684	  0.452570	  0.018024	  0.754438	  0.450718	  0.022395	  0.490171	  0.572863	  1.474858	  0.816681	  0.508047	  1.487427	  0.641373	  0.588185	  1.476597	  0.478540	  0.673492	  0.975233	  0.649931	  0.682880	  0.989147	  0.510941	  0.664104	  0.961319	  0.788921	  0.518939	  0.071864	  0.777144	  0.623908	  0.013994	  0.831183	  0.550427	  0.482233	  0.760858	  0.537674	  0.316034	  0.767454	  0.673492	  0.975233	  0.649931	  0.580524	  1.475728	  0.647610	  0.586601	  0.861460	  0.734785	  0.570142	  0.688912	  0.746648	  0.592451	  0.881277	  0.539030	  0.547477	  0.483129	  0.502970	  0.571988	  0.700120	  0.522622	  0.520699	  0.071079	  0.485670	  0.536632	  0.316249	  0.495963	  0.636854	  0.023676	  0.453327	  0.528302	  0.016242	  0.788359	  0.532990	  0.022961	  0.473886	
   199	1.990	  0.469984	  0.981902	  0.644504	  0.664099	  0.961122	  0.791079	  0.568568	  0.873371	  0.832624	  0.561217	  0.694293	  0.939816	  0.550701	  0.479883	  0.815796	  0.534029	  0.412671	  0.816508	  0.515558	  0.309946	  0.867445	  0.509264	  0.073167	  0.821078	  0.614228	  0.015305	  0.875094	  0.683034	  0.989333	  0.508807	  0.567981	  0.915752	  0.457079	  0.560468	  0.707323	  0.340142	  0.548523	  0.484245	  0.447983	  0.547566	  0.426003	  0.446598	  0.530826	  0.315775	  0.392318	  0.515141	  0.072300	  0.441025	  0.631284	  0.024904	  0.408682	  0.452545	  0.018054	  0.754420	  0.450731	  0.022408	  0.490158	  0.572973	  1.474885	  0.816674	  0.508200	  1.487423	  0.641352	  0.588259	  1.476592	  0.478523	  0.673567	  0.975227	  0.649943	  0.682890	  0.989119	  0.510946	  0.664243	  0.961335	  0.788939	  0.518907	  0.071872	  0.777143	  0.623871	  0.014010	  0.831159	  0.550434	  0.482245	  0.760847	  0.537666	  0.316044	  0.767447	  0.673567	  0.975227	  0.649943	  0.580616	  1.475739	  0.647598	  0.586647	  0.861482	  0.734805	  0.570170	  0.688930	  0.746654	  0.592526	  0.881265	  0.539047	  0.547551	  0.483130	  0.502963	  0.572062	  0.700114	  0.522628	  0.520671	  0.071090	  0.485668	  0.536665	  0.316254	  0.495958	  0.636813	  0.023694	  0.453324	  0.528271	  0.016266	  0.788339	  0.532979	  0.022977	  0.473877	
   200	2.000	  0.470056	  0.981920	  0.644499	  0.664155	  0.961116	  0.791087	  0.568590	  0.873387	  0.832636	  0.561253	  0.694309	  0.939831	  0.550741	  0.479907	  0.815803	  0.534061	  0.412667	  0.816517	  0.515530	  0.309962	  0.867455	  0.509279	  0.073204	  0.821079	  0.614219	  0.015323	  0.875089	  0.683162	  0.989363	  0.508823	  0.568099	  0.915751	  0.457084	  0.560533	  0.707327	  0.340153	  0.548562	  0.484246	  0.447969	  0.547609	  0.426012	  0.446600	  0.530865	  0.315788	  0.392309	  0.515133	  0.072309	  0.441037	  0.631289	  0.024915	  0.408633	  0.452496	  0.018052	  0.754428	  0.450701	  0.022440	  0.490123	  0.573049	  1.474903	  0.816649	  0.508316	  1.487420	  0.641355	  0.588402	  1.476587	  0.478501	  0.673659	  0.975240	  0.649955	  0.683018	  0.989149	  0.510962	  0.664299	  0.961330	  0.788947	  0.518967	  0.071906	  0.777154	  0.623908	  0.014025	  0.831163	  0.550472	  0.482270	  0.760854	  0.537712	  0.316073	  0.767456	  0.673659	  0.975240	  0.649955	  0.580726	  1.475745	  0.647575	  0.586730	  0.861485	  0.734794	  0.570232	  0.688942	  0.746652	  0.592625	  0.881294	  0.539039	  0.547596	  0.483129	  0.502949	  0.572137	  0.700129	  0.522618	  0.520651	  0.071101	  0.485681	  0.536683	  0.316257	  0.495955	  0.636807	  0.023706	  0.453277	  0.528260	  0.016272	  0.788345	  0.532959	  0.022999	  0.473837	
   201	2.010	  0.470126	  0.981922	  0.644506	  0.664151	  0.961131	  0.791110	  0.568577	  0.873407	  0.832643	  0.561267	  0.694322	  0.939841	  0.550771	  0.479915	  0.815812	  0.534065	  0.412684	  0.816533	  0.515519	  0.309950	  0.867455	  0.509245	  0.073234	  0.821072	  0.614209	  0.015336	  0.875082	  0.683338	  0.989378	  0.508865	  0.568166	  0.915776	  0.457091	  0.560607	  0.707340	  0.340151	  0.548533	  0.484266	  0.447983	  0.547627	  0.426030	  0.446604	  0.530892	  0.315811	  0.392302	  0.515156	  0.072313	  0.441030	  0.631297	  0.024940	  0.408624	  0.452580	  0.017998	  0.754421	  0.450709	  0.022431	  0.490114	  0.573192	  1.474924	  0.816633	  0.508364	  1.487432	  0.641341	  0.588567	  1.476577	  0.478475	  0.673744	  0.975254	  0.649988	  0.683192	  0.989164	  0.511001	  0.664296	  0.961345	  0.788974	  0.518935	  0.071939	  0.777147	  0.623900	  0.014040	  0.831157	  0.550498	  0.482277	  0.760863	  0.537715	  0.316090	  0.767458	  0.673744	  0.975254	  0.649988	  0.580879	  1.475750	  0.647554	  0.586812	  0.861493	  0.734814	  0.570289	  0.688950	  0.746666	  0.592731	  0.881306	  0.539061	  0.547542	  0.483151	  0.502963	  0.572170	  0.700145	  0.522636	  0.520668	  0.071103	  0.485675	  0.536658	  0.316271	  0.495961	  0.636808	  0.023731	  0.453269	  0.528303	  0.016248	  0.788338	  0.532965	  0.023006	  0.473829	
   202	2.020	  0.470226	  0.981901	  0.644518	  0.664514	  0.961209	  0.791173	  0.568610	  0.873417	  0.832653	  0.561334	  0.694347	  0.939852	  0.550750	  0.479933	  0.815796	  0.534054	  0.412687	  0.816532	  0.515460	  0.309976	  0.867466	  0.509225	  0.073240	  0.821075	  0.614191	  0.015342	  0.875080	  0.683435	  0.989387	  0.508863	  0.568217	  0.915787	  0.457098	  0.560659	  0.707349	  0.340178	  0.548543	  0.484256	  0.447994	  0.547610	  0.426053	  0.446622	  0.530852	  0.315821	  0.392292	  0.515164	  0.072322	  0.441031	  0.631370	  0.024953	  0.408639	  0.452577	  0.018003	  0.754415	  0.450728	  0.022423	  0.490144	  0.573277	  1.474971	  0.816614	  0.508600	  1.487411	  0.641292	  0.588658	  1.476590	  0.478447	  0.673974	  0.975298	  0.650018	  0.683290	  0.989171	  0.511019	  0.664658	  0.961424	  0.789017	  0.518953	  0.071941	  0.777158	  0.623918	  0.014043	  0.831163	  0.550449	  0.482301	  0.760847	  0.537693	  0.316105	  0.767453	  0.673974	  0.975298	  0.650018	  0.580967	  1.475781	  0.647531	  0.587074	  0.861535	  0.734875	  0.570410	  0.688983	  0.746692	  0.592999	  0.881287	  0.539115	  0.547541	  0.483142	  0.502973	  0.572316	  0.700131	  0.522671	  0.520698	  0.071109	  0.485673	  0.536669	  0.316269	  0.495967	  0.636903	  0.023740	  0.453281	  0.528310	  0.016253	  0.788338	  0.533018	  0.023005	  0.473851	
   203	2.030	  0.470282	  0.981915	  0.644513	  0.664744	  0.961228	  0.791199	  0.568624	  0.873434	  0.832666	  0.561362	  0.694383	  0.939850	  0.550742	  0.479939	  0.815795	  0.534014	  0.412685	  0.816532	  0.515489	  0.309986	  0.867453	  0.509193	  0.073250	  0.821063	  0.614177	  0.015361	  0.875066	  0.683520	  0.989375	  0.508874	  0.568277	  0.915756	  0.457094	  0.560672	  0.707357	  0.340173	  0.548538	  0.484267	  0.447998	  0.547574	  0.426059	  0.446621	  0.530844	  0.315831	  0.392284	  0.515112	  0.072367	  0.441038	  0.631374	  0.024963	  0.408653	  0.452549	  0.018042	  0.754412	  0.450736	  0.022444	  0.490146	  0.573357	  1.475013	  0.816606	  0.508796	  1.487413	  0.641248	  0.588733	  1.476586	  0.478436	  0.674132	  0.975302	  0.650037	  0.683377	  0.989160	  0.511031	  0.664888	  0.961443	  0.789042	  0.518867	  0.071956	  0.777135	  0.623852	  0.014068	  0.831137	  0.550431	  0.482309	  0.760847	  0.537648	  0.316116	  0.767444	  0.674132	  0.975302	  0.650037	  0.581045	  1.475800	  0.647521	  0.587220	  0.861552	  0.734900	  0.570481	  0.688996	  0.746706	  0.593164	  0.881280	  0.539138	  0.547545	  0.483154	  0.502978	  0.572407	  0.700132	  0.522685	  0.520617	  0.071157	  0.485684	  0.536639	  0.316295	  0.495974	  0.636879	  0.023753	  0.453299	  0.528265	  0.016286	  0.788324	  0.533011	  0.023023	  0.473860	
   204	2.040	  0.470267	  0.981953	  0.644521	  0.664753	  0.961232	  0.791196	  0.568669	  0.873440	  0.832664	  0.561378	  0.694389	  0.939866	  0.550716	  0.479964	  0.815796	  0.533985	  0.412716	  0.816532	  0.515500	  0.309987	  0.867462	  0.509174	  0.073272	  0.821050	  0.614120	  0.015382	  0.875080	  0.683541	  0.989365	  0.508858	  0.568327	  0.915775	  0.457107	  0.560754	  0.707349	  0.340180	  0.548550	  0.484287	  0.447990	  0.547509	  0.426081	  0.446605	  0.530860	  0.315842	  0.392306	  0.515076	  0.072402	  0.441032	  0.631283	  0.024992	  0.408642	  0.452618	  0.018001	  0.754386	  0.450711	  0.022462	  0.490163	  0.573540	  1.475033	  0.816610	  0.508876	  1.487441	  0.641188	  0.588843	  1.476572	  0.478398	  0.674147	  0.975299	  0.650027	  0.683397	  0.989150	  0.511021	  0.664897	  0.961448	  0.789033	  0.518814	  0.071983	  0.777114	  0.623759	  0.014092	  0.831143	  0.550403	  0.482334	  0.760848	  0.537610	  0.316142	  0.767436	  0.674147	  0.975299	  0.650027	  0.581192	  1.475802	  0.647504	  0.587219	  0.861570	  0.734903	  0.570468	  0.689017	  0.746708	  0.593150	  0.881289	  0.539140	  0.547530	  0.483172	  0.502969	  0.572393	  0.700146	  0.522682	  0.520524	  0.071199	  0.485685	  0.536593	  0.316323	  0.495969	  0.636731	  0.023789	  0.453294	  0.528262	  0.016273	  0.788313	  0.532932	  0.023049	  0.473867	
   205	2.050	  0.470299	  0.981977	  0.644522	  0.664766	  0.961237	  0.791218	  0.568722	  0.873439	  0.832646	  0.561397	  0.694390	  0.939880	  0.550705	  0.479973	  0.815816	  0.533995	  0.412740	  0.816535	  0.515492	  0.310004	  0.867470	  0.509121	  0.073283	  0.821045	  0.614107	  0.015405	  0.875099	  0.683653	  0.989359	  0.508870	  0.568375	  0.915801	  0.457108	  0.560809	  0.707368	  0.340206	  0.548570	  0.484289	  0.448010	  0.547517	  0.426113	  0.446613	  0.530857	  0.315870	  0.392318	  0.515067	  0.072406	  0.441010	  0.631299	  0.024996	  0.408633	  0.452641	  0.017988	  0.754368	  0.450709	  0.022464	  0.490141	  0.573637	  1.475062	  0.816578	  0.509022	  1.487438	  0.641171	  0.588978	  1.476574	  0.478350	  0.674210	  0.975298	  0.650044	  0.683508	  0.989143	  0.511041	  0.664911	  0.961453	  0.789047	  0.518759	  0.071993	  0.777108	  0.623745	  0.014116	  0.831162	  0.550394	  0.482338	  0.760868	  0.537582	  0.316148	  0.767445	  0.674210	  0.975298	  0.650044	  0.581308	  1.475818	  0.647464	  0.587263	  0.861582	  0.734916	  0.570488	  0.689026	  0.746724	  0.593210	  0.881294	  0.539153	  0.547541	  0.483177	  0.502989	  0.572431	  0.700151	  0.522699	  0.520520	  0.071198	  0.485662	  0.536598	  0.316325	  0.495972	  0.636753	  0.023788	  0.453285	  0.528269	  0.016276	  0.788311	  0.532940	  0.023049	  0.473851	
   206	2.060	  0.470388	  0.981988	  0.644523	  0.664821	  0.961244	  0.791254	  0.568783	  0.873449	  0.832669	  0.561380	  0.694371	  0.939871	  0.550759	  0.479972	  0.815828	  0.534034	  0.412731	  0.816528	  0.515474	  0.310018	  0.867474	  0.509125	  0.073289	  0.821044	  0.614102	  0.015404	  0.875095	  0.683703	  0.989330	  0.508890	  0.568426	  0.915791	  0.457117	  0.560829	  0.707396	  0.340211	  0.548579	  0.484300	  0.448016	  0.547585	  0.426117	  0.446624	  0.530835	  0.315902	  0.392311	  0.515079	  0.072416	  0.440990	  0.631242	  0.025011	  0.408618	  0.452564	  0.018024	  0.754386	  0.450647	  0.022488	  0.490133	  0.573723	  1.475091	  0.816561	  0.509232	  1.487434	  0.641163	  0.589167	  1.476571	  0.478330	  0.674262	  0.975287	  0.650072	  0.683558	  0.989114	  0.511067	  0.664967	  0.961461	  0.789077	  0.518800	  0.071995	  0.777116	  0.623777	  0.014110	  0.831166	  0.550484	  0.482336	  0.760880	  0.537652	  0.316148	  0.767455	  0.674262	  0.975287	  0.650072	  0.581445	  1.475831	  0.647446	  0.587291	  0.861592	  0.734947	  0.570543	  0.689031	  0.746746	  0.593266	  0.881279	  0.539182	  0.547556	  0.483187	  0.502995	  0.572468	  0.700147	  0.522717	  0.520594	  0.071198	  0.485634	  0.536636	  0.316331	  0.495964	  0.636757	  0.023793	  0.453262	  0.528240	  0.016294	  0.788323	  0.532908	  0.023065	  0.473836	
   207	2.070	  0.470453	  0.982013	  0.644517	  0.664848	  0.961224	  0.791240	  0.568872	  0.873446	  0.832681	  0.561408	  0.694355	  0.939879	  0.550797	  0.479980	  0.815825	  0.533996	  0.412732	  0.816528	  0.515479	  0.310025	  0.867492	  0.509119	  0.073309	  0.821022	  0.614089	  0.015395	  0.875088	  0.683766	  0.989325	  0.508903	  0.568472	  0.915782	  0.457135	  0.560885	  0.707399	  0.340200	  0.548598	  0.484311	  0.448018	  0.547621	  0.426111	  0.446623	  0.530810	  0.315903	  0.392304	  0.515047	  0.072431	  0.440987	  0.631211	  0.025024	  0.408614	  0.452545	  0.018036	  0.754403	  0.450624	  0.022512	  0.490133	  0.573844	  1.475115	  0.816542	  0.509352	  1.487433	  0.641124	  0.589306	  1.476558	  0.478314	  0.674307	  0.975274	  0.650072	  0.683621	  0.989109	  0.511069	  0.664993	  0.961439	  0.789075	  0.518762	  0.072020	  0.777086	  0.623733	  0.014106	  0.831152	  0.550540	  0.482346	  0.760876	  0.537670	  0.316164	  0.767441	  0.674307	  0.975274	  0.650072	  0.581575	  1.475837	  0.647428	  0.587312	  0.861589	  0.734935	  0.570581	  0.689034	  0.746739	  0.593297	  0.881289	  0.539172	  0.547563	  0.483197	  0.502997	  0.572488	  0.700157	  0.522712	  0.520593	  0.071209	  0.485628	  0.536641	  0.316342	  0.495962	  0.636758	  0.023802	  0.453254	  0.528210	  0.016299	  0.788326	  0.532895	  0.023082	  0.473832	
   208	2.080	  0.470534	  0.982024	  0.644527	  0.664781	  0.961160	  0.791226	  0.568939	  0.873450	  0.832680	  0.561450	  0.694371	  0.939882	  0.550830	  0.479984	  0.815838	  0.533988	  0.412737	  0.816541	  0.515510	  0.310026	  0.867500	  0.509080	  0.073321	  0.821017	  0.614058	  0.015399	  0.875083	  0.683819	  0.989318	  0.508912	  0.568564	  0.915777	  0.457133	  0.560901	  0.707430	  0.340197	  0.548585	  0.484327	  0.448018	  0.547589	  0.426125	  0.446619	  0.530861	  0.315890	  0.392303	  0.515030	  0.072445	  0.441011	  0.631255	  0.025062	  0.408626	  0.452585	  0.017996	  0.754404	  0.450636	  0.022500	  0.490112	  0.573999	  1.475132	  0.816513	  0.509502	  1.487426	  0.641085	  0.589467	  1.476531	  0.478275	  0.674300	  0.975239	  0.650069	  0.683673	  0.989103	  0.511073	  0.664927	  0.961376	  0.789065	  0.518682	  0.072036	  0.777072	  0.623660	  0.014115	  0.831138	  0.550578	  0.482347	  0.760889	  0.537660	  0.316171	  0.767443	  0.674300	  0.975239	  0.650069	  0.581733	  1.475831	  0.647394	  0.587282	  0.861554	  0.734910	  0.570581	  0.689015	  0.746731	  0.593263	  0.881299	  0.539151	  0.547563	  0.483213	  0.502998	  0.572470	  0.700170	  0.522701	  0.520510	  0.071233	  0.485660	  0.536606	  0.316361	  0.495976	  0.636734	  0.023850	  0.453275	  0.528200	  0.016281	  0.788321	  0.532891	  0.023096	  0.473830	
   209	2.090	  0.470592	  0.982020	  0.644540	  0.664855	  0.961170	  0.791227	  0.568985	  0.873437	  0.832689	  0.561490	  0.694409	  0.939883	  0.550839	  0.479970	  0.815837	  0.534014	  0.412729	  0.816559	  0.515530	  0.310040	  0.867516	  0.509032	  0.073319	  0.821036	  0.614078	  0.015393	  0.875080	  0.683832	  0.989311	  0.508907	  0.568649	  0.915758	  0.457161	  0.560924	  0.707436	  0.340217	  0.548593	  0.484327	  0.448017	  0.547649	  0.426127	  0.446606	  0.530894	  0.315893	  0.392301	  0.514994	  0.072428	  0.441017	  0.631265	  0.025066	  0.408640	  0.452629	  0.017966	  0.754384	  0.450666	  0.022483	  0.490111	  0.574108	  1.475146	  0.816485	  0.509736	  1.487438	  0.641077	  0.589645	  1.476502	  0.478247	  0.674344	  0.975240	  0.650067	  0.683687	  0.989095	  0.511068	  0.665001	  0.961386	  0.789066	  0.518622	  0.072033	  0.777089	  0.623667	  0.014107	  0.831133	  0.550583	  0.482335	  0.760888	  0.537639	  0.316163	  0.767449	  0.674344	  0.975240	  0.650067	  0.581877	  1.475824	  0.647366	  0.587334	  0.861559	  0.734922	  0.570612	  0.689012	  0.746737	  0.593301	  0.881291	  0.539162	  0.547583	  0.483209	  0.502997	  0.572499	  0.700164	  0.522707	  0.520473	  0.071217	  0.485666	  0.536604	  0.316352	  0.495978	  0.636743	  0.023854	  0.453289	  0.528228	  0.016261	  0.788307	  0.532912	  0.023089	  0.473835	
   210	2.100	  0.470746	  0.982010	  0.644531	  0.665026	  0.961176	  0.791237	  0.569014	  0.873441	  0.832691	  0.561536	  0.694435	  0.939894	  0.550874	  0.479952	  0.815846	  0.534081	  0.412721	  0.816566	  0.515547	  0.310041	  0.867541	  0.509075	  0.073322	  0.821036	  0.614098	  0.015391	  0.875068	  0.683922	  0.989300	  0.508889	  0.568654	  0.915747	  0.457180	  0.560971	  0.707427	  0.340223	  0.548644	  0.484315	  0.448016	  0.547675	  0.426125	  0.446606	  0.530900	  0.315893	  0.392318	  0.515000	  0.072436	  0.441020	  0.631280	  0.025056	  0.408606	  0.452594	  0.017975	  0.754395	  0.450739	  0.022461	  0.490131	  0.574251	  1.475149	  0.816463	  0.509883	  1.487432	  0.641040	  0.589795	  1.476486	  0.478227	  0.674474	  0.975238	  0.650063	  0.683777	  0.989084	  0.511060	  0.665171	  0.961392	  0.789066	  0.518697	  0.072035	  0.777096	  0.623719	  0.014103	  0.831127	  0.550612	  0.482317	  0.760898	  0.537687	  0.316153	  0.767458	  0.674474	  0.975238	  0.650063	  0.582023	  1.475818	  0.647345	  0.587466	  0.861561	  0.734925	  0.570697	  0.689005	  0.746742	  0.593437	  0.881277	  0.539163	  0.547625	  0.483194	  0.502995	  0.572592	  0.700150	  0.522707	  0.520492	  0.071224	  0.485668	  0.536636	  0.316346	  0.495977	  0.636771	  0.023843	  0.453254	  0.528231	  0.016263	  0.788311	  0.532965	  0.023072	  0.473831	
   211	2.110	  0.470845	  0.982007	  0.644545	  0.665193	  0.961182	  0.791276	  0.569015	  0.873461	  0.832707	  0.561574	  0.694411	  0.939899	  0.550924	  0.479942	  0.815859	  0.534089	  0.412731	  0.816582	  0.515594	  0.310034	  0.867564	  0.509078	  0.073337	  0.821041	  0.614095	  0.015400	  0.875067	  0.684054	  0.989304	  0.508916	  0.568736	  0.915738	  0.457181	  0.560995	  0.707427	  0.340235	  0.548674	  0.484313	  0.448015	  0.547694	  0.426119	  0.446623	  0.530900	  0.315885	  0.392306	  0.514994	  0.072457	  0.441022	  0.631275	  0.025055	  0.408607	  0.452593	  0.017972	  0.754395	  0.450742	  0.022458	  0.490122	  0.574324	  1.475176	  0.816435	  0.510048	  1.487416	  0.640996	  0.589924	  1.476478	  0.478214	  0.674624	  0.975243	  0.650096	  0.683909	  0.989087	  0.511092	  0.665338	  0.961398	  0.789100	  0.518662	  0.072053	  0.777092	  0.623679	  0.014117	  0.831118	  0.550654	  0.482307	  0.760911	  0.537697	  0.316154	  0.767464	  0.674624	  0.975243	  0.650096	  0.582124	  1.475827	  0.647324	  0.587613	  0.861563	  0.734953	  0.570797	  0.689002	  0.746764	  0.593600	  0.881276	  0.539191	  0.547671	  0.483191	  0.502995	  0.572702	  0.700147	  0.522722	  0.520490	  0.071241	  0.485669	  0.536662	  0.316352	  0.495978	  0.636771	  0.023840	  0.453254	  0.528213	  0.016268	  0.788307	  0.532967	  0.023069	  0.473826	
