BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	41
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	l asis 2.X	l asis 2.Y	l asis 2.Z	r asis 2.X	r asis 2.Y	r asis 2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     SHO.X	     SHO.Y	     SHO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	
   212	2.120	  0.470908	  0.982021	  0.644563	  0.665226	  0.961143	  0.791284	  0.569071	  0.873455	  0.832707	  0.561643	  0.694418	  0.939915	  0.550964	  0.479952	  0.815866	  0.534059	  0.412724	  0.816588	  0.515617	  0.310024	  0.867571	  0.509110	  0.073353	  0.821029	  0.614122	  0.015374	  0.875075	  0.684151	  0.989287	  0.508945	  0.568761	  0.915753	  0.457186	  0.561045	  0.707420	  0.340266	  0.548685	  0.484331	  0.448018	  0.547705	  0.426115	  0.446626	  0.530912	  0.315886	  0.392304	  0.514966	  0.072460	  0.441024	  0.631283	  0.025052	  0.408611	  0.452583	  0.017980	  0.754406	  0.450698	  0.022447	  0.490139	  0.574488	  1.475195	  0.816418	  0.510212	  1.487440	  0.640970	  0.590072	  1.476462	  0.478186	  0.674688	  0.975215	  0.650115	  0.684005	  0.989071	  0.511114	  0.665371	  0.961360	  0.789115	  0.518665	  0.072076	  0.777074	  0.623677	  0.014097	  0.831120	  0.550685	  0.482316	  0.760918	  0.537717	  0.316169	  0.767461	  0.674688	  0.975215	  0.650115	  0.582280	  1.475828	  0.647302	  0.587655	  0.861545	  0.734959	  0.570833	  0.688996	  0.746770	  0.593647	  0.881277	  0.539199	  0.547666	  0.483210	  0.502997	  0.572725	  0.700156	  0.522727	  0.520452	  0.071245	  0.485672	  0.536644	  0.316364	  0.495980	  0.636769	  0.023837	  0.453259	  0.528207	  0.016263	  0.788313	  0.532941	  0.023061	  0.473838	
   213	2.130	  0.470965	  0.982020	  0.644588	  0.665284	  0.961121	  0.791269	  0.569170	  0.873444	  0.832713	  0.561671	  0.694405	  0.939926	  0.550961	  0.479958	  0.815879	  0.534106	  0.412721	  0.816589	  0.515590	  0.310027	  0.867561	  0.509087	  0.073349	  0.821026	  0.614084	  0.015375	  0.875068	  0.684275	  0.989249	  0.508967	  0.568800	  0.915758	  0.457205	  0.561112	  0.707412	  0.340286	  0.548704	  0.484323	  0.448000	  0.547731	  0.426119	  0.446611	  0.530893	  0.315887	  0.392319	  0.514992	  0.072438	  0.441032	  0.631247	  0.025037	  0.408609	  0.452575	  0.017982	  0.754395	  0.450715	  0.022437	  0.490126	  0.574671	  1.475190	  0.816395	  0.510347	  1.487457	  0.640948	  0.590194	  1.476433	  0.478168	  0.674780	  0.975185	  0.650118	  0.684131	  0.989035	  0.511119	  0.665429	  0.961336	  0.789117	  0.518688	  0.072066	  0.777081	  0.623685	  0.014093	  0.831123	  0.550694	  0.482321	  0.760930	  0.537731	  0.316168	  0.767471	  0.674780	  0.975185	  0.650118	  0.582433	  1.475812	  0.647282	  0.587740	  0.861528	  0.734975	  0.570884	  0.688989	  0.746785	  0.593713	  0.881255	  0.539214	  0.547665	  0.483199	  0.502979	  0.572761	  0.700139	  0.522727	  0.520518	  0.071222	  0.485675	  0.536670	  0.316348	  0.495971	  0.636772	  0.023821	  0.453252	  0.528205	  0.016263	  0.788309	  0.532952	  0.023049	  0.473828	
   214	2.140	  0.471027	  0.981995	  0.644634	  0.665370	  0.961111	  0.791289	  0.569283	  0.873428	  0.832721	  0.561735	  0.694375	  0.939936	  0.551012	  0.479938	  0.815904	  0.534154	  0.412715	  0.816587	  0.515613	  0.310025	  0.867570	  0.509084	  0.073303	  0.821023	  0.614101	  0.015353	  0.875087	  0.684334	  0.989215	  0.508973	  0.568897	  0.915740	  0.457222	  0.561181	  0.707408	  0.340279	  0.548744	  0.484309	  0.447980	  0.547749	  0.426118	  0.446608	  0.530892	  0.315881	  0.392324	  0.514980	  0.072438	  0.441040	  0.631190	  0.025013	  0.408605	  0.452601	  0.017971	  0.754391	  0.450710	  0.022473	  0.490122	  0.574916	  1.475181	  0.816369	  0.510626	  1.487442	  0.640935	  0.590388	  1.476396	  0.478136	  0.674852	  0.975163	  0.650131	  0.684189	  0.989000	  0.511130	  0.665515	  0.961326	  0.789133	  0.518691	  0.072019	  0.777080	  0.623709	  0.014069	  0.831143	  0.550754	  0.482299	  0.760955	  0.537769	  0.316135	  0.767486	  0.674852	  0.975163	  0.650131	  0.582652	  1.475789	  0.647253	  0.587828	  0.861512	  0.735012	  0.570959	  0.688970	  0.746816	  0.593769	  0.881222	  0.539249	  0.547705	  0.483180	  0.502959	  0.572810	  0.700113	  0.522737	  0.520513	  0.071223	  0.485682	  0.536693	  0.316337	  0.495961	  0.636724	  0.023798	  0.453247	  0.528230	  0.016246	  0.788315	  0.532928	  0.023059	  0.473823	
   215	2.150	  0.471065	  0.982004	  0.644656	  0.665373	  0.961070	  0.791268	  0.569340	  0.873418	  0.832743	  0.561860	  0.694373	  0.939956	  0.551053	  0.479919	  0.815905	  0.534201	  0.412699	  0.816582	  0.515676	  0.310021	  0.867589	  0.509096	  0.073310	  0.821029	  0.614039	  0.015368	  0.875085	  0.684379	  0.989183	  0.508951	  0.569000	  0.915715	  0.457225	  0.561248	  0.707394	  0.340285	  0.548814	  0.484294	  0.448004	  0.547790	  0.426097	  0.446631	  0.530923	  0.315891	  0.392326	  0.514979	  0.072452	  0.441035	  0.631203	  0.025002	  0.408612	  0.452570	  0.017966	  0.754396	  0.450720	  0.022441	  0.490133	  0.575192	  1.475185	  0.816356	  0.510803	  1.487438	  0.640935	  0.590591	  1.476354	  0.478099	  0.674876	  0.975127	  0.650109	  0.684233	  0.988968	  0.511110	  0.665518	  0.961285	  0.789109	  0.518676	  0.072026	  0.777079	  0.623620	  0.014083	  0.831135	  0.550760	  0.482284	  0.760956	  0.537766	  0.316130	  0.767486	  0.674876	  0.975127	  0.650109	  0.582892	  1.475769	  0.647227	  0.587844	  0.861490	  0.735002	  0.570971	  0.688952	  0.746811	  0.593747	  0.881210	  0.539238	  0.547785	  0.483167	  0.502982	  0.572835	  0.700100	  0.522742	  0.520509	  0.071232	  0.485678	  0.536739	  0.316333	  0.495974	  0.636734	  0.023783	  0.453255	  0.528174	  0.016250	  0.788315	  0.532938	  0.023034	  0.473833	
   216	2.160	  0.471094	  0.982012	  0.644666	  0.665496	  0.961049	  0.791243	  0.569401	  0.873412	  0.832754	  0.561924	  0.694373	  0.939971	  0.551073	  0.479920	  0.815899	  0.534249	  0.412718	  0.816598	  0.515679	  0.310025	  0.867595	  0.509089	  0.073323	  0.821056	  0.614019	  0.015342	  0.875077	  0.684426	  0.989144	  0.508941	  0.569065	  0.915700	  0.457213	  0.561281	  0.707386	  0.340297	  0.548831	  0.484282	  0.448037	  0.547831	  0.426089	  0.446640	  0.530959	  0.315874	  0.392315	  0.515000	  0.072441	  0.441039	  0.631207	  0.024983	  0.408621	  0.452529	  0.017980	  0.754403	  0.450693	  0.022444	  0.490160	  0.575306	  1.475204	  0.816350	  0.510919	  1.487428	  0.640929	  0.590739	  1.476344	  0.478088	  0.674961	  0.975097	  0.650092	  0.684282	  0.988931	  0.511089	  0.665640	  0.961262	  0.789095	  0.518696	  0.072034	  0.777112	  0.623625	  0.014053	  0.831134	  0.550770	  0.482288	  0.760950	  0.537780	  0.316135	  0.767496	  0.674961	  0.975097	  0.650092	  0.583022	  1.475774	  0.647219	  0.587921	  0.861480	  0.735002	  0.571017	  0.688947	  0.746809	  0.593800	  0.881189	  0.539237	  0.547807	  0.483161	  0.503016	  0.572873	  0.700087	  0.522756	  0.520527	  0.071221	  0.485682	  0.536759	  0.316325	  0.495996	  0.636734	  0.023763	  0.453264	  0.528153	  0.016244	  0.788318	  0.532923	  0.023027	  0.473852	
   217	2.170	  0.471199	  0.982000	  0.644666	  0.665767	  0.961052	  0.791267	  0.569508	  0.873397	  0.832749	  0.561992	  0.694376	  0.939979	  0.551156	  0.479917	  0.815912	  0.534308	  0.412714	  0.816617	  0.515725	  0.310014	  0.867600	  0.509076	  0.073304	  0.821054	  0.614070	  0.015328	  0.875095	  0.684504	  0.989124	  0.508946	  0.569126	  0.915698	  0.457194	  0.561344	  0.707370	  0.340290	  0.548841	  0.484273	  0.448038	  0.547852	  0.426087	  0.446638	  0.530998	  0.315850	  0.392328	  0.514961	  0.072418	  0.441057	  0.631236	  0.024965	  0.408632	  0.452526	  0.017978	  0.754399	  0.450702	  0.022455	  0.490173	  0.575449	  1.475219	  0.816325	  0.511177	  1.487403	  0.640905	  0.590940	  1.476318	  0.478063	  0.675136	  0.975088	  0.650106	  0.684362	  0.988910	  0.511096	  0.665910	  0.961266	  0.789117	  0.518677	  0.072016	  0.777109	  0.623671	  0.014040	  0.831150	  0.550867	  0.482282	  0.760963	  0.537830	  0.316124	  0.767502	  0.675136	  0.975088	  0.650106	  0.583195	  1.475769	  0.647194	  0.588094	  0.861479	  0.735025	  0.571156	  0.688944	  0.746827	  0.593984	  0.881166	  0.539258	  0.547804	  0.483155	  0.503017	  0.572972	  0.700071	  0.522768	  0.520457	  0.071202	  0.485703	  0.536728	  0.316314	  0.496005	  0.636733	  0.023749	  0.453279	  0.528172	  0.016237	  0.788323	  0.532928	  0.023027	  0.473865	
   218	2.180	  0.471346	  0.981989	  0.644678	  0.665779	  0.961021	  0.791242	  0.569586	  0.873376	  0.832754	  0.562025	  0.694363	  0.939984	  0.551189	  0.479892	  0.815920	  0.534403	  0.412685	  0.816638	  0.515766	  0.310008	  0.867617	  0.509149	  0.073301	  0.821057	  0.614102	  0.015331	  0.875110	  0.684662	  0.989107	  0.508959	  0.569170	  0.915687	  0.457197	  0.561362	  0.707342	  0.340283	  0.548913	  0.484262	  0.448021	  0.547886	  0.426069	  0.446637	  0.531038	  0.315817	  0.392316	  0.515011	  0.072415	  0.441067	  0.631226	  0.024942	  0.408623	  0.452560	  0.017973	  0.754403	  0.450651	  0.022462	  0.490169	  0.575664	  1.475219	  0.816311	  0.511348	  1.487420	  0.640867	  0.591156	  1.476266	  0.478041	  0.675220	  0.975064	  0.650101	  0.684519	  0.988895	  0.511096	  0.665922	  0.961234	  0.789105	  0.518790	  0.072011	  0.777121	  0.623742	  0.014041	  0.831173	  0.550912	  0.482255	  0.760971	  0.537902	  0.316107	  0.767512	  0.675220	  0.975064	  0.650101	  0.583410	  1.475742	  0.647176	  0.588177	  0.861454	  0.735016	  0.571221	  0.688919	  0.746826	  0.594053	  0.881157	  0.539250	  0.547895	  0.483140	  0.503001	  0.573051	  0.700060	  0.522757	  0.520503	  0.071201	  0.485714	  0.536801	  0.316305	  0.496000	  0.636719	  0.023729	  0.453270	  0.528223	  0.016235	  0.788335	  0.532893	  0.023022	  0.473860	
   219	2.190	  0.471478	  0.982000	  0.644681	  0.665858	  0.961000	  0.791254	  0.569746	  0.873327	  0.832759	  0.562069	  0.694355	  0.939983	  0.551237	  0.479864	  0.815933	  0.534477	  0.412675	  0.816647	  0.515821	  0.309991	  0.867610	  0.509145	  0.073266	  0.821094	  0.614109	  0.015292	  0.875111	  0.684661	  0.989076	  0.508946	  0.569233	  0.915673	  0.457210	  0.561396	  0.707349	  0.340304	  0.548957	  0.484269	  0.448039	  0.547953	  0.426056	  0.446640	  0.531090	  0.315793	  0.392341	  0.515047	  0.072388	  0.441069	  0.631241	  0.024918	  0.408641	  0.452583	  0.017957	  0.754413	  0.450685	  0.022447	  0.490179	  0.575904	  1.475204	  0.816312	  0.511593	  1.487403	  0.640875	  0.591316	  1.476218	  0.478027	  0.675259	  0.975038	  0.650100	  0.684518	  0.988863	  0.511092	  0.666001	  0.961213	  0.789107	  0.518785	  0.071971	  0.777157	  0.623750	  0.013997	  0.831175	  0.550993	  0.482225	  0.760984	  0.537949	  0.316072	  0.767534	  0.675259	  0.975038	  0.650100	  0.583610	  1.475711	  0.647170	  0.588194	  0.861448	  0.735020	  0.571268	  0.688902	  0.746834	  0.594073	  0.881143	  0.539253	  0.547949	  0.483147	  0.503018	  0.573086	  0.700055	  0.522766	  0.520546	  0.071174	  0.485716	  0.536851	  0.316298	  0.496010	  0.636739	  0.023703	  0.453287	  0.528239	  0.016206	  0.788342	  0.532921	  0.023002	  0.473873	
   220	2.200	  0.471527	  0.981985	  0.644692	  0.665923	  0.960929	  0.791239	  0.569881	  0.873296	  0.832753	  0.562152	  0.694332	  0.939981	  0.551287	  0.479844	  0.815929	  0.534550	  0.412685	  0.816672	  0.515919	  0.309974	  0.867628	  0.509084	  0.073239	  0.821096	  0.614130	  0.015278	  0.875118	  0.684703	  0.989034	  0.508940	  0.569273	  0.915670	  0.457212	  0.561437	  0.707353	  0.340312	  0.549049	  0.484260	  0.448032	  0.547965	  0.426046	  0.446661	  0.531176	  0.315784	  0.392361	  0.515060	  0.072388	  0.441086	  0.631248	  0.024896	  0.408629	  0.452600	  0.017932	  0.754422	  0.450750	  0.022440	  0.490181	  0.576107	  1.475187	  0.816291	  0.511832	  1.487417	  0.640896	  0.591457	  1.476200	  0.478008	  0.675313	  0.974981	  0.650090	  0.684560	  0.988821	  0.511082	  0.666066	  0.961142	  0.789097	  0.518667	  0.071947	  0.777148	  0.623713	  0.013987	  0.831169	  0.551049	  0.482205	  0.760980	  0.537935	  0.316051	  0.767528	  0.675313	  0.974981	  0.650090	  0.583782	  1.475693	  0.647150	  0.588233	  0.861399	  0.735005	  0.571315	  0.688866	  0.746824	  0.594096	  0.881116	  0.539240	  0.548052	  0.483137	  0.503012	  0.573146	  0.700035	  0.522756	  0.520498	  0.071179	  0.485740	  0.536893	  0.316294	  0.496017	  0.636685	  0.023686	  0.453283	  0.528232	  0.016188	  0.788344	  0.532933	  0.022991	  0.473872	
   221	2.210	  0.471539	  0.981959	  0.644707	  0.665889	  0.960871	  0.791247	  0.569973	  0.873296	  0.832762	  0.562306	  0.694330	  0.939962	  0.551352	  0.479825	  0.815936	  0.534628	  0.412672	  0.816679	  0.515967	  0.309966	  0.867638	  0.509162	  0.073242	  0.821115	  0.614134	  0.015266	  0.875125	  0.684876	  0.989025	  0.508953	  0.569341	  0.915650	  0.457205	  0.561454	  0.707346	  0.340302	  0.549069	  0.484250	  0.448014	  0.548023	  0.426053	  0.446662	  0.531205	  0.315769	  0.392343	  0.515090	  0.072377	  0.441094	  0.631282	  0.024875	  0.408627	  0.452609	  0.017942	  0.754426	  0.450760	  0.022446	  0.490192	  0.576238	  1.475187	  0.816262	  0.512012	  1.487442	  0.640904	  0.591654	  1.476154	  0.477976	  0.675382	  0.974948	  0.650100	  0.684731	  0.988811	  0.511102	  0.666034	  0.961085	  0.789098	  0.518771	  0.071947	  0.777172	  0.623742	  0.013971	  0.831182	  0.551079	  0.482188	  0.760988	  0.537994	  0.316040	  0.767542	  0.675382	  0.974948	  0.650100	  0.583946	  1.475671	  0.647119	  0.588303	  0.861351	  0.734995	  0.571366	  0.688832	  0.746822	  0.594161	  0.881106	  0.539234	  0.548086	  0.483125	  0.502993	  0.573197	  0.700025	  0.522744	  0.520541	  0.071167	  0.485746	  0.536930	  0.316282	  0.496008	  0.636733	  0.023664	  0.453280	  0.528250	  0.016187	  0.788352	  0.532960	  0.022984	  0.473877	
   222	2.220	  0.471651	  0.981958	  0.644703	  0.666001	  0.960856	  0.791205	  0.570016	  0.873284	  0.832742	  0.562377	  0.694341	  0.939956	  0.551381	  0.479814	  0.815939	  0.534675	  0.412643	  0.816676	  0.515998	  0.309959	  0.867651	  0.509195	  0.073229	  0.821132	  0.614145	  0.015247	  0.875128	  0.684960	  0.989007	  0.508941	  0.569395	  0.915641	  0.457183	  0.561535	  0.707329	  0.340289	  0.549152	  0.484224	  0.448016	  0.548124	  0.426036	  0.446638	  0.531217	  0.315764	  0.392332	  0.515083	  0.072367	  0.441079	  0.631259	  0.024881	  0.408615	  0.452523	  0.017979	  0.754454	  0.450838	  0.022424	  0.490213	  0.576420	  1.475203	  0.816249	  0.512257	  1.487466	  0.640888	  0.591825	  1.476115	  0.477960	  0.675480	  0.974931	  0.650073	  0.684816	  0.988794	  0.511074	  0.666145	  0.961069	  0.789072	  0.518813	  0.071930	  0.777191	  0.623763	  0.013948	  0.831187	  0.551092	  0.482174	  0.760991	  0.538019	  0.316025	  0.767552	  0.675480	  0.974931	  0.650073	  0.584123	  1.475659	  0.647104	  0.588401	  0.861341	  0.734977	  0.571425	  0.688820	  0.746813	  0.594239	  0.881097	  0.539215	  0.548163	  0.483102	  0.502995	  0.573275	  0.700009	  0.522735	  0.520580	  0.071152	  0.485725	  0.536992	  0.316262	  0.496001	  0.636756	  0.023665	  0.453261	  0.528211	  0.016197	  0.788370	  0.533014	  0.022973	  0.473880	
   223	2.230	  0.471752	  0.981964	  0.644708	  0.666172	  0.960819	  0.791170	  0.570120	  0.873254	  0.832730	  0.562475	  0.694334	  0.939969	  0.551416	  0.479811	  0.815940	  0.534741	  0.412644	  0.816668	  0.516076	  0.309954	  0.867651	  0.509236	  0.073214	  0.821114	  0.614135	  0.015237	  0.875124	  0.685013	  0.988969	  0.508908	  0.569485	  0.915631	  0.457158	  0.561599	  0.707315	  0.340295	  0.549271	  0.484197	  0.448003	  0.548163	  0.426032	  0.446622	  0.531284	  0.315756	  0.392335	  0.515103	  0.072356	  0.441079	  0.631260	  0.024872	  0.408608	  0.452535	  0.017979	  0.754462	  0.450866	  0.022396	  0.490238	  0.576647	  1.475196	  0.816253	  0.512493	  1.487452	  0.640859	  0.592024	  1.476093	  0.477946	  0.675593	  0.974894	  0.650039	  0.684871	  0.988757	  0.511036	  0.666314	  0.961031	  0.789041	  0.518836	  0.071917	  0.777169	  0.623734	  0.013940	  0.831179	  0.551116	  0.482170	  0.760991	  0.538042	  0.316018	  0.767543	  0.675593	  0.974894	  0.650039	  0.584335	  1.475645	  0.647100	  0.588506	  0.861321	  0.734959	  0.571493	  0.688807	  0.746804	  0.594311	  0.881077	  0.539196	  0.548301	  0.483076	  0.502983	  0.573376	  0.699986	  0.522719	  0.520574	  0.071145	  0.485729	  0.537072	  0.316244	  0.495995	  0.636731	  0.023661	  0.453258	  0.528205	  0.016194	  0.788371	  0.533018	  0.022955	  0.473893	
   224	2.240	  0.471814	  0.981976	  0.644693	  0.666245	  0.960780	  0.791142	  0.570260	  0.873254	  0.832731	  0.562560	  0.694303	  0.939976	  0.551466	  0.479791	  0.815946	  0.534828	  0.412629	  0.816663	  0.516116	  0.309957	  0.867661	  0.509236	  0.073197	  0.821109	  0.614147	  0.015254	  0.875112	  0.685084	  0.988957	  0.508896	  0.569543	  0.915622	  0.457144	  0.561649	  0.707309	  0.340286	  0.549325	  0.484188	  0.447993	  0.548209	  0.426013	  0.446607	  0.531367	  0.315737	  0.392333	  0.515135	  0.072340	  0.441087	  0.631301	  0.024838	  0.408644	  0.452502	  0.018001	  0.754476	  0.450782	  0.022433	  0.490249	  0.576858	  1.475175	  0.816228	  0.512700	  1.487453	  0.640839	  0.592238	  1.476083	  0.477929	  0.675665	  0.974869	  0.650019	  0.684942	  0.988746	  0.511018	  0.666387	  0.960992	  0.789020	  0.518851	  0.071896	  0.777168	  0.623761	  0.013954	  0.831171	  0.551172	  0.482149	  0.760998	  0.538082	  0.315997	  0.767547	  0.675665	  0.974869	  0.650019	  0.584548	  1.475629	  0.647078	  0.588559	  0.861302	  0.734928	  0.571548	  0.688787	  0.746790	  0.594363	  0.881079	  0.539168	  0.548358	  0.483067	  0.502973	  0.573431	  0.699984	  0.522699	  0.520572	  0.071134	  0.485741	  0.537105	  0.316234	  0.495994	  0.636739	  0.023633	  0.453298	  0.528199	  0.016212	  0.788375	  0.532975	  0.022963	  0.473916	
   225	2.250	  0.471934	  0.981975	  0.644679	  0.666228	  0.960722	  0.791137	  0.570382	  0.873254	  0.832752	  0.562669	  0.694277	  0.939990	  0.551505	  0.479775	  0.815939	  0.534850	  0.412626	  0.816680	  0.516141	  0.309966	  0.867659	  0.509257	  0.073193	  0.821103	  0.614186	  0.015240	  0.875118	  0.685213	  0.988961	  0.508892	  0.569525	  0.915628	  0.457131	  0.561719	  0.707320	  0.340272	  0.549394	  0.484194	  0.447985	  0.548280	  0.425993	  0.446589	  0.531444	  0.315748	  0.392325	  0.515134	  0.072355	  0.441105	  0.631345	  0.024832	  0.408678	  0.452507	  0.017983	  0.754475	  0.450675	  0.022486	  0.490256	  0.577095	  1.475167	  0.816222	  0.512865	  1.487491	  0.640816	  0.592375	  1.476073	  0.477905	  0.675720	  0.974842	  0.650015	  0.685070	  0.988748	  0.511021	  0.666371	  0.960935	  0.789008	  0.518872	  0.071896	  0.777162	  0.623802	  0.013942	  0.831176	  0.551200	  0.482137	  0.760991	  0.538107	  0.315989	  0.767540	  0.675720	  0.974842	  0.650015	  0.584735	  1.475620	  0.647064	  0.588594	  0.861266	  0.734892	  0.571580	  0.688762	  0.746767	  0.594413	  0.881089	  0.539136	  0.548406	  0.483074	  0.502964	  0.573480	  0.699992	  0.522678	  0.520550	  0.071155	  0.485762	  0.537125	  0.316247	  0.495997	  0.636761	  0.023632	  0.453334	  0.528219	  0.016197	  0.788377	  0.532925	  0.022993	  0.473937	
   226	2.260	  0.471985	  0.981971	  0.644673	  0.666292	  0.960654	  0.791155	  0.570386	  0.873239	  0.832736	  0.562743	  0.694275	  0.939979	  0.551559	  0.479778	  0.815946	  0.534908	  0.412620	  0.816672	  0.516224	  0.309978	  0.867659	  0.509301	  0.073178	  0.821116	  0.614210	  0.015217	  0.875125	  0.685331	  0.988963	  0.508877	  0.569610	  0.915631	  0.457124	  0.561776	  0.707318	  0.340261	  0.549469	  0.484186	  0.447984	  0.548315	  0.425998	  0.446585	  0.531517	  0.315742	  0.392312	  0.515174	  0.072357	  0.441112	  0.631362	  0.024830	  0.408667	  0.452493	  0.017983	  0.754470	  0.450665	  0.022524	  0.490260	  0.577367	  1.475162	  0.816213	  0.513034	  1.487530	  0.640817	  0.592536	  1.476063	  0.477899	  0.675812	  0.974809	  0.650016	  0.685186	  0.988747	  0.511027	  0.666437	  0.960870	  0.789004	  0.518892	  0.071879	  0.777169	  0.623801	  0.013918	  0.831179	  0.551231	  0.482138	  0.760998	  0.538134	  0.315983	  0.767547	  0.675812	  0.974809	  0.650016	  0.584952	  1.475613	  0.647056	  0.588668	  0.861223	  0.734861	  0.571634	  0.688739	  0.746753	  0.594497	  0.881094	  0.539110	  0.548492	  0.483067	  0.502964	  0.573565	  0.699992	  0.522664	  0.520557	  0.071161	  0.485773	  0.537179	  0.316245	  0.496001	  0.636746	  0.023634	  0.453327	  0.528211	  0.016186	  0.788375	  0.532913	  0.023015	  0.473936	
   227	2.270	  0.472059	  0.981987	  0.644658	  0.666445	  0.960651	  0.791120	  0.570447	  0.873224	  0.832724	  0.562728	  0.694283	  0.939951	  0.551628	  0.479782	  0.815943	  0.535022	  0.412626	  0.816671	  0.516295	  0.309981	  0.867675	  0.509299	  0.073184	  0.821120	  0.614223	  0.015230	  0.875139	  0.685418	  0.988948	  0.508849	  0.569649	  0.915641	  0.457108	  0.561803	  0.707297	  0.340223	  0.549538	  0.484180	  0.447974	  0.548352	  0.426019	  0.446567	  0.531548	  0.315722	  0.392291	  0.515193	  0.072368	  0.441123	  0.631349	  0.024820	  0.408643	  0.452498	  0.017998	  0.754460	  0.450669	  0.022530	  0.490271	  0.577619	  1.475166	  0.816217	  0.513270	  1.487518	  0.640789	  0.592673	  1.476057	  0.477903	  0.675932	  0.974799	  0.649984	  0.685274	  0.988733	  0.510993	  0.666589	  0.960866	  0.788976	  0.518894	  0.071881	  0.777174	  0.623817	  0.013927	  0.831194	  0.551338	  0.482139	  0.760995	  0.538198	  0.315985	  0.767547	  0.675932	  0.974799	  0.649984	  0.585146	  1.475611	  0.647060	  0.588782	  0.861227	  0.734841	  0.571745	  0.688742	  0.746741	  0.594597	  0.881090	  0.539090	  0.548574	  0.483061	  0.502954	  0.573657	  0.699987	  0.522648	  0.520574	  0.071176	  0.485785	  0.537234	  0.316248	  0.496000	  0.636729	  0.023629	  0.453304	  0.528221	  0.016199	  0.788376	  0.532908	  0.023016	  0.473932	
