BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	63
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	l should s.X	l should s.Y	l should s.Z	l asis s.X	l asis s.Y	l asis s.Z	l thigh s.X	l thigh s.Y	l thigh s.Z	l bar 1 s.X	l bar 1 s.Y	l bar 1 s.Z	l knee 1 s.X	l knee 1 s.Y	l knee 1 s.Z	l knee 2 s.X	l knee 2 s.Y	l knee 2 s.Z	l bar 2 s.X	l bar 2 s.Y	l bar 2 s.Z	l mall s.X	l mall s.Y	l mall s.Z	 l met s.X	 l met s.Y	 l met s.Z	    C7 s.X	    C7 s.Y	    C7 s.Z	sacrum s.X	sacrum s.Y	sacrum s.Z	r should s.X	r should s.Y	r should s.Z	r asis s.X	r asis s.Y	r asis s.Z	r thigh s.X	r thigh s.Y	r thigh s.Z	r bar 1 s.X	r bar 1 s.Y	r bar 1 s.Z	r knee 1 s.X	r knee 1 s.Y	r knee 1 s.Z	r knee 2 s.X	r knee 2 s.Y	r knee 2 s.Z	r bar 2 s.X	r bar 2 s.Y	r bar 2 s.Z	r mall s.X	r mall s.Y	r mall s.Z	 r met s.X	 r met s.Y	 r met s.Z	     SHO.X	     SHO.Y	     SHO.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	r asis s2.X	r asis s2.Y	r asis s2.Z	l asis s2.X	l asis s2.Y	l asis s2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	r heel s.X	r heel s.Y	r heel s.Z	l heel s.X	l heel s.Y	l heel s.Z	
   314	3.140	  0.057243	  0.947424	  0.672227	  0.258221	  0.936548	  0.802766	  0.185254	  0.848103	  0.854653	  0.253868	  0.674157	  0.957025	  0.324236	  0.476570	  0.838362	  0.332029	  0.406168	  0.839476	  0.344539	  0.301219	  0.884840	  0.402565	  0.073819	  0.840005	  0.520228	  0.031184	  0.858841	  0.267895	  0.953128	  0.520418	  0.143556	  0.886043	  0.476706	  0.101895	  0.677740	  0.367862	  0.048650	  0.472760	  0.486807	  0.027163	  0.417358	  0.487285	 -0.028533	  0.316312	  0.438928	 -0.149513	  0.108343	  0.498024	 -0.054378	  0.030389	  0.481210	  0.349102	  0.012908	  0.779341	 -0.231914	  0.084058	  0.541254	  0.194187	  1.442119	  0.832939	  0.136973	  1.463161	  0.651659	  0.231437	  1.443519	  0.493724	    0.231734	    1.444215	    0.493838	  0.268568	  0.953777	  0.520818	   0.143515	   0.886144	   0.476667	   0.103122	   0.677689	   0.368086	    0.050587	    0.472787	    0.486938	    0.029226	    0.417241	    0.487087	  -0.026893	   0.316660	   0.439012	 -0.148439	  0.109492	  0.498369	 -0.054679	  0.030758	  0.481238	  0.137027	  1.463863	  0.651668	  0.057442	  0.948093	  0.671657	    0.194386	    1.442817	    0.833091	  0.258726	  0.937778	  0.803070	   0.185235	   0.849057	   0.854523	   0.253122	   0.674785	   0.957251	    0.324798	    0.477943	    0.838451	    0.333188	    0.407674	    0.839800	   0.346888	   0.302709	   0.886307	  0.400797	  0.074155	  0.840041	  0.518619	  0.033994	  0.860317	  0.213060	  1.443516	  0.663464	  0.263647	  0.945778	  0.661944	   0.258726	   0.937778	   0.803070	   0.268568	   0.953777	   0.520818	  0.407769	  0.075537	  0.795605	  0.525591	  0.035375	  0.815882	  0.459846	  0.057785	  0.804567	  0.322987	  0.479641	  0.783507	  0.357324	  0.315979	  0.788407	  0.263647	  0.945778	  0.661944	  0.185961	  0.834093	  0.757787	  0.248308	  0.672817	  0.769490	  0.176843	  0.845442	  0.561484	  0.047904	  0.474754	  0.541837	  0.118176	  0.676779	  0.552545	 -0.148995	  0.111461	  0.543323	 -0.031840	  0.327620	  0.542439	 -0.055235	  0.032727	  0.526192	 -0.107553	  0.076661	  0.535751	  0.347901	  0.012538	  0.779487	 -0.230969	  0.086036	  0.542012	
   315	3.150	  0.069404	  0.947725	  0.674002	  0.270650	  0.937210	  0.805208	  0.198137	  0.849534	  0.856751	  0.265606	  0.673793	  0.958541	  0.338080	  0.479013	  0.840373	  0.345758	  0.408597	  0.841609	  0.357773	  0.303466	  0.887468	  0.406324	  0.072758	  0.840569	  0.523450	  0.027192	  0.857137	  0.280641	  0.952964	  0.522939	  0.155158	  0.885452	  0.478516	  0.113197	  0.677913	  0.369611	  0.060264	  0.473100	  0.487545	  0.038198	  0.417756	  0.487184	 -0.020649	  0.318732	  0.438702	 -0.146261	  0.113291	  0.497465	 -0.054843	  0.030582	  0.481118	  0.348840	  0.014883	  0.780825	 -0.229451	  0.091953	  0.540900	  0.205985	  1.441379	  0.836660	  0.148953	  1.463423	  0.655282	  0.243403	  1.443728	  0.497098	    0.243667	    1.444447	    0.497267	  0.281166	  0.953656	  0.523160	   0.155484	   0.885532	   0.478582	   0.114452	   0.677891	   0.369774	    0.062765	    0.472902	    0.487558	    0.040551	    0.417506	    0.486904	  -0.018750	   0.319125	   0.438840	 -0.144751	  0.114546	  0.497991	 -0.054356	  0.031138	  0.481416	  0.149044	  1.463930	  0.655227	  0.069618	  0.948181	  0.673505	    0.206132	    1.442137	    0.836638	  0.270860	  0.938080	  0.805214	   0.198048	   0.850012	   0.856621	   0.265640	   0.674628	   0.958787	    0.338778	    0.479392	    0.839988	    0.346579	    0.408789	    0.841480	   0.359196	   0.303402	   0.887871	  0.404609	  0.073159	  0.840593	  0.521702	  0.029364	  0.859532	  0.224900	  1.443292	  0.666953	  0.276013	  0.945868	  0.664187	   0.270860	   0.938080	   0.805214	   0.281166	   0.953656	   0.523159	  0.409800	  0.074175	  0.795905	  0.526893	  0.030379	  0.814844	  0.461555	  0.054817	  0.804276	  0.337524	  0.481382	  0.785039	  0.366796	  0.316463	  0.789440	  0.276013	  0.945868	  0.664187	  0.198152	  0.834317	  0.760044	  0.261567	  0.673732	  0.771416	  0.189412	  0.845377	  0.563706	  0.060423	  0.474623	  0.542481	  0.130722	  0.676684	  0.554049	 -0.144572	  0.116083	  0.542964	 -0.022600	  0.329414	  0.542677	 -0.054177	  0.032674	  0.526390	 -0.104617	  0.079216	  0.535638	  0.348747	  0.013968	  0.780580	 -0.227605	  0.094049	  0.541935	
   316	3.160	  0.081823	  0.948256	  0.675462	  0.283394	  0.938388	  0.807588	  0.210981	  0.851195	  0.858802	  0.277308	  0.673775	  0.960148	  0.352876	  0.481841	  0.842032	  0.360377	  0.411071	  0.843645	  0.372123	  0.305331	  0.890108	  0.409104	  0.072117	  0.841165	  0.525507	  0.024441	  0.857099	  0.293799	  0.953112	  0.525529	  0.167289	  0.884743	  0.480363	  0.125014	  0.678108	  0.371409	  0.073303	  0.473332	  0.488234	  0.050376	  0.417905	  0.486952	 -0.011689	  0.321282	  0.438613	 -0.142040	  0.118804	  0.497281	 -0.055390	  0.031316	  0.480766	  0.349113	  0.015933	  0.782021	 -0.227041	  0.101307	  0.540756	  0.217850	  1.441090	  0.840320	  0.161209	  1.463896	  0.658899	  0.255578	  1.444358	  0.500566	    0.255675	    1.444986	    0.500775	  0.293861	  0.953842	  0.525582	   0.167572	   0.884998	   0.480530	   0.126391	   0.678110	   0.371540	    0.076087	    0.472962	    0.488195	    0.053031	    0.417714	    0.486614	  -0.009671	   0.321838	   0.438736	 -0.140269	  0.120202	  0.497806	 -0.053858	  0.031739	  0.481790	  0.161103	  1.464260	  0.658797	  0.081845	  0.948474	  0.675207	    0.217971	    1.441781	    0.840196	  0.283041	  0.938721	  0.807383	   0.210871	   0.851207	   0.858698	   0.278089	   0.674843	   0.960446	    0.352624	    0.480907	    0.841502	    0.359900	    0.410010	    0.843169	   0.371679	   0.304243	   0.889641	  0.407763	  0.072334	  0.841175	  0.524152	  0.025541	  0.859431	  0.236823	  1.443383	  0.670485	  0.288451	  0.946282	  0.666482	   0.283041	   0.938721	   0.807382	   0.293861	   0.953842	   0.525582	  0.410729	  0.073020	  0.796278	  0.527118	  0.026227	  0.814534	  0.462173	  0.052337	  0.804347	  0.351901	  0.483182	  0.786554	  0.375726	  0.317066	  0.790492	  0.288451	  0.946282	  0.666482	  0.210387	  0.834832	  0.762292	  0.274776	  0.674831	  0.773331	  0.202208	  0.845572	  0.565912	  0.074096	  0.474426	  0.543139	  0.143917	  0.676701	  0.555551	 -0.139244	  0.121228	  0.542783	 -0.012307	  0.331381	  0.542995	 -0.052833	  0.032765	  0.526767	 -0.101051	  0.082127	  0.535704	  0.349330	  0.015218	  0.781725	 -0.223168	  0.103001	  0.542323	
   317	3.170	  0.094204	  0.948869	  0.676795	  0.295436	  0.939505	  0.809623	  0.223835	  0.852731	  0.860804	  0.289557	  0.674481	  0.961891	  0.367781	  0.483923	  0.843120	  0.374534	  0.412617	  0.845317	  0.386000	  0.306245	  0.892272	  0.411143	  0.071489	  0.841885	  0.526803	  0.021802	  0.859001	  0.307141	  0.953767	  0.528176	  0.179430	  0.884229	  0.482378	  0.137614	  0.678220	  0.373319	  0.088089	  0.473099	  0.488903	  0.064037	  0.417897	  0.486521	 -0.001777	  0.324115	  0.438551	 -0.137059	  0.125145	  0.497380	 -0.053315	  0.032465	  0.481511	  0.350324	  0.016359	  0.783034	 -0.221219	  0.111064	  0.541811	  0.229665	  1.441139	  0.843906	  0.173200	  1.464551	  0.662423	  0.267791	  1.445321	  0.504181	    0.267729	    1.445818	    0.504346	  0.306556	  0.954350	  0.528039	   0.179736	   0.884578	   0.482520	   0.138991	   0.678338	   0.373358	    0.090674	    0.472934	    0.488825	    0.066739	    0.417888	    0.486221	   0.000454	   0.324829	   0.438713	 -0.134818	  0.126462	  0.497813	 -0.053042	  0.032605	  0.482438	  0.173139	  1.464798	  0.662353	  0.094090	  0.948916	  0.676811	    0.229897	    1.441742	    0.843726	  0.295259	  0.939639	  0.809566	   0.223657	   0.852526	   0.860751	   0.290606	   0.675436	   0.962230	    0.366084	    0.482234	    0.842940	    0.372851	    0.411067	    0.844753	   0.383878	   0.304961	   0.891396	  0.410308	  0.071620	  0.841684	  0.525979	  0.022482	  0.859941	  0.248813	  1.443780	  0.674036	  0.300908	  0.946995	  0.668802	   0.295259	   0.939639	   0.809566	   0.306556	   0.954350	   0.528039	  0.410900	  0.072092	  0.796690	  0.526570	  0.022954	  0.814947	  0.462026	  0.050373	  0.804760	  0.365707	  0.484731	  0.787998	  0.384010	  0.317613	  0.791518	  0.300908	  0.946995	  0.668802	  0.222663	  0.835580	  0.764505	  0.287748	  0.675944	  0.775194	  0.215154	  0.846017	  0.568083	  0.089036	  0.474130	  0.543787	  0.157770	  0.676809	  0.557028	 -0.132839	  0.126882	  0.542768	 -0.000824	  0.333495	  0.543374	 -0.051064	  0.033025	  0.527392	 -0.096694	  0.085397	  0.535972	  0.349716	  0.016254	  0.782794	 -0.217287	  0.112853	  0.543240	
   318	3.180	  0.106442	  0.949415	  0.678152	  0.307284	  0.940554	  0.811615	  0.236565	  0.854072	  0.862743	  0.302747	  0.675832	  0.963865	  0.381523	  0.484587	  0.844201	  0.387942	  0.412938	  0.846531	  0.398481	  0.306392	  0.893887	  0.412760	  0.070860	  0.842522	  0.528002	  0.018902	  0.861469	  0.319943	  0.954655	  0.530737	  0.191830	  0.883983	  0.484492	  0.150921	  0.678426	  0.375248	  0.103994	  0.472820	  0.489476	  0.079074	  0.417937	  0.485857	  0.009156	  0.327356	  0.438545	 -0.131224	  0.132224	  0.497679	 -0.052322	  0.032739	  0.482991	  0.351593	  0.016808	  0.783873	 -0.212848	  0.121657	  0.543928	  0.241785	  1.441463	  0.847380	  0.185442	  1.465289	  0.665951	  0.279936	  1.446546	  0.507905	    0.279788	    1.446912	    0.507959	  0.319132	  0.955158	  0.530489	   0.191946	   0.884290	   0.484547	   0.152272	   0.678567	   0.375192	    0.106557	    0.472814	    0.489428	    0.081710	    0.418083	    0.485761	   0.011738	   0.328106	   0.438781	 -0.128198	  0.133271	  0.497979	 -0.051889	  0.033772	  0.483385	  0.185116	  1.465492	  0.665883	  0.106320	  0.949462	  0.678389	    0.241908	    1.441995	    0.847197	  0.307536	  0.940784	  0.811761	   0.236362	   0.853879	   0.862788	   0.303198	   0.676329	   0.964119	    0.378826	    0.483177	    0.844295	    0.385064	    0.411770	    0.846154	   0.395259	   0.305364	   0.892947	  0.412352	  0.071013	  0.842072	  0.527288	  0.020086	  0.860821	  0.260848	  1.444453	  0.677578	  0.313334	  0.947971	  0.671125	   0.307536	   0.940784	   0.811761	   0.319132	   0.955158	   0.530489	  0.410752	  0.071423	  0.797103	  0.525688	  0.020496	  0.815852	  0.461554	  0.048914	  0.805390	  0.378517	  0.485799	  0.789358	  0.391572	  0.317977	  0.792495	  0.313334	  0.947971	  0.671125	  0.234982	  0.836510	  0.766685	  0.300290	  0.676936	  0.777001	  0.228161	  0.846684	  0.570224	  0.105264	  0.473734	  0.544405	  0.172243	  0.676992	  0.558476	 -0.125186	  0.132977	  0.542877	  0.011932	  0.335727	  0.543786	 -0.048876	  0.033478	  0.528283	 -0.091457	  0.088998	  0.536426	  0.349844	  0.017140	  0.783726	 -0.209775	  0.123566	  0.544638	
   319	3.190	  0.118559	  0.949971	  0.679721	  0.319323	  0.941635	  0.813862	  0.249138	  0.855234	  0.864664	  0.316475	  0.677410	  0.965970	  0.393630	  0.484474	  0.845506	  0.399634	  0.412683	  0.847729	  0.409344	  0.305998	  0.894996	  0.414525	  0.070296	  0.842905	  0.528872	  0.016872	  0.862894	  0.331817	  0.955688	  0.532947	  0.204549	  0.883768	  0.486578	  0.164814	  0.678898	  0.377062	  0.120981	  0.472737	  0.490112	  0.095541	  0.418003	  0.485087	  0.021354	  0.331036	  0.438706	 -0.123598	  0.139857	  0.498279	 -0.051135	  0.034128	  0.484388	  0.350759	  0.017860	  0.784848	 -0.204019	  0.133627	  0.546133	  0.253902	  1.442087	  0.850756	  0.197331	  1.466113	  0.669369	  0.291940	  1.447843	  0.511647	    0.291780	    1.448227	    0.511575	  0.331499	  0.956230	  0.532884	   0.204175	   0.884122	   0.486608	   0.166239	   0.678774	   0.377004	    0.123751	    0.472576	    0.489995	    0.097942	    0.418338	    0.485304	   0.024304	   0.331644	   0.438959	 -0.120179	  0.140531	  0.498248	 -0.050229	  0.035379	  0.484602	  0.196986	  1.466300	  0.669388	  0.118508	  0.950080	  0.680017	    0.253988	    1.442498	    0.850590	  0.319860	  0.942091	  0.813956	   0.248963	   0.855214	   0.864820	   0.315727	   0.677376	   0.966061	    0.390569	    0.483665	    0.845581	    0.396163	    0.412063	    0.847358	   0.405320	   0.305384	   0.894177	  0.413998	  0.070514	  0.842296	  0.528200	  0.018261	  0.861790	  0.272884	  1.445362	  0.681083	  0.325679	  0.949161	  0.673420	   0.319860	   0.942091	   0.813956	   0.331499	   0.956230	   0.532884	  0.410647	  0.071004	  0.797424	  0.524849	  0.018751	  0.816918	  0.461124	  0.047908	  0.806040	  0.390065	  0.486317	  0.790648	  0.398400	  0.318116	  0.793392	  0.325679	  0.949161	  0.673420	  0.247330	  0.837570	  0.768832	  0.312274	  0.677750	  0.778758	  0.241117	  0.847541	  0.572340	  0.122792	  0.473216	  0.544983	  0.187279	  0.677223	  0.559892	 -0.116104	  0.139419	  0.543049	  0.026039	  0.338028	  0.544200	 -0.046155	  0.034267	  0.529403	 -0.085187	  0.092942	  0.537018	  0.349709	  0.017921	  0.784493	 -0.200571	  0.135072	  0.546320	
   320	3.200	  0.130842	  0.950546	  0.681463	  0.331916	  0.943103	  0.816193	  0.261724	  0.856422	  0.866797	  0.329775	  0.678974	  0.968251	  0.404138	  0.484040	  0.846959	  0.409234	  0.412324	  0.848796	  0.418051	  0.305310	  0.895607	  0.416085	  0.069835	  0.842832	  0.529198	  0.015992	  0.863382	  0.343918	  0.957087	  0.535295	  0.216776	  0.883800	  0.488685	  0.179457	  0.679243	  0.378968	  0.139392	  0.472681	  0.490653	  0.113087	  0.418288	  0.484460	  0.035216	  0.335128	  0.438932	 -0.114131	  0.147866	  0.498761	 -0.049822	  0.036219	  0.485621	  0.348034	  0.019393	  0.785788	 -0.193566	  0.146355	  0.548410	  0.265959	  1.442927	  0.854041	  0.208962	  1.467096	  0.672886	  0.303860	  1.449318	  0.515414	    0.303625	    1.449726	    0.515148	  0.343623	  0.957525	  0.535208	   0.216332	   0.884055	   0.488698	   0.180884	   0.678910	   0.378767	    0.142230	    0.472164	    0.490508	    0.115410	    0.418682	    0.484921	   0.038257	   0.335372	   0.439260	 -0.110584	  0.148127	  0.498569	 -0.047825	  0.037548	  0.486027	  0.208749	  1.467193	  0.672881	  0.130618	  0.950759	  0.681743	    0.266137	    1.443193	    0.853897	  0.332226	  0.943500	  0.816125	   0.261448	   0.856513	   0.866858	   0.327975	   0.678403	   0.967982	    0.401144	    0.483737	    0.846804	    0.405896	    0.411988	    0.848378	   0.413682	   0.305084	   0.895078	  0.415312	  0.070115	  0.842336	  0.528810	  0.016905	  0.862649	  0.284881	  1.446460	  0.684523	  0.337925	  0.950513	  0.675667	   0.332226	   0.943500	   0.816125	   0.343623	   0.957525	   0.535208	  0.410831	  0.070782	  0.797565	  0.524329	  0.017573	  0.817878	  0.460997	  0.047264	  0.806543	  0.400268	  0.486364	  0.791873	  0.404546	  0.318054	  0.794179	  0.337925	  0.950513	  0.675667	  0.259699	  0.838717	  0.770940	  0.323658	  0.678397	  0.780464	  0.253950	  0.848565	  0.574427	  0.141571	  0.472524	  0.545503	  0.202818	  0.677466	  0.561267	 -0.105493	  0.146128	  0.543235	  0.041510	  0.340333	  0.544584	 -0.042734	  0.035549	  0.530694	 -0.077754	  0.097252	  0.537692	  0.349577	  0.018532	  0.785051	 -0.189780	  0.147027	  0.548056	
   321	3.210	  0.142919	  0.951317	  0.683275	  0.344975	  0.944982	  0.818449	  0.274144	  0.857789	  0.869032	  0.341732	  0.680313	  0.970408	  0.412841	  0.483685	  0.848233	  0.417193	  0.411782	  0.849496	  0.424405	  0.304584	  0.896003	  0.416991	  0.069597	  0.842454	  0.529344	  0.015561	  0.863602	  0.356316	  0.958813	  0.537676	  0.228495	  0.884245	  0.490824	  0.194910	  0.679356	  0.380770	  0.159727	  0.472228	  0.491135	  0.131776	  0.418822	  0.484109	  0.050556	  0.339388	  0.439395	 -0.102844	  0.155915	  0.499063	 -0.047524	  0.038954	  0.487064	  0.348375	  0.019584	  0.785954	 -0.180587	  0.159331	  0.550729	  0.278208	  1.443905	  0.857296	  0.220564	  1.468050	  0.676372	  0.315964	  1.451168	  0.518971	    0.315243	    1.451364	    0.518622	  0.355467	  0.958979	  0.537432	   0.228333	   0.884064	   0.490809	   0.196167	   0.678945	   0.380443	    0.161902	    0.471531	    0.490958	    0.134090	    0.419095	    0.484661	   0.053641	   0.339181	   0.439695	 -0.099271	  0.155945	  0.498936	 -0.044363	  0.040434	  0.487572	  0.220401	  1.468149	  0.676357	  0.142595	  0.951504	  0.683583	    0.278368	    1.444019	    0.857116	  0.344636	  0.944954	  0.818235	   0.273786	   0.857775	   0.868884	   0.339748	   0.679279	   0.969798	    0.410508	    0.483507	    0.847955	    0.414212	    0.411649	    0.849240	   0.420232	   0.304593	   0.895729	  0.416330	  0.069804	  0.842215	  0.529228	  0.015919	  0.863296	  0.296806	  1.447692	  0.687869	  0.350052	  0.951966	  0.677834	   0.344636	   0.944954	   0.818235	   0.355467	   0.958979	   0.537432	  0.411402	  0.070692	  0.797494	  0.524300	  0.016808	  0.818576	  0.461303	  0.046875	  0.806812	  0.409187	  0.486096	  0.793032	  0.410084	  0.317857	  0.794839	  0.350052	  0.951966	  0.677834	  0.272056	  0.839915	  0.772996	  0.334451	  0.678928	  0.782112	  0.266588	  0.849720	  0.576473	  0.161485	  0.471618	  0.545957	  0.218766	  0.677684	  0.562588	 -0.093249	  0.153019	  0.543435	  0.058318	  0.342586	  0.544936	 -0.038341	  0.037508	  0.532071	 -0.068979	  0.101963	  0.538412	  0.349750	  0.018883	  0.785366	 -0.177325	  0.159389	  0.549634	
   322	3.220	  0.154860	  0.952204	  0.685351	  0.357537	  0.946864	  0.820583	  0.286411	  0.859157	  0.871093	  0.352298	  0.680890	  0.972079	  0.420275	  0.483302	  0.849311	  0.423447	  0.411260	  0.849992	  0.428277	  0.303935	  0.896227	  0.417556	  0.069495	  0.841993	  0.529559	  0.014948	  0.863844	  0.367784	  0.960581	  0.539919	  0.240527	  0.884296	  0.492868	  0.210970	  0.679233	  0.382276	  0.180963	  0.471439	  0.491432	  0.151560	  0.419692	  0.484211	  0.067506	  0.343483	  0.440009	 -0.089975	  0.163882	  0.499224	 -0.043062	  0.042173	  0.489343	  0.348835	  0.019758	  0.785937	 -0.165385	  0.172507	  0.552529	  0.290511	  1.444924	  0.860446	  0.232032	  1.469126	  0.679829	  0.327620	  1.453072	  0.522333	    0.326552	    1.453076	    0.521953	  0.366961	  0.960507	  0.539516	   0.240165	   0.884087	   0.492916	   0.212005	   0.678874	   0.382014	    0.182577	    0.470693	    0.491351	    0.153936	    0.419515	    0.484527	   0.070456	   0.342952	   0.440260	 -0.086190	  0.163902	  0.499363	 -0.039526	  0.044186	  0.489098	  0.231953	  1.469155	  0.679812	  0.154410	  0.952314	  0.685531	    0.290685	    1.444920	    0.860237	  0.357001	  0.946365	  0.820244	   0.285949	   0.858995	   0.870859	   0.350911	   0.679918	   0.971442	    0.418799	    0.483100	    0.849023	    0.421233	    0.411182	    0.849992	   0.425136	   0.304036	   0.896231	  0.417106	  0.069570	  0.841985	  0.529531	  0.015220	  0.863721	  0.308619	  1.448998	  0.691095	  0.361981	  0.953436	  0.679880	   0.357001	   0.946365	   0.820244	   0.366961	   0.960507	   0.539516	  0.412348	  0.070676	  0.797251	  0.524773	  0.016326	  0.818987	  0.462040	  0.046653	  0.806858	  0.417059	  0.485675	  0.794111	  0.415151	  0.317600	  0.795383	  0.361981	  0.953436	  0.679880	  0.284295	  0.841108	  0.774968	  0.344702	  0.679386	  0.783678	  0.278891	  0.850958	  0.578446	  0.182339	  0.470517	  0.546350	  0.234960	  0.677857	  0.563843	 -0.079351	  0.160050	  0.543674	  0.076355	  0.344778	  0.545266	 -0.032687	  0.040333	  0.533408	 -0.058726	  0.107135	  0.539136	  0.350080	  0.019091	  0.785500	 -0.163228	  0.172157	  0.550871	
   323	3.230	  0.166621	  0.953088	  0.687529	  0.369342	  0.948293	  0.822595	  0.298368	  0.860400	  0.872962	  0.362024	  0.680610	  0.973326	  0.427199	  0.482632	  0.850240	  0.428622	  0.410660	  0.850677	  0.430369	  0.303323	  0.896501	  0.417902	  0.069360	  0.841557	  0.529815	  0.014519	  0.864052	  0.378756	  0.962265	  0.541843	  0.252632	  0.884129	  0.495008	  0.227645	  0.678854	  0.383691	  0.203072	  0.470080	  0.491818	  0.172698	  0.420430	  0.484497	  0.086016	  0.347201	  0.440740	 -0.075057	  0.171786	  0.499227	 -0.037220	  0.046173	  0.491598	  0.349590	  0.019819	  0.785745	 -0.148808	  0.185847	  0.552885	  0.302879	  1.445920	  0.863501	  0.243659	  1.470138	  0.683390	  0.338557	  1.454944	  0.525527	    0.337494	    1.454796	    0.525102	  0.378115	  0.962033	  0.541418	   0.251801	   0.884115	   0.495003	   0.228250	   0.678728	   0.383495	    0.204073	    0.469710	    0.491718	    0.174874	    0.419882	    0.484492	   0.088649	   0.346582	   0.440935	 -0.071370	  0.171947	  0.499897	 -0.033002	  0.048930	  0.490406	  0.243421	  1.470203	  0.683232	  0.166037	  0.953186	  0.687546	    0.303086	    1.445848	    0.863252	  0.369261	  0.947644	  0.822102	   0.297917	   0.860167	   0.872748	   0.361457	   0.680326	   0.972889	    0.426254	    0.482617	    0.849998	    0.427209	    0.410690	    0.850688	   0.428789	   0.303496	   0.896680	  0.417689	  0.069395	  0.841714	  0.529757	  0.014746	  0.863984	  0.320290	  1.450322	  0.694177	  0.373688	  0.954839	  0.681760	   0.369261	   0.947644	   0.822102	   0.378115	   0.962033	   0.541418	  0.413529	  0.070689	  0.796925	  0.525596	  0.016040	  0.819196	  0.463063	  0.046534	  0.806769	  0.424175	  0.485219	  0.795098	  0.419863	  0.317334	  0.795838	  0.373688	  0.954839	  0.681760	  0.296348	  0.842236	  0.776806	  0.354510	  0.679793	  0.785129	  0.290793	  0.852234	  0.580296	  0.203972	  0.469285	  0.546717	  0.251289	  0.677992	  0.565017	 -0.063845	  0.167214	  0.544010	  0.095506	  0.346946	  0.545621	 -0.025477	  0.044196	  0.534519	 -0.046886	  0.112840	  0.539815	  0.350503	  0.019204	  0.785514	 -0.147735	  0.184978	  0.551725	
