BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	63
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	l should s.X	l should s.Y	l should s.Z	l asis s.X	l asis s.Y	l asis s.Z	l thigh s.X	l thigh s.Y	l thigh s.Z	l bar 1 s.X	l bar 1 s.Y	l bar 1 s.Z	l knee 1 s.X	l knee 1 s.Y	l knee 1 s.Z	l knee 2 s.X	l knee 2 s.Y	l knee 2 s.Z	l bar 2 s.X	l bar 2 s.Y	l bar 2 s.Z	l mall s.X	l mall s.Y	l mall s.Z	 l met s.X	 l met s.Y	 l met s.Z	    C7 s.X	    C7 s.Y	    C7 s.Z	sacrum s.X	sacrum s.Y	sacrum s.Z	r should s.X	r should s.Y	r should s.Z	r asis s.X	r asis s.Y	r asis s.Z	r thigh s.X	r thigh s.Y	r thigh s.Z	r bar 1 s.X	r bar 1 s.Y	r bar 1 s.Z	r knee 1 s.X	r knee 1 s.Y	r knee 1 s.Z	r knee 2 s.X	r knee 2 s.Y	r knee 2 s.Z	r bar 2 s.X	r bar 2 s.Y	r bar 2 s.Z	r mall s.X	r mall s.Y	r mall s.Z	 r met s.X	 r met s.Y	 r met s.Z	     SHO.X	     SHO.Y	     SHO.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	r asis s2.X	r asis s2.Y	r asis s2.Z	l asis s2.X	l asis s2.Y	l asis s2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	r heel s.X	r heel s.Y	r heel s.Z	l heel s.X	l heel s.Y	l heel s.Z	
   154	1.540	 -1.314328	  0.960798	  0.600886	 -1.118749	  0.945252	  0.752454	 -1.213048	  0.861011	  0.803686	 -1.174042	  0.685431	  0.913513	 -1.146892	  0.467842	  0.804542	 -1.169288	  0.400138	  0.809722	 -1.215322	  0.304007	  0.855659	 -1.278870	  0.079640	  0.802294	 -1.183629	  0.013777	  0.849391	 -1.090900	  0.944775	  0.470697	 -1.206770	  0.873785	  0.426116	 -1.203867	  0.648781	  0.335923	 -1.220720	  0.443697	  0.468475	 -1.230767	  0.385913	  0.473584	 -1.250357	  0.269922	  0.432872	 -1.304616	  0.041103	  0.509026	 -1.194542	  0.006206	  0.483179	 -1.344806	  0.029831	  0.738311	 -1.374680	 -0.006615	  0.561188	 -1.139427	  1.454057	  0.746411	 -1.206685	  1.469465	  0.567618	 -1.130092	  1.430443	  0.404307	   -1.129670	    1.430454	    0.404459	 -1.090815	  0.944729	  0.470729	  -1.206710	   0.873742	   0.426195	  -1.204313	   0.648991	   0.335836	   -1.220732	    0.443695	    0.468469	   -1.230769	    0.385881	    0.473587	  -1.250309	   0.269871	   0.432844	 -1.304608	  0.041084	  0.509032	 -1.194375	  0.006129	  0.483229	 -1.206476	  1.469488	  0.567781	 -1.314115	  0.960837	  0.601064	   -1.139420	    1.454057	    0.746517	 -1.118041	  0.944932	  0.752508	  -1.212757	   0.861138	   0.803894	  -1.174592	   0.685824	   0.913706	   -1.147108	    0.467983	    0.804656	   -1.169102	    0.400221	    0.809675	  -1.214415	   0.303751	   0.855708	 -1.276689	  0.078967	  0.802450	 -1.181349	  0.013947	  0.849255	 -1.134545	  1.442255	  0.575488	 -1.104428	  0.944831	  0.611618	  -1.118041	   0.944932	   0.752508	  -1.090815	   0.944729	   0.470729	 -1.265834	  0.076312	  0.758860	 -1.170493	  0.011292	  0.805664	 -1.223693	  0.047573	  0.779547	 -1.151423	  0.467156	  0.749831	 -1.197759	  0.308864	  0.753488	 -1.104428	  0.944831	  0.611618	 -1.198028	  0.843912	  0.705154	 -1.176823	  0.672488	  0.725482	 -1.188090	  0.844458	  0.508563	 -1.225315	  0.449205	  0.523000	 -1.205028	  0.664618	  0.515132	 -1.308012	  0.046393	  0.553587	 -1.258807	  0.286066	  0.535388	 -1.197780	  0.011439	  0.527784	 -1.259289	  0.030943	  0.542183	 -1.342762	  0.029043	  0.738432	 -1.374640	 -0.006616	  0.561188	
   155	1.550	 -1.312690	  0.960940	  0.600691	 -1.116961	  0.945708	  0.751846	 -1.210300	  0.861457	  0.803603	 -1.168378	  0.686466	  0.913147	 -1.139132	  0.469127	  0.804830	 -1.161613	  0.401458	  0.809700	 -1.208639	  0.305691	  0.855143	 -1.273301	  0.081778	  0.800706	 -1.179167	  0.016439	  0.848852	 -1.089667	  0.944384	  0.470043	 -1.205734	  0.873535	  0.425963	 -1.203620	  0.648623	  0.335577	 -1.220384	  0.443672	  0.468091	 -1.230293	  0.385805	  0.473268	 -1.250094	  0.269770	  0.432650	 -1.304606	  0.041068	  0.509021	 -1.194531	  0.006170	  0.483117	 -1.339530	  0.032611	  0.736377	 -1.374651	 -0.006599	  0.561201	 -1.136099	  1.454153	  0.745519	 -1.202929	  1.469558	  0.566534	 -1.125693	  1.430186	  0.403480	   -1.125464	    1.430210	    0.403580	 -1.089092	  0.944290	  0.470153	  -1.205640	   0.873491	   0.426032	  -1.203975	   0.648793	   0.335537	   -1.220388	    0.443644	    0.468118	   -1.230339	    0.385789	    0.473285	  -1.250097	   0.269753	   0.432634	 -1.304596	  0.041051	  0.509027	 -1.194273	  0.006062	  0.483279	 -1.202672	  1.469587	  0.566710	 -1.312468	  0.960972	  0.600859	   -1.135923	    1.454078	    0.745613	 -1.116264	  0.945392	  0.751865	  -1.210158	   0.861663	   0.803730	  -1.168762	   0.686983	   0.913524	   -1.139434	    0.469199	    0.804758	   -1.161507	    0.401529	    0.809613	  -1.207713	   0.305341	   0.855184	 -1.271353	  0.081229	  0.800978	 -1.176596	  0.015854	  0.848298	 -1.130693	  1.442144	  0.574597	 -1.102678	  0.944841	  0.611009	  -1.116264	   0.945392	   0.751865	  -1.089092	   0.944290	   0.470153	 -1.260316	  0.078618	  0.757431	 -1.165559	  0.013242	  0.804750	 -1.218433	  0.049722	  0.778346	 -1.144222	  0.468193	  0.749976	 -1.191240	  0.310415	  0.752995	 -1.102678	  0.944841	  0.611009	 -1.196145	  0.844267	  0.705048	 -1.172520	  0.673153	  0.725490	 -1.186636	  0.844223	  0.508435	 -1.224790	  0.449136	  0.522666	 -1.203996	  0.664458	  0.514910	 -1.307930	  0.046388	  0.553585	 -1.258461	  0.286023	  0.535188	 -1.197606	  0.011400	  0.527837	 -1.259167	  0.030923	  0.542204	 -1.337352	  0.031742	  0.736583	 -1.374645	 -0.006598	  0.561207	
   156	1.560	 -1.310968	  0.961084	  0.600615	 -1.114940	  0.946027	  0.751246	 -1.207506	  0.862066	  0.803578	 -1.162768	  0.687918	  0.913098	 -1.131468	  0.470403	  0.805019	 -1.153990	  0.402897	  0.809486	 -1.201448	  0.307185	  0.854644	 -1.266902	  0.083714	  0.799366	 -1.173280	  0.018381	  0.847743	 -1.088312	  0.944031	  0.469305	 -1.204607	  0.873238	  0.425856	 -1.203508	  0.648533	  0.335209	 -1.220008	  0.443586	  0.467759	 -1.229855	  0.385697	  0.472968	 -1.249833	  0.269613	  0.432431	 -1.304577	  0.041021	  0.509024	 -1.194260	  0.006048	  0.483255	 -1.333064	  0.034977	  0.734591	 -1.374649	 -0.006558	  0.561219	 -1.132580	  1.454176	  0.744634	 -1.199032	  1.469680	  0.565495	 -1.121366	  1.430002	  0.402653	   -1.121113	    1.429973	    0.402785	 -1.087142	  0.943804	  0.469615	  -1.204545	   0.873235	   0.425906	  -1.203783	   0.648657	   0.335229	   -1.220056	    0.443597	    0.467757	   -1.229916	    0.385689	    0.472992	  -1.249911	   0.269638	   0.432417	 -1.304585	  0.041014	  0.509024	 -1.194155	  0.005976	  0.483329	 -1.198757	  1.469675	  0.565731	 -1.310704	  0.961133	  0.600729	   -1.132377	    1.454068	    0.744791	 -1.114197	  0.945737	  0.751227	  -1.207389	   0.862223	   0.803592	  -1.163133	   0.688272	   0.913442	   -1.131903	    0.470478	    0.804862	   -1.153849	    0.402848	    0.809551	  -1.200559	   0.306765	   0.854671	 -1.265042	  0.083208	  0.799584	 -1.170649	  0.017630	  0.847234	 -1.126745	  1.442021	  0.573788	 -1.100670	  0.944771	  0.610421	  -1.114197	   0.945737	   0.751227	  -1.087142	   0.943804	   0.469615	 -1.253918	  0.080696	  0.756053	 -1.159525	  0.015118	  0.803703	 -1.212196	  0.051710	  0.777114	 -1.137057	  0.469307	  0.750117	 -1.184386	  0.311920	  0.752521	 -1.100670	  0.944771	  0.610421	 -1.194021	  0.844556	  0.704957	 -1.168102	  0.673818	  0.725505	 -1.184992	  0.843974	  0.508322	 -1.224201	  0.449063	  0.522328	 -1.202832	  0.664289	  0.514695	 -1.307829	  0.046375	  0.553586	 -1.258070	  0.285974	  0.534987	 -1.197399	  0.011337	  0.527891	 -1.259019	  0.030888	  0.542229	 -1.330914	  0.034018	  0.734841	 -1.374649	 -0.006582	  0.561230	
   157	1.570	 -1.309087	  0.961252	  0.600573	 -1.112489	  0.946312	  0.750576	 -1.204945	  0.862827	  0.803542	 -1.157238	  0.689723	  0.913362	 -1.124210	  0.471717	  0.804997	 -1.146296	  0.404275	  0.809316	 -1.193820	  0.308450	  0.854137	 -1.259726	  0.085497	  0.798022	 -1.165860	  0.019760	  0.846302	 -1.085837	  0.943471	  0.468963	 -1.203494	  0.872955	  0.425754	 -1.203513	  0.648505	  0.334866	 -1.219697	  0.443501	  0.467483	 -1.229413	  0.385544	  0.472669	 -1.249549	  0.269427	  0.432197	 -1.304566	  0.040966	  0.509018	 -1.193693	  0.005820	  0.483605	 -1.325587	  0.036932	  0.732861	 -1.374647	 -0.006542	  0.561246	 -1.128958	  1.454119	  0.743835	 -1.194949	  1.469826	  0.564618	 -1.116885	  1.429760	  0.401875	   -1.116629	    1.429733	    0.402071	 -1.084939	  0.943263	  0.469122	  -1.203410	   0.872975	   0.425810	  -1.203724	   0.648584	   0.334923	   -1.219745	    0.443558	    0.467393	   -1.229513	    0.385589	    0.472710	  -1.249762	   0.269534	   0.432194	 -1.304580	  0.040979	  0.509023	 -1.194025	  0.005869	  0.483376	 -1.194716	  1.469746	  0.564851	 -1.308815	  0.961321	  0.600656	   -1.128770	    1.454021	    0.744054	 -1.111822	  0.945965	  0.750590	  -1.204474	   0.862812	   0.803458	  -1.157719	   0.689635	   0.913435	   -1.124511	    0.471809	    0.804950	   -1.146108	    0.404147	    0.809499	  -1.192955	   0.307993	   0.854186	 -1.257714	  0.084854	  0.798306	 -1.163461	  0.019217	  0.846092	 -1.122699	  1.441877	  0.573063	 -1.098380	  0.944614	  0.609856	  -1.111822	   0.945965	   0.750590	  -1.084939	   0.943263	   0.469122	 -1.246573	  0.082486	  0.754771	 -1.152321	  0.016849	  0.802557	 -1.204913	  0.053474	  0.775893	 -1.129918	  0.470495	  0.750232	 -1.177163	  0.313351	  0.752070	 -1.098380	  0.944614	  0.609856	 -1.191643	  0.844778	  0.704878	 -1.163558	  0.674479	  0.725514	 -1.183130	  0.843706	  0.508222	 -1.223563	  0.448990	  0.521991	 -1.201527	  0.664110	  0.514487	 -1.307713	  0.046357	  0.553590	 -1.257644	  0.285924	  0.534788	 -1.197158	  0.011247	  0.527944	 -1.258848	  0.030839	  0.542254	 -1.323403	  0.035811	  0.733237	 -1.374652	 -0.006570	  0.561257	
   158	1.580	 -1.307067	  0.961454	  0.600562	 -1.109686	  0.946349	  0.749934	 -1.202059	  0.863614	  0.803509	 -1.152246	  0.691406	  0.913578	 -1.117108	  0.473092	  0.804992	 -1.138481	  0.405568	  0.809382	 -1.185732	  0.309487	  0.853687	 -1.251454	  0.086954	  0.796675	 -1.157353	  0.020812	  0.844394	 -1.081880	  0.942532	  0.469123	 -1.202328	  0.872687	  0.425683	 -1.203657	  0.648502	  0.334569	 -1.219371	  0.443497	  0.467023	 -1.229098	  0.385476	  0.472413	 -1.249477	  0.269355	  0.431964	 -1.304569	  0.040936	  0.509011	 -1.193566	  0.005660	  0.483656	 -1.317087	  0.038235	  0.731367	 -1.374640	 -0.006562	  0.561276	 -1.125178	  1.454026	  0.743133	 -1.190765	  1.469900	  0.563895	 -1.112139	  1.429482	  0.401232	   -1.112031	    1.429490	    0.401441	 -1.082590	  0.942696	  0.468647	  -1.202219	   0.872717	   0.425739	  -1.203765	   0.648564	   0.334634	   -1.219455	    0.443524	    0.467029	   -1.229134	    0.385494	    0.472443	  -1.249665	   0.269452	   0.431969	 -1.304581	  0.040946	  0.509022	 -1.193931	  0.005755	  0.483388	 -1.190554	  1.469794	  0.564070	 -1.306803	  0.961534	  0.600628	   -1.125071	    1.453927	    0.743401	 -1.109169	  0.946085	  0.749957	  -1.201403	   0.863415	   0.803313	  -1.152507	   0.691003	   0.913460	   -1.117224	    0.473179	    0.805011	   -1.138261	    0.405401	    0.809463	  -1.184918	   0.309012	   0.853741	 -1.249358	  0.086139	  0.797175	 -1.155044	  0.020585	  0.844933	 -1.118551	  1.441708	  0.572421	 -1.095879	  0.944390	  0.609302	  -1.109169	   0.946085	   0.749957	  -1.082590	   0.942696	   0.468647	 -1.238241	  0.083947	  0.753625	 -1.143927	  0.018392	  0.801383	 -1.196554	  0.054972	  0.774734	 -1.122768	  0.471745	  0.750310	 -1.169535	  0.314687	  0.751652	 -1.095879	  0.944390	  0.609302	 -1.189075	  0.844940	  0.704793	 -1.158906	  0.675136	  0.725503	 -1.181109	  0.843435	  0.508117	 -1.222887	  0.448917	  0.521656	 -1.200118	  0.663929	  0.514278	 -1.307574	  0.046334	  0.553598	 -1.257185	  0.285871	  0.534593	 -1.196924	  0.011143	  0.527964	 -1.258667	  0.030780	  0.542268	 -1.314796	  0.037075	  0.731797	 -1.374654	 -0.006565	  0.561290	
   159	1.590	 -1.304896	  0.961719	  0.600604	 -1.106579	  0.946048	  0.749350	 -1.198513	  0.864178	  0.803337	 -1.147170	  0.692674	  0.913712	 -1.110020	  0.474526	  0.805115	 -1.130587	  0.406770	  0.809560	 -1.177357	  0.310312	  0.853179	 -1.242256	  0.088034	  0.795727	 -1.147832	  0.022038	  0.843222	 -1.079518	  0.941989	  0.468389	 -1.201160	  0.872461	  0.425663	 -1.203839	  0.648525	  0.334290	 -1.219143	  0.443514	  0.466593	 -1.228787	  0.385408	  0.472145	 -1.249521	  0.269341	  0.431734	 -1.304521	  0.040869	  0.509022	 -1.193846	  0.005648	  0.483443	 -1.307324	  0.038948	  0.730100	 -1.374652	 -0.006564	  0.561316	 -1.121464	  1.453891	  0.742662	 -1.186590	  1.469907	  0.563216	 -1.107499	  1.429247	  0.400680	   -1.107345	    1.429253	    0.400898	 -1.080243	  0.942142	  0.468149	  -1.200960	   0.872467	   0.425693	  -1.203842	   0.648574	   0.334376	   -1.219189	    0.443489	    0.466687	   -1.228766	    0.385404	    0.472193	  -1.249622	   0.269396	   0.431747	 -1.304588	  0.040916	  0.509024	 -1.193899	  0.005649	  0.483349	 -1.186272	  1.469813	  0.563385	 -1.304664	  0.961766	  0.600633	   -1.121275	    1.453767	    0.742829	 -1.106310	  0.946138	  0.749333	  -1.198177	   0.864013	   0.803140	  -1.147443	   0.692329	   0.913476	   -1.110015	    0.474576	    0.805032	   -1.130311	    0.406596	    0.809428	  -1.176478	   0.309828	   0.853336	 -1.239981	  0.087038	  0.796224	 -1.145415	  0.021741	  0.843859	 -1.114310	  1.441510	  0.571864	 -1.093277	  0.944140	  0.608741	  -1.106310	   0.946138	   0.749333	  -1.080243	   0.942142	   0.468149	 -1.228905	  0.085037	  0.752654	 -1.134339	  0.019740	  0.800289	 -1.187107	  0.056176	  0.773709	 -1.115597	  0.473047	  0.750337	 -1.161487	  0.315903	  0.751276	 -1.093277	  0.944140	  0.608741	 -1.186408	  0.845070	  0.704690	 -1.154189	  0.675800	  0.725459	 -1.179021	  0.843182	  0.507995	 -1.222207	  0.448841	  0.521343	 -1.198671	  0.663757	  0.514068	 -1.307399	  0.046302	  0.553612	 -1.256710	  0.285813	  0.534412	 -1.196710	  0.011035	  0.527937	 -1.258475	  0.030714	  0.542264	 -1.305080	  0.037789	  0.730547	 -1.374654	 -0.006564	  0.561329	
   160	1.600	 -1.302642	  0.962015	  0.600655	 -1.103330	  0.945944	  0.748726	 -1.194649	  0.864406	  0.802841	 -1.142198	  0.693686	  0.913657	 -1.102892	  0.475999	  0.805171	 -1.122576	  0.407871	  0.809559	 -1.168411	  0.310786	  0.852776	 -1.231657	  0.088507	  0.795285	 -1.137152	  0.023230	  0.842735	 -1.077817	  0.941504	  0.467403	 -1.199872	  0.872215	  0.425658	 -1.204106	  0.648609	  0.334064	 -1.218919	  0.443487	  0.466239	 -1.228428	  0.385301	  0.471941	 -1.249631	  0.269383	  0.431501	 -1.304583	  0.040882	  0.509037	 -1.194206	  0.005659	  0.483117	 -1.296431	  0.039097	  0.729109	 -1.374665	 -0.006565	  0.561362	 -1.117722	  1.453722	  0.742292	 -1.182133	  1.469851	  0.562612	 -1.102715	  1.428995	  0.400291	   -1.102581	    1.429026	    0.400447	 -1.077907	  0.941605	  0.467663	  -1.199623	   0.872229	   0.425669	  -1.203902	   0.648603	   0.334161	   -1.218935	    0.443447	    0.466381	   -1.228391	    0.385313	    0.471968	  -1.249621	   0.269362	   0.431532	 -1.304606	  0.040894	  0.509029	 -1.193890	  0.005540	  0.483280	 -1.181862	  1.469802	  0.562795	 -1.302403	  0.962004	  0.600661	   -1.117376	    1.453528	    0.742325	 -1.103344	  0.946202	  0.748725	  -1.194840	   0.864599	   0.802939	  -1.142503	   0.693598	   0.913446	   -1.102866	    0.475992	    0.804996	   -1.122263	    0.407723	    0.809370	  -1.167667	   0.310461	   0.852977	 -1.229588	  0.087538	  0.795452	 -1.134594	  0.022700	  0.842924	 -1.109979	  1.441277	  0.571386	 -1.090625	  0.943904	  0.608194	  -1.103344	   0.946202	   0.748725	  -1.077907	   0.941605	   0.467663	 -1.218548	  0.085732	  0.751865	 -1.123555	  0.020894	  0.799337	 -1.176561	  0.057074	  0.772847	 -1.108409	  0.474391	  0.750300	 -1.153015	  0.316984	  0.750934	 -1.090625	  0.943904	  0.608194	 -1.183686	  0.845215	  0.704603	 -1.149435	  0.676490	  0.725395	 -1.176883	  0.842941	  0.507891	 -1.221532	  0.448756	  0.521063	 -1.197198	  0.663587	  0.513884	 -1.307198	  0.046266	  0.553631	 -1.256226	  0.285748	  0.534253	 -1.196482	  0.010913	  0.527883	 -1.258262	  0.030640	  0.542251	 -1.294270	  0.037952	  0.729502	 -1.374654	 -0.006566	  0.561375	
   161	1.610	 -1.300238	  0.962328	  0.600682	 -1.100009	  0.946032	  0.748047	 -1.191411	  0.865079	  0.802574	 -1.137601	  0.694721	  0.913492	 -1.095716	  0.477445	  0.805084	 -1.114264	  0.408889	  0.809344	 -1.158990	  0.311061	  0.852603	 -1.219995	  0.088404	  0.794674	 -1.124919	  0.023862	  0.841790	 -1.075828	  0.941053	  0.466837	 -1.198357	  0.871935	  0.425599	 -1.204194	  0.648671	  0.333874	 -1.218702	  0.443465	  0.465936	 -1.228081	  0.385241	  0.471708	 -1.249665	  0.269345	  0.431307	 -1.304676	  0.040914	  0.509032	 -1.193715	  0.005374	  0.483275	 -1.284493	  0.038636	  0.728245	 -1.374687	 -0.006556	  0.561406	 -1.113667	  1.453457	  0.741861	 -1.177448	  1.469754	  0.562117	 -1.097917	  1.428741	  0.399956	   -1.097739	    1.428816	    0.400086	 -1.075557	  0.941082	  0.467231	  -1.198194	   0.872008	   0.425662	  -1.203885	   0.648637	   0.333993	   -1.218682	    0.443395	    0.466118	   -1.227993	    0.385219	    0.471768	  -1.249636	   0.269338	   0.431331	 -1.304630	  0.040874	  0.509037	 -1.193866	  0.005417	  0.483203	 -1.177326	  1.469759	  0.562300	 -1.300019	  0.962228	  0.600702	   -1.113354	    1.453210	    0.741885	 -1.100332	  0.946305	  0.748147	  -1.191436	   0.865188	   0.802744	  -1.137630	   0.694811	   0.913357	   -1.095761	    0.477412	    0.804900	   -1.114115	    0.408780	    0.809273	  -1.158533	   0.310947	   0.852666	 -1.218216	  0.087643	  0.794831	 -1.122635	  0.023494	  0.842141	 -1.105546	  1.441013	  0.570985	 -1.087945	  0.943694	  0.607689	  -1.100332	   0.946305	   0.748147	  -1.075557	   0.941082	   0.467231	 -1.207173	  0.086024	  0.751237	 -1.111592	  0.021875	  0.798547	 -1.164926	  0.057670	  0.772148	 -1.101225	  0.475760	  0.750197	 -1.144134	  0.317917	  0.750618	 -1.087945	  0.943694	  0.607689	 -1.180931	  0.845385	  0.704558	 -1.144664	  0.677206	  0.725323	 -1.174684	  0.842701	  0.507832	 -1.220871	  0.448663	  0.520821	 -1.195699	  0.663414	  0.513742	 -1.306977	  0.046226	  0.553656	 -1.255744	  0.285676	  0.534119	 -1.196213	  0.010768	  0.527822	 -1.258019	  0.030554	  0.542237	 -1.282399	  0.037579	  0.728667	 -1.374653	 -0.006567	  0.561428	
   162	1.620	 -1.297782	  0.962567	  0.600730	 -1.097013	  0.946289	  0.747407	 -1.188013	  0.865793	  0.802461	 -1.132912	  0.695847	  0.913262	 -1.088484	  0.478849	  0.804915	 -1.105850	  0.409861	  0.809206	 -1.149429	  0.311382	  0.852414	 -1.207611	  0.087907	  0.794001	 -1.111474	  0.024157	  0.841160	 -1.073639	  0.940637	  0.466564	 -1.196831	  0.871748	  0.425600	 -1.204098	  0.648687	  0.333736	 -1.218484	  0.443362	  0.465785	 -1.227697	  0.385168	  0.471490	 -1.249683	  0.269302	  0.431098	 -1.304666	  0.040864	  0.509019	 -1.193842	  0.005284	  0.483148	 -1.271483	  0.037623	  0.727596	 -1.374646	 -0.006585	  0.561477	 -1.109342	  1.453027	  0.741431	 -1.172941	  1.469721	  0.561693	 -1.092977	  1.428532	  0.399628	   -1.092807	    1.428623	    0.399815	 -1.073173	  0.940567	  0.466858	  -1.196671	   0.871809	   0.425667	  -1.203739	   0.648662	   0.333871	   -1.218412	    0.443329	    0.465900	   -1.227558	    0.385118	    0.471598	  -1.249650	   0.269320	   0.431150	 -1.304650	  0.040854	  0.509054	 -1.193853	  0.005293	  0.483108	 -1.172681	  1.469689	  0.561897	 -1.297515	  0.962419	  0.600756	   -1.109197	    1.452802	    0.741514	 -1.097332	  0.946455	  0.747616	  -1.187951	   0.865770	   0.802574	  -1.132732	   0.695979	   0.913219	   -1.088688	    0.478821	    0.804741	   -1.105896	    0.409774	    0.809129	  -1.149126	   0.311328	   0.852395	 -1.205942	  0.087407	  0.794364	 -1.109610	  0.024174	  0.841547	 -1.101002	  1.440712	  0.570665	 -1.085253	  0.943511	  0.607237	  -1.097332	   0.946455	   0.747616	  -1.073173	   0.940567	   0.466858	 -1.194843	  0.085959	  0.750778	 -1.098511	  0.022726	  0.797961	 -1.152265	  0.058010	  0.771633	 -1.094073	  0.477133	  0.750031	 -1.134885	  0.318708	  0.750334	 -1.085253	  0.943511	  0.607237	 -1.178157	  0.845577	  0.704562	 -1.139899	  0.677935	  0.725250	 -1.172428	  0.842453	  0.507827	 -1.220230	  0.448560	  0.520621	 -1.194178	  0.663232	  0.513649	 -1.306731	  0.046177	  0.553690	 -1.255263	  0.285595	  0.534014	 -1.195934	  0.010615	  0.527743	 -1.257759	  0.030458	  0.542221	 -1.269515	  0.036715	  0.728046	 -1.374649	 -0.006568	  0.561488	
   163	1.630	 -1.295119	  0.962704	  0.600797	 -1.094434	  0.946671	  0.746917	 -1.184618	  0.866471	  0.802380	 -1.128206	  0.697163	  0.912984	 -1.081455	  0.480292	  0.804631	 -1.097644	  0.410817	  0.809078	 -1.139774	  0.311690	  0.852177	 -1.194308	  0.087208	  0.793592	 -1.097175	  0.024778	  0.840904	 -1.071129	  0.940171	  0.466498	 -1.195249	  0.871590	  0.425698	 -1.203843	  0.648705	  0.333723	 -1.218282	  0.443260	  0.465731	 -1.227222	  0.385051	  0.471378	 -1.249756	  0.269323	  0.430926	 -1.304666	  0.040822	  0.509040	 -1.194201	  0.005298	  0.482855	 -1.257451	  0.036132	  0.727203	 -1.374621	 -0.006590	  0.561548	 -1.105146	  1.452437	  0.740982	 -1.168182	  1.469684	  0.561404	 -1.087930	  1.428414	  0.399421	   -1.087774	    1.428445	    0.399637	 -1.070710	  0.940048	  0.466543	  -1.195040	   0.871620	   0.425684	  -1.203422	   0.648674	   0.333793	   -1.218106	    0.443246	    0.465729	   -1.227069	    0.385001	    0.471464	  -1.249638	   0.269301	   0.430995	 -1.304668	  0.040837	  0.509082	 -1.193823	  0.005164	  0.483013	 -1.167915	  1.469585	  0.561591	 -1.294888	  0.962562	  0.600820	   -1.104900	    1.452310	    0.741232	 -1.094359	  0.946642	  0.747142	  -1.184401	   0.866330	   0.802440	  -1.127717	   0.697127	   0.913055	   -1.081652	    0.480206	    0.804513	   -1.097656	    0.410715	    0.808927	  -1.139484	   0.311626	   0.852155	 -1.192837	  0.086891	  0.794057	 -1.095635	  0.024809	  0.841151	 -1.096337	  1.440377	  0.570435	 -1.082535	  0.943345	  0.606843	  -1.094359	   0.946642	   0.747142	  -1.070710	   0.940048	   0.466543	 -1.181648	  0.085603	  0.750489	 -1.084446	  0.023521	  0.797583	 -1.138684	  0.058163	  0.771305	 -1.087010	  0.478486	  0.749801	 -1.125338	  0.319369	  0.750080	 -1.082535	  0.943345	  0.606843	 -1.175351	  0.845777	  0.704619	 -1.135155	  0.678660	  0.725177	 -1.170096	  0.842184	  0.507879	 -1.219600	  0.448443	  0.520463	 -1.192621	  0.663031	  0.513604	 -1.306472	  0.046124	  0.553734	 -1.254783	  0.285504	  0.533938	 -1.195627	  0.010451	  0.527665	 -1.257479	  0.030357	  0.542211	 -1.255679	  0.035425	  0.727640	 -1.374644	 -0.006564	  0.561554	
