BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   260	2.600	 -9.143177	  1.787673	 -0.933695	 -1.707664	-10.025537	 -3.280846	 -5.082949	  0.910002	 -4.477919	  0.605900	  2.978163	 -2.442909	  2.246723	  5.851369	  2.293665	 -2.246723	 -5.851369	  2.293665	  2.788777	  0.338009	  9.643189	 -2.788777	 -0.338009	  9.643189	  0.765434	  5.486874	 -7.283547	 -0.765434	 -5.486874	 -7.283547	-24.609373	-180.000000	 90.000000	 14.125671	  0.000002	 90.000000	  1.546035	-12.205798	  2.053216	  1.054034	 -8.356535	  3.832296	
   261	2.610	 -9.152110	  1.791893	 -0.938926	 -1.685121	-10.036927	 -3.255181	 -5.087589	  0.921725	 -4.452345	  0.601539	  2.968975	 -2.429393	  2.258431	  5.857465	  2.314939	 -2.258431	 -5.857465	  2.314939	  2.793505	  0.340707	  9.699698	 -2.793505	 -0.340707	  9.699698	  0.760612	  5.490273	 -7.319327	 -0.760612	 -5.490273	 -7.319327	-24.604542	-180.000000	 90.000000	 14.112030	 -0.000017	 90.000000	  1.542858	-12.204812	  2.048886	  1.057372	 -8.352813	  3.859166	
   262	2.620	 -9.150295	  1.793504	 -0.953812	 -1.683751	-10.038952	 -3.241297	 -5.094298	  0.923445	 -4.450773	  0.599054	  2.967999	 -2.452772	  2.272774	  5.856681	  2.334170	 -2.272774	 -5.856681	  2.334170	  2.790249	  0.343029	  9.712818	 -2.790249	 -0.343029	  9.712818	  0.744665	  5.487651	 -7.314943	 -0.744665	 -5.487651	 -7.314943	-24.603735	-180.000000	 90.000000	 14.107889	  0.000009	 90.000000	  1.539432	-12.183185	  2.036223	  1.055786	 -8.347856	  3.849420	
   263	2.630	 -9.167472	  1.790652	 -0.932200	 -1.670857	-10.044988	 -3.207683	 -5.098618	  0.926011	 -4.430942	  0.588226	  2.970692	 -2.453733	  2.278984	  5.860266	  2.347692	 -2.278984	 -5.860266	  2.347692	  2.798869	  0.347109	  9.745113	 -2.798869	 -0.347109	  9.745113	  0.748363	  5.486880	 -7.333380	 -0.748363	 -5.486880	 -7.333380	-24.591885	180.000000	 90.000000	 14.097419	 -0.000004	 90.000000	  1.540297	-12.162807	  2.038285	  1.059403	 -8.329329	  3.835841	
   264	2.640	 -9.140279	  1.795044	 -0.915880	 -1.692228	-10.058085	 -3.188979	 -5.105803	  0.937557	 -4.418328	  0.577518	  2.971736	 -2.454436	  2.282399	  5.869872	  2.358795	 -2.282399	 -5.869872	  2.358795	  2.794176	  0.347281	  9.747452	 -2.794176	 -0.347281	  9.747452	  0.741690	  5.496502	 -7.325269	 -0.741690	 -5.496502	 -7.325269	-24.593870	180.000000	 90.000000	 14.115551	  0.000007	 90.000000	  1.544201	-12.171000	  2.043715	  1.062197	 -8.317381	  3.820904	
   265	2.650	 -9.145479	  1.799994	 -0.925827	 -1.691968	-10.065223	 -3.184859	 -5.113397	  0.944210	 -4.424633	  0.590812	  2.974899	 -2.475893	  2.292548	  5.873012	  2.365441	 -2.292548	 -5.873012	  2.365441	  2.784740	  0.349077	  9.764141	 -2.784740	 -0.349077	  9.764141	  0.722730	  5.498588	 -7.337250	 -0.722730	 -5.498588	 -7.337250	-24.608776	180.000000	 90.000000	 14.133424	  0.000020	 90.000000	  1.540540	-12.142163	  2.029680	  1.060556	 -8.335479	  3.814408	
   266	2.660	 -9.154053	  1.800977	 -0.935859	 -1.675090	-10.062594	 -3.180173	 -5.097372	  0.944146	 -4.438203	  0.606903	  2.970975	 -2.501034	  2.304379	  5.869237	  2.373678	 -2.304379	 -5.869237	  2.373678	  2.775218	  0.352565	  9.764899	 -2.775218	 -0.352565	  9.764899	  0.701781	  5.492135	 -7.331978	 -0.701781	 -5.492135	 -7.331978	-24.617926	-180.000000	 90.000000	 14.110831	 -0.000010	 90.000000	  1.539931	-12.131317	  2.026374	  1.061221	 -8.377091	  3.822515	
   267	2.670	 -9.140478	  1.801235	 -0.947135	 -1.665459	-10.057372	 -3.175040	 -5.118414	  0.936330	 -4.439984	  0.547264	  2.977625	 -2.527607	  2.318573	  5.864126	  2.383961	 -2.318573	 -5.864126	  2.383961	  2.794415	  0.350407	  9.789732	 -2.794415	 -0.350407	  9.789732	  0.707665	  5.488845	 -7.346024	 -0.707665	 -5.488845	 -7.346024	-24.620310	180.000000	 90.000000	 14.099058	 -0.000006	 90.000000	  1.541049	-12.144489	  2.028204	  1.053140	 -8.306166	  3.807701	
   268	2.680	 -9.149562	  1.800958	 -0.957655	 -1.674005	-10.055585	 -3.180688	 -5.111943	  0.933296	 -4.450672	  0.531119	  2.978972	 -2.543527	  2.320810	  5.862228	  2.383946	 -2.320810	 -5.862228	  2.383946	  2.805918	  0.350490	  9.787574	 -2.805918	 -0.350490	  9.787574	  0.716879	  5.486472	 -7.342960	 -0.716879	 -5.486472	 -7.342960	-24.613869	-180.000000	 90.000000	 14.089804	  0.000002	 90.000000	  1.538831	-12.131554	  2.030930	  1.050456	 -8.282168	  3.791827	
   269	2.690	 -9.150209	  1.800159	 -0.987650	 -1.673048	-10.049328	 -3.206095	 -5.115788	  0.926551	 -4.481383	  0.566542	  2.988203	 -2.576542	  2.326578	  5.857821	  2.383895	 -2.326578	 -5.857821	  2.383895	  2.819274	  0.346712	  9.760036	 -2.819274	 -0.346712	  9.760036	  0.724463	  5.485520	 -7.314739	 -0.724463	 -5.485520	 -7.314739	-24.611782	-180.000000	 90.000000	 14.102894	  0.000006	 90.000000	  1.535081	-12.124365	  2.025260	  1.050133	 -8.320503	  3.784806	
   270	2.700	 -9.117541	  1.802248	 -0.988673	 -1.689291	-10.054469	 -3.204336	 -5.137573	  0.930266	 -4.469496	  0.535932	  2.989221	 -2.566722	  2.330895	  5.861470	  2.393652	 -2.330895	 -5.861470	  2.393652	  2.824747	  0.344363	  9.772494	 -2.824747	 -0.344363	  9.772494	  0.726818	  5.491339	 -7.317223	 -0.726818	 -5.491339	 -7.317223	-24.616650	-180.000000	 90.000000	 14.103261	 -0.000018	 90.000000	  1.536483	-12.147066	  2.034106	  1.048736	 -8.276113	  3.801902	
   271	2.710	 -9.089456	  1.806634	 -0.973205	 -1.689211	-10.070354	 -3.198085	 -5.143032	  0.943850	 -4.469010	  0.583589	  2.989243	 -2.568183	  2.335051	  5.872892	  2.401571	 -2.335051	 -5.872892	  2.401571	  2.827414	  0.345353	  9.771646	 -2.827414	 -0.345353	  9.771646	  0.726534	  5.501725	 -7.308430	 -0.726534	 -5.501725	 -7.308430	-24.606846	-180.000000	 90.000000	 14.112375	 -0.000003	 90.000000	  1.536746	-12.191972	  2.057697	  1.049169	 -8.329109	  3.815631	
   272	2.720	 -9.070603	  1.809886	 -0.966432	 -1.708018	-10.088099	 -3.203799	 -5.148520	  0.963642	 -4.479294	  0.615571	  2.986928	 -2.572258	  2.334849	  5.888147	  2.398789	 -2.334849	 -5.888147	  2.398789	  2.825811	  0.341400	  9.759402	 -2.825811	 -0.341400	  9.759402	  0.725689	  5.521010	 -7.298913	 -0.725689	 -5.521010	 -7.298913	-24.618029	180.000000	 90.000000	 14.102078	  0.000010	 90.000000	  1.542968	-12.199596	  2.076077	  1.048305	 -8.340508	  3.817304	
   273	2.730	 -9.080944	  1.809905	 -0.980053	 -1.696802	-10.094433	 -3.214604	 -5.151530	  0.970431	 -4.483771	  0.614069	  2.981572	 -2.568888	  2.339697	  5.892395	  2.396245	 -2.339697	 -5.892395	  2.396245	  2.838914	  0.341691	  9.760321	 -2.838914	 -0.341691	  9.760321	  0.733899	  5.524642	 -7.301488	 -0.733899	 -5.524642	 -7.301488	-24.609564	180.000000	 90.000000	 14.084404	 -0.000013	 90.000000	  1.541958	-12.196645	  2.076282	  1.045651	 -8.330999	  3.836060	
   274	2.740	 -9.129152	  1.807250	 -0.987568	 -1.680678	-10.086166	 -3.221230	 -5.144050	  0.960132	 -4.479591	  0.596705	  2.983364	 -2.541917	  2.340818	  5.885248	  2.390840	 -2.340818	 -5.885248	  2.390840	  2.833918	  0.338659	  9.744555	 -2.833918	 -0.338659	  9.744555	  0.727058	  5.520862	 -7.291859	 -0.727058	 -5.520862	 -7.291859	-24.612783	180.000000	 90.000000	 14.080002	 -0.000001	 90.000000	  1.538471	-12.169271	  2.071221	  1.047769	 -8.326462	  3.855744	
   275	2.750	 -9.120068	  1.806681	 -0.997379	 -1.666278	-10.079306	 -3.240916	 -5.168797	  0.957445	 -4.496010	  0.634874	  2.981022	 -2.536793	  2.351341	  5.880252	  2.385468	 -2.351341	 -5.880252	  2.385468	  2.842778	  0.334114	  9.700813	 -2.842778	 -0.334114	  9.700813	  0.724852	  5.520551	 -7.253727	 -0.724852	 -5.520551	 -7.253727	-24.616482	-180.000000	 90.000000	 14.078388	  0.000019	 90.000000	  1.541007	-12.185217	  2.074417	  1.055513	 -8.361450	  3.875627	
   276	2.760	 -9.096720	  1.810424	 -0.997455	 -1.663266	-10.073545	 -3.253581	 -5.164434	  0.950287	 -4.514105	  0.615406	  2.984645	 -2.554404	  2.359489	  5.873410	  2.378454	 -2.359489	 -5.873410	  2.378454	  2.847075	  0.332176	  9.682691	 -2.847075	 -0.332176	  9.682691	  0.720099	  5.515904	 -7.243124	 -0.720099	 -5.515904	 -7.243124	-24.619604	180.000000	 90.000000	 14.095575	  0.000006	 90.000000	  1.541726	-12.204924	  2.088590	  1.048524	 -8.361127	  3.875975	
   277	2.770	 -9.108860	  1.809407	 -0.997944	 -1.653214	-10.069111	 -3.264937	 -5.165556	  0.945424	 -4.526793	  0.604734	  2.988182	 -2.546853	  2.366927	  5.869178	  2.368466	 -2.366927	 -5.869178	  2.368466	  2.849053	  0.330647	  9.687506	 -2.849053	 -0.330647	  9.687506	  0.713539	  5.513561	 -7.258579	 -0.713539	 -5.513561	 -7.258579	-24.618553	-180.000000	 90.000000	 14.093885	 -0.000009	 90.000000	  1.536717	-12.188492	  2.089293	  1.047787	 -8.339277	  3.878407	
   278	2.780	 -9.076346	  1.808788	 -0.979076	 -1.671372	-10.078743	 -3.268561	 -5.166781	  0.956655	 -4.528766	  0.617820	  2.983521	 -2.523360	  2.371733	  5.876600	  2.364235	 -2.371733	 -5.876600	  2.364235	  2.857374	  0.329751	  9.678505	 -2.857374	 -0.329751	  9.678505	  0.717012	  5.521774	 -7.253372	 -0.717012	 -5.521774	 -7.253372	-24.603924	-180.000000	 90.000000	 14.087860	 -0.000004	 90.000000	  1.537210	-12.199059	  2.101806	  1.053942	 -8.347609	  3.900769	
   279	2.790	 -9.038744	  1.808220	 -0.980444	 -1.684408	-10.073696	 -3.294764	 -5.182084	  0.951407	 -4.556769	  0.608765	  2.990004	 -2.535974	  2.377866	  5.872878	  2.352883	 -2.377866	 -5.872878	  2.352883	  2.865971	  0.327588	  9.670084	 -2.865971	 -0.327588	  9.670084	  0.718322	  5.520255	 -7.256140	 -0.718322	 -5.520255	 -7.256140	-24.602785	180.000000	 90.000000	 14.097416	  0.000005	 90.000000	  1.540899	-12.228998	  2.122816	  1.051285	 -8.341910	  3.924852	
   280	2.800	 -9.045219	  1.808295	 -0.972613	 -1.675655	-10.076207	 -3.296584	 -5.162973	  0.954519	 -4.566111	  0.603314	  2.988601	 -2.535949	  2.383004	  5.874722	  2.347341	 -2.383004	 -5.874722	  2.347341	  2.861401	  0.326748	  9.663142	 -2.861401	 -0.326748	  9.663142	  0.708156	  5.523415	 -7.255733	 -0.708156	 -5.523415	 -7.255733	-24.605234	-180.000000	 90.000000	 14.101664	 -0.000012	 90.000000	  1.542658	-12.223517	  2.141367	  1.045020	 -8.366112	  3.928499	
   281	2.810	 -9.024537	  1.809634	 -0.987240	 -1.696400	-10.079311	 -3.329367	 -5.167946	  0.957568	 -4.608613	  0.620624	  2.989599	 -2.564547	  2.394906	  5.876025	  2.332235	 -2.394906	 -5.876025	  2.332235	  2.860279	  0.323668	  9.683105	 -2.860279	 -0.323668	  9.683105	  0.693804	  5.528523	 -7.292176	 -0.693804	 -5.528523	 -7.292176	-24.605618	180.000000	 90.000000	 14.097308	  0.000008	 90.000000	  1.538609	-12.203934	  2.136176	  1.043711	 -8.386581	  3.921731	
   282	2.820	 -9.040813	  1.807946	 -0.968781	 -1.696837	-10.076271	 -3.330663	 -5.152588	  0.956230	 -4.609280	  0.614770	  2.983827	 -2.552999	  2.392800	  5.873916	  2.325787	 -2.392800	 -5.873916	  2.325787	  2.857927	  0.319596	  9.651151	 -2.857927	 -0.319596	  9.651151	  0.693017	  5.530572	 -7.266734	 -0.693017	 -5.530572	 -7.266734	-24.610401	180.000000	 90.000000	 14.081653	  0.000007	 90.000000	  1.539816	-12.206850	  2.146564	  1.045340	 -8.388450	  3.937215	
   283	2.830	 -9.045561	  1.803401	 -0.963329	 -1.691642	-10.076122	 -3.327566	 -5.127843	  0.957985	 -4.599146	  0.595435	  2.976503	 -2.534763	  2.386441	  5.874447	  2.321705	 -2.386441	 -5.874447	  2.321705	  2.858397	  0.316946	  9.636419	 -2.858397	 -0.316946	  9.636419	  0.699609	  5.533516	 -7.255386	 -0.699609	 -5.533516	 -7.255386	-24.598846	-180.000000	 90.000000	 14.069633	 -0.000004	 90.000000	  1.537318	-12.208493	  2.144311	  1.046994	 -8.387429	  3.948177	
   284	2.840	 -9.033682	  1.799619	 -0.959551	 -1.714705	-10.077049	 -3.334187	 -5.131518	  0.960456	 -4.613786	  0.623948	  2.980656	 -2.531132	  2.391099	  5.877091	  2.318083	 -2.391099	 -5.877091	  2.318083	  2.857583	  0.315001	  9.657999	 -2.857583	 -0.315001	  9.657999	  0.693955	  5.538373	 -7.281125	 -0.693955	 -5.538373	 -7.281125	-24.601801	180.000000	 90.000000	 14.081839	 -0.000009	 90.000000	  1.544254	-12.193611	  2.159084	  1.047398	 -8.422284	  3.958095	
   285	2.850	 -9.068531	  1.796730	 -0.973150	 -1.700869	-10.073752	 -3.338895	 -5.136625	  0.961987	 -4.620789	  0.624973	  2.977763	 -2.538308	  2.401181	  5.875267	  2.321946	 -2.401181	 -5.875267	  2.321946	  2.875385	  0.310706	  9.643395	 -2.875385	 -0.310706	  9.643395	  0.702184	  5.540473	 -7.261856	 -0.702184	 -5.540473	 -7.261856	-24.606459	180.000000	 90.000000	 14.083805	  0.000007	 90.000000	  1.543430	-12.167253	  2.151510	  1.046799	 -8.421726	  3.954557	
   286	2.860	 -9.111860	  1.793024	 -0.991804	 -1.688881	-10.065381	 -3.349486	 -5.151903	  0.955337	 -4.633220	  0.618613	  2.980174	 -2.553001	  2.408586	  5.869489	  2.323573	 -2.408586	 -5.869489	  2.323573	  2.881975	  0.309120	  9.603218	 -2.881975	 -0.309120	  9.603218	  0.701348	  5.536300	 -7.220192	 -0.701348	 -5.536300	 -7.220192	-24.616112	-180.000000	 90.000000	 14.082105	 -0.000010	 90.000000	  1.545174	-12.128265	  2.132330	  1.044301	 -8.409726	  3.946183	
   287	2.870	 -9.090446	  1.795121	 -0.991162	 -1.707284	-10.074664	 -3.351878	 -5.152205	  0.960935	 -4.638815	  0.627179	  2.986124	 -2.559110	  2.411179	  5.877075	  2.328693	 -2.411179	 -5.877075	  2.328693	  2.886518	  0.304271	  9.581302	 -2.886518	 -0.304271	  9.581302	  0.704322	  5.548580	 -7.192819	 -0.704322	 -5.548580	 -7.192819	-24.623465	-180.000000	 90.000000	 14.093673	 -0.000002	 90.000000	  1.543944	-12.125198	  2.137890	  1.045617	 -8.429714	  3.957166	
   288	2.880	 -9.078615	  1.797594	 -0.988275	 -1.692659	-10.082452	 -3.340068	 -5.149572	  0.967554	 -4.622899	  0.586467	  2.986603	 -2.552636	  2.415889	  5.881698	  2.337047	 -2.415889	 -5.881698	  2.337047	  2.901194	  0.295595	  9.584470	 -2.901194	 -0.295595	  9.584470	  0.715696	  5.561347	 -7.186482	 -0.715696	 -5.561347	 -7.186482	-24.624941	-180.000000	 90.000000	 14.104921	  0.000009	 90.000000	  1.539718	-12.154957	  2.138423	  1.046954	 -8.405250	  3.960280	
   289	2.890	 -9.095896	  1.794260	 -1.017799	 -1.701459	-10.080030	 -3.356752	 -5.147069	  0.966801	 -4.653056	  0.554403	  2.987081	 -2.599088	  2.427034	  5.881202	  2.337576	 -2.427034	 -5.881202	  2.337576	  2.902127	  0.294944	  9.595808	 -2.902127	 -0.294944	  9.595808	  0.705503	  5.561923	 -7.198338	 -0.705503	 -5.561923	 -7.198338	-24.625990	-180.000000	 90.000000	 14.107858	 -0.000012	 90.000000	  1.538048	-12.115586	  2.125179	  1.039783	 -8.396882	  3.948034	
   290	2.900	 -9.094440	  1.796679	 -1.036631	 -1.720074	-10.083926	 -3.373927	 -5.151771	  0.970271	 -4.682664	  0.577245	  2.989701	 -2.627926	  2.435560	  5.883536	  2.336230	 -2.435560	 -5.883536	  2.336230	  2.917083	  0.290003	  9.593411	 -2.917083	 -0.290003	  9.593411	  0.712132	  5.568939	 -7.196585	 -0.712132	 -5.568939	 -7.196585	-24.630455	-180.000000	 90.000000	 14.108201	 -0.000003	 90.000000	  1.532855	-12.093542	  2.123950	  1.043982	 -8.418810	  3.936614	
   291	2.910	 -9.076051	  1.800687	 -1.026528	 -1.737833	-10.094106	 -3.354748	 -5.164725	  0.981272	 -4.658093	  0.572293	  2.983562	 -2.612594	  2.431751	  5.890706	  2.352862	 -2.431751	 -5.890706	  2.352862	  2.908868	  0.283361	  9.604321	 -2.908868	 -0.283361	  9.604321	  0.709915	  5.582717	 -7.191120	 -0.709915	 -5.582717	 -7.191120	-24.634539	-180.000000	 90.000000	 14.115648	  0.000003	 90.000000	  1.531654	-12.095920	  2.125494	  1.047386	 -8.388852	  3.931942	
   292	2.920	 -9.076762	  1.793571	 -1.012363	 -1.756273	-10.089823	 -3.337888	 -5.177023	  0.979177	 -4.633370	  0.586047	  2.979407	 -2.583452	  2.424274	  5.891081	  2.365554	 -2.424274	 -5.891081	  2.365554	  2.907402	  0.278673	  9.644062	 -2.907402	 -0.278673	  9.644062	  0.717405	  5.587365	 -7.217469	 -0.717405	 -5.587365	 -7.217469	-24.621998	-180.000000	 90.000000	 14.112269	 -0.000009	 90.000000	  1.535460	-12.069398	  2.102032	  1.054205	 -8.383738	  3.948628	
   293	2.930	 -9.099125	  1.789238	 -1.017188	 -1.743129	-10.075928	 -3.328543	 -5.172867	  0.963902	 -4.631866	  0.602571	  2.991234	 -2.588905	  2.430004	  5.881814	  2.374096	 -2.430004	 -5.881814	  2.374096	  2.925349	  0.273926	  9.658083	 -2.925349	 -0.273926	  9.658083	  0.730311	  5.582222	 -7.221754	 -0.730311	 -5.582222	 -7.221754	-24.622747	180.000000	 90.000000	 14.121786	 -0.000006	 90.000000	  1.539108	-12.044106	  2.084239	  1.049585	 -8.416592	  3.944871	
   294	2.940	 -9.109167	  1.787163	 -1.010198	 -1.728627	-10.077463	 -3.314541	 -5.179372	  0.964281	 -4.616549	  0.604813	  2.995420	 -2.566886	  2.433043	  5.883600	  2.385158	 -2.433043	 -5.883600	  2.385158	  2.935043	  0.267477	  9.663354	 -2.935043	 -0.267477	  9.663354	  0.738427	  5.590024	 -7.215178	 -0.738427	 -5.590024	 -7.215178	-24.622066	-180.000000	 90.000000	 14.127758	 -0.000006	 90.000000	  1.538427	-12.049253	  2.094956	  1.051542	 -8.419315	  3.953252	
   295	2.950	 -9.112910	  1.788940	 -1.000929	 -1.727744	-10.078414	 -3.294966	 -5.158854	  0.966210	 -4.603909	  0.583742	  2.990214	 -2.571162	  2.429909	  5.884809	  2.397084	 -2.429909	 -5.884809	  2.397084	  2.941065	  0.259611	  9.674821	 -2.941065	 -0.259611	  9.674821	  0.749176	  5.598544	 -7.213677	 -0.749176	 -5.598544	 -7.213677	-24.629993	180.000000	 90.000000	 14.111087	 -0.000003	 90.000000	  1.536943	-12.044351	  2.107475	  1.052307	 -8.404176	  3.951647	
   296	2.960	 -9.109031	  1.792511	 -1.012951	 -1.720445	-10.086740	 -3.301811	 -5.157282	  0.974890	 -4.607324	  0.571670	  2.983799	 -2.591060	  2.432322	  5.889213	  2.401273	 -2.432322	 -5.889213	  2.401273	  2.945154	  0.253399	  9.679788	 -2.945154	 -0.253399	  9.679788	  0.751728	  5.609023	 -7.214179	 -0.751728	 -5.609023	 -7.214179	-24.616167	-180.000000	 90.000000	 14.096701	  0.000004	 90.000000	  1.532663	-12.039746	  2.100406	  1.047706	 -8.384471	  3.928561	
   297	2.970	 -9.104963	  1.792160	 -0.982939	 -1.719930	-10.092045	 -3.286849	 -5.139772	  0.980624	 -4.593818	  0.584655	  2.983407	 -2.578056	  2.427230	  5.895804	  2.408569	 -2.427230	 -5.895804	  2.408569	  2.955267	  0.251103	  9.683355	 -2.955267	 -0.251103	  9.683355	  0.768094	  5.617148	 -7.208759	 -0.768094	 -5.617148	 -7.208759	-24.598085	180.000000	 90.000000	 14.101870	 -0.000013	 90.000000	  1.536497	-12.041989	  2.113377	  1.049655	 -8.410366	  3.934940	
   298	2.980	 -9.105056	  1.795544	 -0.983832	 -1.716970	-10.087709	 -3.280523	 -5.123367	  0.976750	 -4.597723	  0.589859	  2.983979	 -2.599261	  2.425541	  5.893541	  2.418129	 -2.425541	 -5.893541	  2.418129	  2.957750	  0.244525	  9.687902	 -2.957750	 -0.244525	  9.687902	  0.773410	  5.621151	 -7.203274	 -0.773410	 -5.621151	 -7.203274	-24.606890	-180.000000	 90.000000	 14.105988	 -0.000009	 90.000000	  1.536054	-12.049706	  2.115631	  1.049182	 -8.434204	  3.909819	
   299	2.990	 -9.158813	  1.807373	 -0.990442	 -1.715649	-10.091708	 -3.279075	 -5.112726	  0.974944	 -4.595809	  0.615366	  2.982203	 -2.592372	  2.418472	  5.891756	  2.417373	 -2.418472	 -5.891756	  2.417373	  2.970651	  0.238120	  9.702898	 -2.970651	 -0.238120	  9.702898	  0.793585	  5.624912	 -7.216978	 -0.793585	 -5.624912	 -7.216978	-24.622213	-180.000000	 90.000000	 14.105045	  0.000013	 90.000000	  1.532874	-12.013524	  2.115391	  1.051764	 -8.450665	  3.908569	
   300	3.000	 -9.179152	  1.815294	 -0.985296	 -1.717338	-10.090252	 -3.276041	 -5.125820	  0.968901	 -4.594856	  0.595142	  2.985052	 -2.590700	  2.421160	  5.886587	  2.416383	 -2.421160	 -5.886587	  2.416383	  2.955928	  0.237580	  9.690106	 -2.955928	 -0.237580	  9.690106	  0.775807	  5.621055	 -7.207035	 -0.775807	 -5.621055	 -7.207035	-24.634628	-180.000000	 90.000000	 14.107184	 -0.000008	 90.000000	  1.527233	-11.994832	  2.123055	  1.050127	 -8.415589	  3.911410	
   301	3.010	 -9.171823	  1.829551	 -0.988599	 -1.724288	-10.099520	 -3.276279	 -5.117660	  0.970413	 -4.590787	  0.585078	  2.987979	 -2.587527	  2.415450	  5.891384	  2.421139	 -2.415450	 -5.891384	  2.421139	  2.945169	  0.233819	  9.689788	 -2.945169	 -0.233819	  9.689788	  0.771580	  5.629760	 -7.202376	 -0.771580	 -5.629760	 -7.202376	-24.646763	-180.000000	 90.000000	 14.122556	 -0.000010	 90.000000	  1.521024	-11.994438	  2.115310	  1.050413	 -8.424814	  3.916471	
   302	3.020	 -9.162440	  1.833730	 -0.958909	 -1.722725	-10.094651	 -3.264255	 -5.104052	  0.962811	 -4.591324	  0.553810	  2.990762	 -2.587229	  2.416732	  5.887029	  2.422278	 -2.416732	 -5.887029	  2.422278	  2.950701	  0.226798	  9.697550	 -2.950701	 -0.226798	  9.697550	  0.776075	  5.632223	 -7.208585	 -0.776075	 -5.632223	 -7.208585	-24.653133	-180.000000	 90.000000	 14.126823	 -0.000005	 90.000000	  1.521480	-12.013647	  2.133464	  1.048548	 -8.413986	  3.915385	
   303	3.030	 -9.186116	  1.841902	 -0.920041	 -1.703352	-10.100913	 -3.232149	 -5.108775	  0.966005	 -4.584447	  0.543387	  2.988308	 -2.583860	  2.430643	  5.887767	  2.428953	 -2.430643	 -5.887767	  2.428953	  2.951290	  0.219390	  9.703105	 -2.951290	 -0.219390	  9.703105	  0.763715	  5.640851	 -7.208758	 -0.763715	 -5.640851	 -7.208758	-24.654758	180.000000	 90.000000	 14.127200	  0.000013	 90.000000	  1.515452	-11.997246	  2.153402	  1.054008	 -8.397865	  3.912824	
   304	3.040	 -9.172539	  1.844549	 -0.903893	 -1.704350	-10.102242	 -3.232019	 -5.134276	  0.963808	 -4.589221	  0.552256	  2.989607	 -2.583696	  2.435906	  5.887688	  2.427417	 -2.435906	 -5.887688	  2.427417	  2.952359	  0.215981	  9.695971	 -2.952359	 -0.215981	  9.695971	  0.759500	  5.644382	 -7.203583	 -0.759500	 -5.644382	 -7.203583	-24.638947	-180.000000	 90.000000	 14.127655	 -0.000004	 90.000000	  1.517965	-12.004134	  2.169289	  1.054195	 -8.394160	  3.921444	
   305	3.050	 -9.160622	  1.841705	 -0.928243	 -1.706413	-10.096299	 -3.260030	 -5.157366	  0.960397	 -4.591700	  0.587214	  2.987038	 -2.562416	  2.425298	  5.886623	  2.422822	 -2.425298	 -5.886623	  2.422822	  2.953573	  0.212460	  9.681108	 -2.953573	 -0.212460	  9.681108	  0.771021	  5.646382	 -7.192124	 -0.771021	 -5.646382	 -7.192124	-24.637812	-180.000000	 90.000000	 14.106949	  0.000003	 90.000000	  1.517049	-12.038402	  2.156045	  1.053965	 -8.395509	  3.949543	
   306	3.060	 -9.184926	  1.846020	 -0.920907	 -1.692562	-10.100195	 -3.255243	 -5.157023	  0.961528	 -4.581128	  0.608829	  2.987858	 -2.541551	  2.420857	  5.889313	  2.422391	 -2.420857	 -5.889313	  2.422391	  2.946583	  0.209826	  9.680877	 -2.946583	 -0.209826	  9.680877	  0.768650	  5.651817	 -7.192541	 -0.768650	 -5.651817	 -7.192541	-24.640141	-180.000000	 90.000000	 14.093099	 -0.000007	 90.000000	  1.512798	-12.025002	  2.162786	  1.046888	 -8.406745	  3.979220	
   307	3.070	 -9.229897	  1.852940	 -0.923952	 -1.682859	-10.096092	 -3.256824	 -5.157911	  0.953945	 -4.586271	  0.618801	  2.991184	 -2.549731	  2.412425	  5.884112	  2.419865	 -2.412425	 -5.884112	  2.419865	  2.945535	  0.207358	  9.711387	 -2.945535	 -0.207358	  9.711387	  0.775695	  5.648801	 -7.224892	 -0.775695	 -5.648801	 -7.224892	-24.650423	180.000000	 90.000000	 14.097929	 -0.000002	 90.000000	  1.505370	-11.997580	  2.167499	  1.047696	 -8.407404	  3.973005	
   308	3.080	 -9.228076	  1.856259	 -0.945593	 -1.656579	-10.099616	 -3.275675	 -5.150712	  0.956719	 -4.588963	  0.584149	  2.989579	 -2.559673	  2.404907	  5.886536	  2.417134	 -2.404907	 -5.886536	  2.417134	  2.943879	  0.201623	  9.726464	 -2.943879	 -0.201623	  9.726464	  0.781666	  5.656734	 -7.242055	 -0.781666	 -5.656734	 -7.242055	-24.645000	180.000000	 90.000000	 14.121615	 -0.000016	 90.000000	  1.502388	-12.033442	  2.166830	  1.048919	 -8.385612	  3.960356	
