BTS ASCII format

Type:         	3D vector tracks
Measure unit: 	%

Tracks:       	8
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	 vRLASIS.X	 vRLASIS.Y	 vRLASIS.Z	 vLRASIS.X	 vLRASIS.Y	 vLRASIS.Z	    vRFz.X	    vRFz.Y	    vRFz.Z	    vLFz.X	    vLFz.Y	    vLFz.Z	    vRFx.X	    vRFx.Y	    vRFx.Z	    vRFy.X	    vRFy.Y	    vRFy.Z	    vLFx.X	    vLFx.Y	    vLFx.Z	    vLFy.X	    vLFy.Y	    vLFy.Z	
   163	1.630	  6.806637	  9.936948	-99.271980	 -6.806637	 -9.936948	 99.271980	 21.634762	 -2.837032	-97.590408	-12.148488	  2.685024	-99.223007	-91.252609	  2.142866	-40.845673	  3.317458	 99.921410	 -2.169351	-98.093887	 -0.624998	 19.421579	 -0.098937	 99.963028	  2.717163	
   164	1.640	  6.838716	  9.938967	-99.269577	 -6.838716	 -9.938967	 99.269577	 21.614351	 -2.835176	-97.594986	-12.130341	  2.691630	-99.225044	-91.253624	  2.142032	-40.843452	  3.316016	 99.921486	 -2.168364	-98.092789	 -0.636758	 19.426779	 -0.109225	 99.962807	  2.724996	
   165	1.650	  6.839888	  9.930668	-99.270325	 -6.839888	 -9.930668	 99.270325	 21.639652	 -2.842362	-97.589172	-12.177363	  2.695952	-99.219170	-91.245125	  2.127192	-40.863216	  3.304646	 99.921654	 -2.177517	-98.091599	 -0.673130	 19.431568	 -0.144399	 99.962524	  2.733872	
   166	1.660	  6.846243	  9.922250	-99.270729	 -6.846243	 -9.922250	 99.270729	 21.647747	 -2.842231	-97.587379	-12.181868	  2.695074	-99.218643	-91.236961	  2.112947	-40.882183	  3.290999	 99.922050	 -2.180188	-98.090019	 -0.667923	 19.439682	 -0.139168	 99.962570	  2.732368	
   167	1.670	  6.840923	  9.920116	-99.271309	 -6.840923	 -9.920116	 99.271309	 21.680187	 -2.833173	-97.580444	-12.114178	  2.689708	-99.227074	-91.237190	  2.115315	-40.881531	  3.289183	 99.922325	 -2.170385	-98.088745	 -0.673441	 19.445942	 -0.145599	 99.962692	  2.727424	
   168	1.680	  6.818124	  9.914918	-99.273392	 -6.818124	 -9.914918	 99.273392	 21.649065	 -2.833323	-97.587349	-12.172725	  2.691166	-99.219872	-91.231590	  2.111279	-40.894241	  3.286052	 99.922386	 -2.172130	-98.094078	 -0.678630	 19.418859	 -0.151151	 99.962616	  2.729856	
   169	1.690	  6.804059	  9.909709	-99.274887	 -6.804059	 -9.909709	 99.274887	 21.604568	 -2.829086	-97.597328	-12.216174	  2.695720	-99.214401	-91.231316	  2.107875	-40.895035	  3.281443	 99.922585	 -2.170094	-98.095665	 -0.678453	 19.410852	 -0.150261	 99.962494	  2.734548	
   170	1.700	  6.840552	  9.907967	-99.272552	 -6.840552	 -9.907967	 99.272552	 21.599657	 -2.827180	-97.598473	-12.260147	  2.698832	-99.208900	-91.235046	  2.104942	-40.886860	  3.277488	 99.922737	 -2.169163	-98.091331	 -0.696063	 19.432098	 -0.166557	 99.962318	  2.739911	
   171	1.710	  6.832674	  9.904351	-99.273453	 -6.832674	 -9.904351	 99.273453	 21.599140	 -2.829020	-97.598534	-12.228884	  2.698219	-99.212769	-91.231873	  2.083086	-40.895069	  3.256785	 99.923271	 -2.175659	-98.095612	 -0.694948	 19.410503	 -0.166180	 99.962341	  2.739088	
   172	1.720	  6.807364	  9.886187	-99.277000	 -6.807364	 -9.886187	 99.277000	 21.581264	 -2.832381	-97.602394	-12.272861	  2.700107	-99.207291	-91.236298	  2.078981	-40.885395	  3.253951	 99.923264	 -2.180238	-98.095718	 -0.691405	 19.410116	 -0.162256	 99.962303	  2.740728	
   173	1.730	  6.840541	  9.895190	-99.273827	 -6.840541	 -9.895190	 99.273827	 21.551708	 -2.827197	-97.609070	-12.141071	  2.688965	-99.223801	-91.232124	  2.083022	-40.894512	  3.256489	 99.923286	 -2.175206	-98.093460	 -0.727326	 19.420198	 -0.200024	 99.962433	  2.733457	
   174	1.740	  6.813614	  9.887247	-99.276466	 -6.813614	 -9.887247	 99.276466	 21.615955	 -2.825161	-97.594925	-12.138023	  2.691084	-99.224121	-91.218010	  2.052672	-40.927502	  3.225855	 99.924217	 -2.178106	-98.096535	 -0.735990	 19.404333	 -0.208660	 99.962326	  2.736630	
   175	1.750	  6.805252	  9.885950	-99.277168	 -6.805252	 -9.885950	 99.277168	 21.700060	 -2.835260	-97.575966	-12.210477	  2.692458	-99.215195	-91.224876	  2.047394	-40.912476	  3.223304	 99.924118	 -2.186655	-98.095779	 -0.739417	 19.408012	 -0.211626	 99.962265	  2.738777	
   176	1.760	  6.793368	  9.892521	-99.277328	 -6.793368	 -9.892521	 99.277328	 21.674902	 -2.830162	-97.581703	-12.224910	  2.694411	-99.213364	-91.224998	  2.053104	-40.911907	  3.227133	 99.924110	 -2.181286	-98.098389	 -0.734076	 19.395018	 -0.206266	 99.962242	  2.740164	
   177	1.770	  6.734098	  9.883071	-99.282303	 -6.734098	 -9.883071	 99.282303	 21.779928	 -2.834101	-97.558197	-12.252728	  2.699163	-99.209801	-91.230568	  2.059891	-40.899155	  3.233870	 99.923904	 -2.180862	-98.099075	 -0.713784	 19.392300	 -0.185200	 99.962219	  2.742506	
   178	1.780	  6.687727	  9.872714	-99.286476	 -6.687727	 -9.872714	 99.286476	 21.762989	 -2.843176	-97.561714	-12.201597	  2.692788	-99.216278	-91.235443	  2.057303	-40.888397	  3.234877	 99.923660	 -2.190408	-98.096642	 -0.707332	 19.404873	 -0.179736	 99.962425	  2.735143	
   179	1.790	  6.729822	  9.873469	-99.283554	 -6.729822	 -9.873469	 99.283554	 21.774374	 -2.847778	-97.559044	-12.251803	  2.695124	-99.210030	-91.237732	  2.066771	-40.882828	  3.245887	 99.923256	 -2.192335	-98.094299	 -0.725326	 19.416014	 -0.196830	 99.962265	  2.739866	
   180	1.800	  6.792553	  9.894654	-99.277176	 -6.792553	 -9.894654	 99.277176	 21.684177	 -2.836437	-97.579460	-12.308620	  2.703484	-99.202766	-91.236458	  2.069010	-40.885559	  3.244529	 99.923500	 -2.183572	-98.094650	 -0.728200	 19.414173	 -0.198050	 99.962021	  2.748748	
   181	1.810	  6.776761	  9.901913	-99.277527	 -6.776761	 -9.901913	 99.277527	 21.667879	 -2.843456	-97.582878	-12.334450	  2.704891	-99.199524	-91.234413	  2.086517	-40.889217	  3.265208	 99.922760	 -2.186612	-98.095123	 -0.733292	 19.411577	 -0.202883	 99.961945	  2.750907	
   182	1.820	  6.745178	  9.903331	-99.279533	 -6.745178	 -9.903331	 99.279533	 21.590923	 -2.846636	-97.599838	-12.343990	  2.708899	-99.198219	-91.231361	  2.095310	-40.895569	  3.276416	 99.922325	 -2.189569	-98.096001	 -0.703893	 19.408230	 -0.172945	 99.961998	  2.751277	
   183	1.830	  6.717793	  9.898688	-99.281860	 -6.717793	 -9.898688	 99.281860	 21.559649	 -2.845772	-97.606781	-12.329951	  2.694859	-99.200356	-91.235504	  2.095313	-40.886337	  3.276087	 99.922333	 -2.189652	-98.090652	 -0.720055	 19.434620	 -0.191058	 99.962296	  2.739305	
   184	1.840	  6.716893	  9.901621	-99.281624	 -6.716893	 -9.901621	 99.281624	 21.596359	 -2.841073	-97.598801	-12.417503	  2.709628	-99.189034	-91.245773	  2.100030	-40.863182	  3.277560	 99.922417	 -2.183465	-98.090775	 -0.708370	 19.434456	 -0.176471	 99.961945	  2.752834	
   185	1.850	  6.724316	  9.912123	-99.280075	 -6.724316	 -9.912123	 99.280075	 21.650259	 -2.850890	-97.586571	-12.458691	  2.711414	-99.183815	-91.240067	  2.111422	-40.875320	  3.292808	 99.921806	 -2.188579	-98.096458	 -0.688442	 19.406448	 -0.157024	 99.961990	  2.752412	
   186	1.860	  6.761434	  9.931255	-99.275642	 -6.761434	 -9.931255	 99.275642	 21.614887	 -2.852826	-97.594360	-12.357899	  2.688733	-99.197044	-91.239944	  2.121359	-40.875088	  3.303917	 99.921432	 -2.189109	-98.094765	 -0.692389	 19.414864	 -0.165240	 99.962593	  2.730068	
   187	1.870	  6.757687	  9.929055	-99.276123	 -6.757687	 -9.929055	 99.276123	 21.647873	 -2.860178	-97.586830	-12.375112	  2.687175	-99.194939	-91.247574	  2.123646	-40.857941	  3.308241	 99.921158	 -2.194722	-98.092743	 -0.705248	 19.424610	 -0.178053	 99.962563	  2.730183	
   188	1.880	  6.715997	  9.926476	-99.279205	 -6.715997	 -9.926476	 99.279205	 21.687998	 -2.869548	-97.577644	-12.395386	  2.689031	-99.192360	-91.247391	  2.128291	-40.858097	  3.316301	 99.920746	 -2.201359	-98.095306	 -0.692159	 19.412142	 -0.164988	 99.962578	  2.730529	
   189	1.890	  6.702431	  9.928018	-99.279968	 -6.702431	 -9.928018	 99.279968	 21.675556	 -2.867628	-97.580460	-12.411678	  2.691796	-99.190239	-91.244118	  2.127892	-40.865417	  3.315520	 99.920807	 -2.199928	-98.098244	 -0.665864	 19.398233	 -0.138659	 99.962631	  2.730108	
   190	1.900	  6.747275	  9.945223	-99.275208	 -6.747275	 -9.945223	 99.275208	 21.660864	 -2.873226	-97.583565	-12.355377	  2.684808	-99.197456	-91.246979	  2.127376	-40.859055	  3.317275	 99.920616	 -2.205694	-98.091438	 -0.664967	 19.432631	 -0.138258	 99.962830	  2.722743	
   191	1.910	  6.769539	  9.961051	-99.272102	 -6.769539	 -9.961051	 99.272102	 21.667213	 -2.880610	-97.581932	-12.394320	  2.686083	-99.192574	-91.251801	  2.133501	-40.847969	  3.325964	 99.920212	 -2.211134	-98.088112	 -0.661549	 19.449522	 -0.134121	 99.962814	  2.723699	
   192	1.920	  6.710597	  9.958322	-99.276382	 -6.710597	 -9.958322	 99.276382	 21.590519	 -2.869135	-97.599266	-12.429156	  2.688649	-99.188141	-91.253456	  2.132746	-40.844326	  3.321208	 99.920563	 -2.202670	-98.091148	 -0.653151	 19.434498	 -0.125640	 99.962776	  2.725391	
   193	1.930	  6.692138	  9.955839	-99.277878	 -6.692138	 -9.955839	 99.277878	 21.510527	 -2.873607	-97.616798	-12.396042	  2.685222	-99.192375	-91.259651	  2.144643	-40.829849	  3.335335	 99.920006	 -2.206444	-98.091179	 -0.650555	 19.434444	 -0.123759	 99.962883	  2.721546	
   194	1.940	  6.702101	  9.946610	-99.278130	 -6.702101	 -9.946610	 99.278130	 21.487326	 -2.879449	-97.621742	-12.275114	  2.669742	-99.207832	-91.257591	  2.155320	-40.833897	  3.348830	 99.919472	 -2.210118	-98.091408	 -0.648212	 19.433365	 -0.124585	 99.963318	  2.705487	
   195	1.950	  6.719698	  9.946195	-99.276978	 -6.719698	 -9.946195	 99.276978	 21.432100	 -2.872131	-97.634094	-12.277229	  2.678351	-99.207344	-91.250107	  2.144243	-40.851208	  3.336040	 99.919968	 -2.207067	-98.094650	 -0.641158	 19.417238	 -0.116319	 99.963120	  2.713150	
   196	1.960	  6.699897	  9.953789	-99.277557	 -6.699897	 -9.953789	 99.277557	 21.462049	 -2.875875	-97.627403	-12.277096	  2.684129	-99.207199	-91.253120	  2.142472	-40.844555	  3.335232	 99.919922	 -2.210203	-98.097626	 -0.635090	 19.402407	 -0.109556	 99.962990	  2.718135	
   197	1.970	  6.703176	  9.956580	-99.277054	 -6.703176	 -9.956580	 99.277054	 21.582043	 -2.887464	-97.600601	-12.221069	  2.682457	-99.214157	-91.254639	  2.140311	-40.841270	  3.336358	 99.919708	 -2.218318	-98.095131	 -0.666317	 19.413946	 -0.140685	 99.962906	  2.720030	
   198	1.980	  6.705661	  9.938630	-99.278687	 -6.705661	 -9.938630	 99.278687	 21.496223	 -2.881074	-97.619728	-12.269415	  2.684659	-99.208138	-91.242111	  2.146040	-40.868958	  3.341448	 99.919655	 -2.213153	-98.094513	 -0.675048	 19.416771	 -0.148820	 99.962791	  2.723486	
   199	1.990	  6.659853	  9.922796	-99.283356	 -6.659853	 -9.922796	 99.283356	 21.428391	 -2.877595	-97.634743	-12.287693	  2.689444	-99.205742	-91.242256	  2.153585	-40.868240	  3.348302	 99.919495	 -2.210065	-98.094437	 -0.677878	 19.417065	 -0.150677	 99.962654	  2.728626	
   200	2.000	  6.685274	  9.935238	-99.280396	 -6.685274	 -9.935238	 99.280396	 21.529854	 -2.883639	-97.612244	-12.261731	  2.685966	-99.209053	-91.250755	  2.143750	-40.849777	  3.339126	 99.919685	 -2.215310	-98.093788	 -0.667240	 19.420689	 -0.140700	 99.962799	  2.723763	
   201	2.010	  6.748569	  9.935530	-99.276093	 -6.748569	 -9.935530	 99.276093	 21.533960	 -2.879682	-97.611458	-12.247695	  2.687623	-99.210739	-91.243057	  2.107863	-40.868832	  3.302374	 99.920815	 -2.219278	-98.093559	 -0.684926	 19.421240	 -0.157969	 99.962669	  2.727494	
   202	2.020	  6.654301	  9.909646	-99.285042	 -6.654301	 -9.909646	 99.285042	 21.617689	 -2.887317	-97.592720	-12.296703	  2.695951	-99.204453	-91.242615	  2.109005	-40.869766	  3.305744	 99.920601	 -2.223935	-98.093147	 -0.693441	 19.423025	 -0.164719	 99.962402	  2.736967	
   203	2.030	  6.603235	  9.899088	-99.289497	 -6.603235	 -9.899088	 99.289497	 21.498873	 -2.875081	-97.619324	-12.232723	  2.688698	-99.212555	-91.243538	  2.117082	-40.867287	  3.310000	 99.920685	 -2.213893	-98.094139	 -0.689856	 19.418112	 -0.162762	 99.962624	  2.729094	
   204	2.040	  6.607074	  9.893580	-99.289795	 -6.607074	 -9.893580	 99.289795	 21.421127	 -2.865296	-97.636703	-12.106631	  2.673666	-99.228432	-91.223320	  2.083312	-40.914120	  3.274890	 99.921837	 -2.213858	-98.089577	 -0.699355	 19.440832	 -0.174659	 99.962990	  2.714768	
   205	2.050	  6.641714	  9.889221	-99.287918	 -6.641714	 -9.889221	 99.287918	 21.416601	 -2.866386	-97.637657	-12.119343	  2.683698	-99.226608	-91.213120	  2.064366	-40.937820	  3.257377	 99.922302	 -2.218959	-98.091309	 -0.698228	 19.432114	 -0.171801	 99.962730	  2.724591	
   206	2.060	  6.639635	  9.876151	-99.289360	 -6.639635	 -9.876151	 99.289360	 21.500713	 -2.876635	-97.618874	-12.255246	  2.706449	-99.209297	-91.225235	  2.085803	-40.909721	  3.281014	 99.921455	 -2.221839	-98.091156	 -0.687717	 19.433283	 -0.156743	 99.962158	  2.746349	
   207	2.070	  6.652811	  9.882125	-99.287888	 -6.652811	 -9.882125	 99.287888	 21.429333	 -2.863425	-97.634956	-12.325845	  2.715820	-99.200287	-91.228821	  2.094267	-40.901306	  3.284467	 99.921623	 -2.209599	-98.090828	 -0.679769	 19.435221	 -0.146889	 99.961937	  2.754923	
   208	2.080	  6.694911	  9.902428	-99.283028	 -6.694911	 -9.902428	 99.283028	 21.337132	 -2.853820	-97.655426	-12.176832	  2.694246	-99.219284	-91.222351	  2.069693	-40.916973	  3.257603	 99.922523	 -2.208305	-98.094215	 -0.711546	 19.416992	 -0.183344	 99.962372	  2.736925	
   209	2.090	  6.673685	  9.896256	-99.285072	 -6.673685	 -9.896256	 99.285072	 21.309576	 -2.856601	-97.661362	-12.174050	  2.691961	-99.219688	-91.216385	  2.058114	-40.930862	  3.248039	 99.922714	 -2.214028	-98.095161	 -0.722916	 19.411776	 -0.195244	 99.962372	  2.736067	
   210	2.100	  6.644883	  9.889688	-99.287659	 -6.644883	 -9.889688	 99.287659	 21.381382	 -2.861238	-97.645531	-12.202792	  2.694179	-99.216095	-91.227402	  2.063941	-40.906010	  3.254046	 99.922485	 -2.215422	-98.088730	 -0.728756	 19.444017	 -0.199725	 99.962280	  2.739007	
   211	2.110	  6.632285	  9.888715	-99.288597	 -6.632285	 -9.888715	 99.288597	 21.298204	 -2.852448	-97.663963	-12.213385	  2.700603	-99.214615	-91.225746	  2.055448	-40.910114	  3.243019	 99.922935	 -2.211199	-98.089554	 -0.728517	 19.439884	 -0.198334	 99.962112	  2.745365	
   212	2.120	  6.655143	  9.896955	-99.286255	 -6.655143	 -9.896955	 99.286255	 21.232630	 -2.839052	-97.678635	-12.190476	  2.700190	-99.217445	-91.227997	  2.070351	-40.904362	  3.252847	 99.922928	 -2.197204	-98.089157	 -0.732738	 19.441710	 -0.202589	 99.962105	  2.745347	
   213	2.130	  6.679209	  9.892481	-99.285080	 -6.679209	 -9.892481	 99.285080	 21.335558	 -2.849699	-97.655891	-12.279353	  2.701581	-99.206451	-91.226631	  2.073429	-40.907242	  3.259273	 99.922577	 -2.203768	-98.089447	 -0.729873	 19.440386	 -0.199409	 99.962067	  2.746840	
   214	2.140	  6.669272	  9.883796	-99.286613	 -6.669272	 -9.883796	 99.286613	 21.349724	 -2.853440	-97.652687	-12.296702	  2.701051	-99.204315	-91.221565	  2.080437	-40.918194	  3.268059	 99.922249	 -2.205265	-98.088783	 -0.698489	 19.444859	 -0.168158	 99.962250	  2.742531	
   215	2.150	  6.684008	  9.886868	-99.285316	 -6.684008	 -9.886868	 99.285316	 21.290779	 -2.854648	-97.665520	-12.290876	  2.709975	-99.204788	-91.219131	  2.070758	-40.924095	  3.259808	 99.922417	 -2.209987	-98.088333	 -0.707387	 19.446821	 -0.175219	 99.961960	  2.752367	
   216	2.160	  6.657632	  9.881495	-99.287621	 -6.657632	 -9.881495	 99.287621	 21.347601	 -2.865228	-97.652802	-12.282793	  2.711282	-99.205757	-91.224464	  2.093690	-40.911045	  3.285956	 99.921486	 -2.213460	-98.087219	 -0.695021	 19.452854	 -0.162509	 99.961990	  2.752070	
   217	2.170	  6.589850	  9.872806	-99.293015	 -6.589850	 -9.872806	 99.293015	 21.334087	 -2.862529	-97.655838	-12.213921	  2.701432	-99.214531	-91.224541	  2.098857	-40.910610	  3.290127	 99.921417	 -2.210171	-98.087303	 -0.682197	 19.452913	 -0.151741	 99.962326	  2.740473	
   218	2.180	  6.641720	  9.878742	-99.288963	 -6.641720	 -9.878742	 99.288963	 21.423105	 -2.865378	-97.636261	-12.205040	  2.697192	-99.215736	-91.224136	  2.095161	-40.911686	  3.286626	 99.921509	 -2.211301	-98.087593	 -0.667770	 19.451954	 -0.138250	 99.962509	  2.734500	
   219	2.190	  6.613167	  9.874866	-99.291252	 -6.613167	 -9.874866	 99.291252	 21.422981	 -2.878178	-97.635910	-12.219217	  2.699693	-99.213921	-91.224403	  2.110415	-40.910324	  3.307125	 99.920639	 -2.219889	-98.088104	 -0.662120	 19.449572	 -0.132192	 99.962463	  2.736342	
   220	2.200	  6.605086	  9.885144	-99.290771	 -6.605086	 -9.885144	 99.290771	 21.296883	 -2.870743	-97.663719	-12.082520	  2.688218	-99.230972	-91.222473	  2.103436	-40.914993	  3.298717	 99.920967	 -2.217764	-98.085136	 -0.657699	 19.464687	 -0.129751	 99.962814	  2.723843	
   221	2.210	  6.677835	  9.901969	-99.284225	 -6.677835	 -9.901969	 99.284225	 21.353037	 -2.878276	-97.651230	-12.112586	  2.690172	-99.227257	-91.222443	  2.116859	-40.914368	  3.314565	 99.920387	 -2.220376	-98.084572	 -0.642691	 19.468040	 -0.114319	 99.962822	  2.724069	
   222	2.220	  6.668455	  9.901964	-99.284859	 -6.668455	 -9.901964	 99.284859	 21.372761	 -2.886420	-97.646675	-12.216572	  2.700969	-99.214211	-91.235809	  2.147695	-40.882935	  3.347313	 99.919281	 -2.220943	-98.079453	 -0.654983	 19.493376	 -0.123663	 99.962471	  2.736566	
   223	2.230	  6.627602	  9.902040	-99.287590	 -6.627602	 -9.902040	 99.287590	 21.331974	 -2.882050	-97.655724	-12.157892	  2.691398	-99.221680	-91.235329	  2.152333	-40.883770	  3.350635	 99.919258	 -2.216938	-98.075394	 -0.667311	 19.513401	 -0.137316	 99.962685	  2.728324	
   224	2.240	  6.626801	  9.912043	-99.286636	 -6.626801	 -9.912043	 99.286636	 21.366014	 -2.890064	-97.648048	-12.082657	  2.678782	-99.231216	-91.244949	  2.156324	-40.862076	  3.356742	 99.918922	 -2.222798	-98.080406	 -0.633143	 19.489292	 -0.106500	 99.963173	  2.711509	
   225	2.250	  6.678300	  9.933208	-99.281075	 -6.678300	 -9.933208	 99.281075	 21.367474	 -2.883508	-97.647926	-12.035636	  2.667126	-99.237236	-91.247040	  2.152450	-40.857620	  3.349965	 99.919273	 -2.217535	-98.086075	 -0.603928	 19.461660	 -0.080483	 99.963608	  2.696409	
   226	2.260	  6.696162	  9.956396	-99.277550	 -6.696162	 -9.956396	 99.277550	 21.313168	 -2.886355	-97.659706	-11.962917	  2.657043	-99.246307	-91.246391	  2.165120	-40.858395	  3.364466	 99.918755	 -2.218864	-98.085045	 -0.585274	 19.467426	 -0.063789	 99.963959	  2.683945	
   227	2.270	  6.673181	  9.952677	-99.279472	 -6.673181	 -9.952677	 99.279472	 21.320982	 -2.895726	-97.657722	-11.956029	  2.648615	-99.247360	-91.242470	  2.168352	-40.866982	  3.371818	 99.918327	 -2.226610	-98.081245	 -0.578955	 19.486759	 -0.058639	 99.964203	  2.674809	
   228	2.280	  6.648757	  9.950400	-99.281334	 -6.648757	 -9.950400	 99.281334	 21.299131	 -2.903840	-97.662247	-12.054575	  2.653797	-99.235298	-91.243431	  2.178129	-40.864311	  3.385113	 99.917747	 -2.232646	-98.077164	 -0.585523	 19.507084	 -0.063548	 99.964035	  2.681005	
   229	2.290	  6.640893	  9.966936	-99.280205	 -6.640893	 -9.966936	 99.280205	 21.295422	 -2.909122	-97.662903	-12.085567	  2.656893	-99.231445	-91.245789	  2.193869	-40.858212	  3.402828	 99.917107	 -2.234281	-98.074028	 -0.573684	 19.523195	 -0.050709	 99.963997	  2.682683	
   230	2.300	  6.594815	  9.965604	-99.283409	 -6.594815	 -9.965604	 99.283409	 21.260443	 -2.904269	-97.670662	-12.041330	  2.646662	-99.237099	-91.239555	  2.190577	-40.872307	  3.398476	 99.917320	 -2.231311	-98.077652	 -0.564735	 19.505249	 -0.044316	 99.964302	  2.671433	
   231	2.310	  6.599137	  9.968365	-99.282845	 -6.599137	 -9.968365	 99.282845	 21.194880	 -2.897514	-97.685120	-11.970334	  2.638449	-99.245903	-91.238289	  2.180614	-40.875652	  3.386640	 99.917778	 -2.228935	-98.078407	 -0.567918	 19.501379	 -0.049244	 99.964508	  2.663493	
   232	2.320	  6.607378	  9.956321	-99.283508	 -6.607378	 -9.956321	 99.283508	 21.199263	 -2.885859	-97.684509	-11.851258	  2.622803	-99.260612	-91.240898	  2.184711	-40.869606	  3.385594	 99.918076	 -2.217112	-98.077202	 -0.579961	 19.507074	 -0.064234	 99.964890	  2.649081	
   233	2.330	  6.616373	  9.960833	-99.282455	 -6.616373	 -9.960833	 99.282455	 21.242683	 -2.893059	-97.674866	-11.840662	  2.622886	-99.261871	-91.237083	  2.168865	-40.878963	  3.372607	 99.918320	 -2.226021	-98.080643	 -0.583803	 19.489670	 -0.068508	 99.964867	  2.649634	
   234	2.340	  6.629074	  9.974936	-99.280190	 -6.629074	 -9.974936	 99.280190	 21.087330	 -2.890942	-97.708580	-11.899337	  2.628862	-99.254700	-91.238358	  2.169234	-40.876114	  3.373858	 99.918228	 -2.228178	-98.079903	 -0.584170	 19.493372	 -0.067562	 99.964706	  2.655768	
   235	2.350	  6.645841	  9.977871	-99.278770	 -6.645841	 -9.977871	 99.278770	 20.965471	 -2.895445	-97.734665	-12.111397	  2.648085	-99.228531	-91.235886	  2.169939	-40.881584	  3.378116	 99.917915	 -2.235471	-98.076561	 -0.586172	 19.510096	 -0.065189	 99.964180	  2.675673	
   236	2.360	  6.674554	  9.977316	-99.276901	 -6.674554	 -9.977316	 99.276901	 21.005878	 -2.892002	-97.726097	-12.050201	  2.637240	-99.236275	-91.233299	  2.181046	-40.886772	  3.387480	 99.917755	 -2.228733	-98.075775	 -0.584121	 19.514114	 -0.065213	 99.964478	  2.664511	
   237	2.370	  6.613742	  9.965821	-99.282127	 -6.613742	 -9.965821	 99.282127	 20.972883	 -2.882778	-97.733452	-11.983315	  2.624095	-99.244720	-91.225899	  2.157663	-40.904518	  3.361336	 99.918701	 -2.225917	-98.079346	 -0.576787	 19.496370	 -0.061004	 99.964851	  2.650501	
   238	2.380	  6.596300	  9.971995	-99.282669	 -6.596300	 -9.971995	 99.282669	 21.072098	 -2.894617	-97.711761	-11.890066	  2.612902	-99.256226	-91.222725	  2.156937	-40.911636	  3.364623	 99.918404	 -2.234387	-98.082016	 -0.597663	 19.482323	 -0.084414	 99.965065	  2.641674	
   239	2.390	  6.585310	  9.987169	-99.281868	 -6.585310	 -9.987169	 99.281868	 21.048910	 -2.890146	-97.716888	-11.863579	  2.608780	-99.259506	-91.220924	  2.150580	-40.915989	  3.356851	 99.918709	 -2.232179	-98.079025	 -0.625378	 19.496490	 -0.112463	 99.965057	  2.640765	
   240	2.400	  6.582083	  9.989270	-99.281876	 -6.582083	 -9.989270	 99.281876	 21.044161	 -2.895198	-97.717758	-11.904634	  2.607504	-99.254623	-91.221931	  2.163660	-40.913040	  3.371969	 99.918159	 -2.234216	-98.075714	 -0.621623	 19.513279	 -0.108503	 99.965111	  2.639183	
   241	2.410	  6.594769	  9.985319	-99.281433	 -6.594769	 -9.985319	 99.281433	 21.032366	 -2.905661	-97.719994	-11.832578	  2.592967	-99.263618	-91.218193	  2.149483	-40.922138	  3.362659	 99.918182	 -2.247275	-98.073349	 -0.632398	 19.524826	 -0.121840	 99.965446	  2.625823	
   242	2.420	  6.601496	  9.979467	-99.281570	 -6.601496	 -9.979467	 99.281570	 21.019386	 -2.910479	-97.722641	-11.893776	  2.598150	-99.256172	-91.213882	  2.134799	-40.932503	  3.350550	 99.918404	 -2.255198	-98.072105	 -0.644089	 19.530680	 -0.132259	 99.965256	  2.632560	
   243	2.430	  6.600306	  9.987036	-99.280891	 -6.600306	 -9.987036	 99.280891	 21.015398	 -2.910246	-97.723511	-11.882246	  2.591973	-99.257713	-91.220856	  2.138701	-40.916763	  3.353806	 99.918320	 -2.254373	-98.072151	 -0.652636	 19.530167	 -0.142001	 99.965378	  2.627452	
   244	2.440	  6.553626	  9.979696	-99.284721	 -6.553626	 -9.979696	 99.284721	 20.913937	 -2.907646	-97.745346	-11.855496	  2.588398	-99.261002	-91.217140	  2.137640	-40.925098	  3.353189	 99.918327	 -2.254826	-98.070892	 -0.663234	 19.536129	 -0.153124	 99.965424	  2.625056	
   245	2.450	  6.605019	  9.984921	-99.280785	 -6.605019	 -9.984921	 99.280785	 20.875134	 -2.900411	-97.753860	-11.804632	  2.590285	-99.267021	-91.213867	  2.125578	-40.933014	  3.338875	 99.918877	 -2.251639	-98.072182	 -0.654857	 19.529938	 -0.144619	 99.965416	  2.625707	
   246	2.460	  6.671350	 10.010726	-99.273750	 -6.671350	-10.010726	 99.273750	 20.884796	 -2.903126	-97.751709	-11.829141	  2.593796	-99.264008	-91.215897	  2.122315	-40.928661	  3.336469	 99.918892	 -2.254647	-98.073349	 -0.631108	 19.524841	 -0.120395	 99.965431	  2.626472	
   247	2.470	  6.622484	 10.009039	-99.277199	 -6.622484	-10.009039	 99.277199	 20.924143	 -2.908491	-97.743134	-11.800525	  2.581609	-99.267731	-91.212662	  2.102362	-40.936909	  3.318612	 99.919304	 -2.262822	-98.074562	 -0.628889	 19.518831	 -0.120754	 99.965752	  2.614117	
   248	2.480	  6.626844	 10.011601	-99.276649	 -6.626844	-10.011601	 99.276649	 20.912758	 -2.913873	-97.745415	-11.716023	  2.567487	-99.278107	-91.210480	  2.095767	-40.942104	  3.314600	 99.919281	 -2.269515	-98.074898	 -0.630821	 19.517097	 -0.125561	 99.966118	  2.600098	
